日期,计划购电量(kWh),紧急购电量(kWh),计划购电费(元),紧急购电费(元),总费用(元),0:00储电量(kWh),24:00储电量(kWh)
2025-02-19,81282.25866518021,11.71065976486193,50801.85035954772,51.28683444021283,50853.13719398794,10800.0,10790.495600398895
2025-02-20,79853.71734697025,10.062643187746744,49652.80037872239,47.133420691405746,49699.9337994138,10790.495600398895,10800.0
2025-02-21,37158.78088426118,0.0,19543.67577322364,0.0,19543.67577322364,10800.0,10800.0
2025-02-22,37028.88122461043,0.0,19507.774139624944,0.0,19507.774139624944,10800.0,10800.0
2025-02-23,80686.26713692417,3.833858383697361,50214.16673209671,17.95779266923844,50232.124524765946,10800.0,10800.0
2025-02-24,78288.42342151832,21.0565985158006,48424.89817806116,96.08440902805273,48520.98258708921,10800.0,10800.0
2025-02-25,78659.9425901974,26.335291789102257,48707.279416859514,118.38146163031544,48825.66087848983,10800.0,10800.0
2025-02-26,76463.48752923048,0.0,47341.6174289231,0.0,47341.6174289231,10800.0,10800.0
2025-02-27,74557.531403627,302.1906185845282,45959.512361777524,1490.3952628676752,47449.9076246452,10800.0,10800.0
2025-02-28,35760.99506447289,0.0,18663.117056665084,0.0,18663.117056665084,10800.0,10800.0
2025-03-01,35861.69251965944,0.0,18807.057505796918,0.0,18807.057505796918,10800.0,10800.0
2025-03-02,74915.09515757658,2988.4023245594485,46185.525974057484,20217.35578493855,66402.88175899604,10800.0,10800.0
2025-03-03,73660.93595111593,3673.5982668894876,45478.11887455766,22983.48688906007,68461.60576361773,10800.0,10780.941838238532
2025-03-04,74072.70414305778,460.7917281573256,45765.44828739077,3214.4830956255037,48979.93138301627,10780.941838238532,10777.700389254602
2025-03-05,77178.21991551228,0.752139765767879,47694.12122456891,3.4218598643609655,47697.54308443327,10777.700389254602,10800.0
2025-03-06,75531.68041246785,0.0,46760.431001706296,0.0,46760.431001706296,10800.0,10800.0
2025-03-07,35265.38162198535,0.0,18516.303471735926,0.0,18516.303471735926,10800.0,10800.0
2025-03-08,34522.03009165697,0.0,18162.499119442393,0.0,18162.499119442393,10800.0,10800.0
2025-03-09,76924.37146512246,0.0,47453.077738918175,0.0,47453.077738918175,10800.0,10800.0
2025-03-10,76080.75207868303,0.0,46970.83831615001,0.0,46970.83831615001,10800.0,10800.0
2025-03-11,76064.5651095103,0.0,46870.931627720005,0.0,46870.931627720005,10800.0,10800.0
2025-03-12,72438.05279261508,0.0,44378.46974045141,0.0,44378.46974045141,10800.0,10800.0
2025-03-13,71494.32183268179,989.4485928002427,43758.59569728019,6594.575437075662,50353.17113435585,10800.0,10800.0
2025-03-14,33147.20135248994,0.0,17308.923879302994,0.0,17308.923879302994,10800.0,10800.0
2025-03-15,33094.10903915399,0.0,17274.49790247574,0.0,17274.49790247574,10800.0,10800.0
2025-03-16,71788.10362753712,1.6400000000001,43822.07433691684,7.461180000000455,43829.53551691684,10800.0,10800.0
2025-03-17,72426.39901994138,0.0,44152.30654236277,0.0,44152.30654236277,10800.0,10800.0
2025-03-18,69213.43513516357,341.54673225742187,42014.88412992707,1661.9875268957367,43676.87165682281,10800.0,10800.0
2025-03-19,71346.88626268486,0.0,43508.057703230865,0.0,43508.057703230865,10800.0,10800.0
2025-03-20,72501.23902731706,0.0,44275.15270795913,0.0,44275.15270795913,10800.0,10800.0
2025-03-21,32073.13777267364,0.0,16656.301801381196,0.0,16656.301801381196,10800.0,10800.0
2025-03-22,32436.402968664697,0.0,16884.01134772518,0.0,16884.01134772518,10800.0,10800.0
2025-03-23,70579.67802096026,0.0,42907.011385977225,0.0,42907.011385977225,10800.0,10800.0
2025-03-24,66695.71929645786,0.0,40471.227300048646,0.0,40471.227300048646,10800.0,10800.0
2025-03-25,68133.21106910503,0.0,41415.173665978145,0.0,41415.173665978145,10800.0,10800.0
2025-03-26,68624.2302177404,0.0,41598.59439007482,0.0,41598.59439007482,10800.0,10800.0
2025-03-27,70559.37696168401,0.0,42925.78088393749,0.0,42925.78088393749,10800.0,10800.0
2025-03-28,31646.338109360193,0.0,16337.559892769812,0.0,16337.559892769812,10800.0,10800.0
2025-03-29,31459.907874509972,0.0,16214.1242988021,0.0,16214.1242988021,10800.0,10800.0
2025-03-30,70735.1645385474,0.0,42832.414474891615,0.0,42832.414474891615,10800.0,10800.0
2025-03-31,70234.76234292808,0.0,42461.634718455876,0.0,42461.634718455876,10800.0,10800.0
2025-04-01,71045.46050100622,0.0,43053.62099368292,0.0,43053.62099368292,10800.0,10800.0
2025-04-02,63807.65616869442,1333.1638777448184,38459.691052691385,6591.508527709826,45051.19958040121,10800.0,10800.0
2025-04-03,66452.27351426746,0.0,39972.9129000511,0.0,39972.9129000511,10800.0,10800.0
2025-04-04,30585.06501281191,0.0,15611.484022151371,0.0,15611.484022151371,10800.0,10800.0
2025-04-05,30811.768191138042,0.0,15787.652298167095,0.0,15787.652298167095,10800.0,10800.0
2025-04-06,65565.71900361154,0.0,39136.47669191791,0.0,39136.47669191791,10800.0,10800.0
2025-04-07,65706.28314028177,0.0,39246.37662606267,0.0,39246.37662606267,10800.0,10800.0
2025-04-08,67288.99077991833,0.0,40037.75200488915,0.0,40037.75200488915,10800.0,10800.0
2025-04-09,64070.552266754654,157.2467613013896,38538.04334151441,1091.9130140420648,39629.956355556475,10800.0,10800.0
2025-04-10,64015.14114036609,0.0,38581.425103638394,0.0,38581.425103638394,10800.0,10800.0
2025-04-11,30208.67403273745,0.0,15280.041915809787,0.0,15280.041915809787,10800.0,10800.0
2025-04-12,30583.680413228987,0.0,15576.686671187697,0.0,15576.686671187697,10800.0,10800.0
2025-04-13,61713.879474336165,0.0,37049.86637135666,0.0,37049.86637135666,10800.0,10800.0
2025-04-14,60453.60636554577,0.0,36335.38337211783,0.0,36335.38337211783,10800.0,10800.0
2025-04-15,62005.42460623762,0.0,37368.924313067015,0.0,37368.924313067015,10800.0,10800.0
2025-04-16,62874.59851616276,0.0,37496.29155432318,0.0,37496.29155432318,10800.0,10800.0
2025-04-17,61207.73201969561,0.0,36815.794889567434,0.0,36815.794889567434,10800.0,10800.0
2025-04-18,29486.35678941435,0.0,14754.206954620502,0.0,14754.206954620502,10800.0,10800.0
2025-04-19,29284.234354383287,0.0,14676.22389880097,0.0,14676.22389880097,10800.0,10800.0
2025-04-20,59625.22417704354,0.0,35731.500266378556,0.0,35731.500266378556,10800.0,10800.0
2025-04-21,58490.56438612752,0.0,35017.04712395277,0.0,35017.04712395277,10800.0,10800.0
2025-04-22,57344.3327248877,0.0,34525.974204216895,0.0,34525.974204216895,10800.0,10800.0
2025-04-23,62026.85706132594,0.0,36801.72811894591,0.0,36801.72811894591,10800.0,10800.0
2025-04-24,59807.364889817996,0.0,35833.052518755896,0.0,35833.052518755896,10800.0,10800.0
2025-04-25,28644.03930939675,0.0,14174.284923873503,0.0,14174.284923873503,10800.0,10800.0
2025-04-26,28783.528374739995,0.0,14275.098737371556,0.0,14275.098737371556,10800.0,10800.0
2025-04-27,58316.79751580069,0.0,34841.86245840964,0.0,34841.86245840964,10800.0,10800.0
2025-04-28,56990.547175775995,3755.944518885589,34150.123544312075,25414.188095332192,59564.311639644264,10800.0,10800.0
2025-04-29,59164.356576724545,29.929222471943717,35342.2242896511,208.78625596427938,35551.01054561538,10800.0,10800.0
2025-04-30,59032.44390072325,0.0,35145.00880545916,0.0,35145.00880545916,10800.0,10800.0
2025-05-01,55933.56902812254,1674.74771928673,33731.925417050195,10897.182778002258,44629.10819505245,10800.0,10261.37394671089
2025-05-02,27992.93610931225,1953.3750449334693,13638.01450879639,12159.814259724717,25797.828768521107,10261.37394671089,9870.15514215146
2025-05-03,28468.857522362363,1246.4956031638492,14001.849246047697,7054.936734154644,21056.78598020234,9870.15514215146,9736.772933647639
2025-05-04,57527.69180020598,1158.2392452760776,34430.571560865035,7237.354499568241,41667.926060433274,9736.772933647639,9458.75237542728
2025-05-05,60333.73608357205,1226.9038969748951,35858.697455799345,8130.973047347779,43989.67050314712,9458.75237542728,9269.087071029968
2025-05-06,57770.739247370286,875.4315773838873,34854.516743028114,5573.304283656997,40427.82102668511,9269.087071029968,8935.077334584663
2025-05-07,60959.20991656909,1184.6037400546354,36562.411338797196,8179.198640206821,44741.60997900402,8935.077334584663,8953.54528506006
2025-05-08,62863.6155883703,35.999250000000075,38445.92754843594,243.22893262500048,38689.15648106094,8953.54528506006,9436.885055960194
2025-05-09,31589.898554333406,0.0,16692.314970143838,0.0,16692.314970143838,9436.885055960194,10265.295566781815
2025-05-10,31315.643901807445,0.0,16471.246166075238,0.0,16471.246166075238,10265.295566781815,10800.0
2025-05-11,62593.02025545121,41.18071666666674,38308.82555009285,277.36103945833383,38586.18658955119,10800.0,10800.0
2025-05-12,64481.71062449756,0.0,39279.93784771332,0.0,39279.93784771332,10800.0,10800.0
2025-05-13,62979.39815581734,0.0,38543.64596928002,0.0,38543.64596928002,10800.0,10800.0
2025-05-14,64206.16415947869,0.0,39249.98525861762,0.0,39249.98525861762,10800.0,10800.0
2025-05-15,63722.99148320793,0.0,38959.941045123785,0.0,38959.941045123785,10800.0,10800.0
2025-05-16,30979.258487190258,0.0,16554.32795921118,0.0,16554.32795921118,10800.0,10800.0
2025-05-17,30868.22773667593,0.0,16483.465803961953,0.0,16483.465803961953,10800.0,10800.0
2025-05-18,64779.037033856344,5.236666666666679,39445.88880023852,35.318698333333415,39481.20749857186,10800.0,10800.0
2025-05-19,63590.23951877266,67.00333333333344,38787.40980708033,451.9039816666674,39239.313788747,10800.0,10800.0
2025-05-20,63273.47952987775,0.0,38586.100338673365,0.0,38586.100338673365,10800.0,10800.0
2025-05-21,63216.95115807674,0.0,38510.656692869255,0.0,38510.656692869255,10800.0,10800.0
2025-05-22,63700.70349409159,0.0,39005.26930048638,0.0,39005.26930048638,10800.0,10800.0
2025-05-23,30545.23600075622,0.0,16350.8535058843,0.0,16350.8535058843,10800.0,10800.0
2025-05-24,31086.150585605214,0.0,16817.915945800727,0.0,16817.915945800727,10800.0,10800.0
2025-05-25,63671.12518138245,0.0,38763.665663455504,0.0,38763.665663455504,10800.0,10800.0
2025-05-26,62308.74611627491,0.0,38208.13312820193,0.0,38208.13312820193,10800.0,10800.0
2025-05-27,63771.14339745659,0.0,39039.442485221385,0.0,39039.442485221385,10800.0,10800.0
2025-05-28,63155.438918938395,0.0,38747.914085108205,0.0,38747.914085108205,10800.0,10800.0
2025-05-29,62674.27003321693,13.569935456506755,38526.63691850797,91.22389110636666,38617.860809614336,10800.0,10800.0
2025-05-30,30578.858463860306,0.0,16391.75747845342,0.0,16391.75747845342,10800.0,10800.0
2025-05-31,30365.111623781973,48.797987165502335,16180.615595953212,197.35401307162246,16377.969609024834,10800.0,10800.0
2025-06-01,61698.29680298835,11463.346340712042,37771.34656950949,72429.57383687695,110200.92040638645,10800.0,10083.66698605648
2025-06-02,64806.65728538601,7421.763070032234,39126.67401099503,48663.08937337613,87789.76338437117,10083.66698605648,9362.978537476072
2025-06-03,65336.80686022728,6054.756611699843,39510.69963054684,38063.64365844047,77574.34328898732,9362.978537476072,8835.055385421256
2025-06-04,71420.51177101138,2179.9766411349265,43539.0446274599,14704.717384277417,58243.762011737315,8835.055385421256,8533.699596086552
2025-06-05,73317.67231590502,1854.4281435664689,44824.051149585386,12081.26399862058,56905.31514820596,8533.699596086552,8233.220909664831
2025-06-06,33482.868900518224,2722.1236289850776,18305.526369267965,17714.889937459633,36020.416306727595,8233.220909664831,7843.236640893238
2025-06-07,33868.80188160909,1300.2421435594224,18506.33311984322,8910.927114744243,27417.260234587462,7843.236640893238,7641.621263707531
2025-06-08,84624.21128057636,20.633850720210717,53029.03720902464,139.2267401493797,53168.26394917402,7641.621263707531,8270.11311753758
2025-06-09,81734.89319361512,21.178328913758264,51159.3312380217,142.6818503302563,51302.01308835196,8270.11311753758,8944.438574077358
2025-06-10,84071.40015284788,0.0,52840.352140248426,0.0,52840.352140248426,8944.438574077358,9775.854504697463
2025-06-11,85159.40903015145,321.8276820620953,53278.622410975404,1551.7125004390182,54830.33491141442,9775.854504697463,10717.862581413112
2025-06-12,86853.48343209372,0.0,54943.80412323937,0.0,54943.80412323937,10717.862581413112,10800.0
2025-06-13,44005.095804910925,0.0,25716.994173135805,0.0,25716.994173135805,10800.0,10800.0
2025-06-14,44254.605680153836,0.0,25645.36877874623,0.0,25645.36877874623,10800.0,10800.0
2025-06-15,85591.4346623911,0.0,53911.094985087344,0.0,53911.094985087344,10800.0,10800.0
2025-06-16,86570.31995075566,0.0,54908.22610408828,0.0,54908.22610408828,10800.0,10800.0
2025-06-17,87797.38464530995,8.33147877803458,55587.85788278807,56.16666418212012,55644.02454697019,10800.0,10800.0
2025-06-18,89650.8327755174,0.0,57040.2524033785,0.0,57040.2524033785,10800.0,10800.0
2025-06-19,87131.49066045464,23.68159348422671,55272.604556302234,159.54110838798516,55432.14566469022,10800.0,10800.0
2025-06-20,42513.96848331062,0.0,24659.005580799287,0.0,24659.005580799287,10800.0,10800.0
2025-06-21,41426.30196044638,0.0,23950.70248128904,0.0,23950.70248128904,10800.0,10800.0
2025-06-22,86368.56337018056,0.0,54526.29442948744,0.0,54526.29442948744,10800.0,10800.0
2025-06-23,88166.18885050231,0.0,55952.78656902418,0.0,55952.78656902418,10800.0,10800.0
2025-06-24,87675.93424888482,662.7385340769971,55639.38121280489,3186.4318991670225,58825.81311197191,10800.0,10800.0
2025-06-25,88182.40482038223,0.0,55887.84256843313,0.0,55887.84256843313,10800.0,10800.0
2025-06-26,87174.8572458117,0.0,55321.11161801901,0.0,55321.11161801901,10800.0,10800.0
2025-06-27,39571.62822188426,0.0,23134.333552925684,0.0,23134.333552925684,10800.0,10800.0
2025-06-28,39448.99121231854,0.0,22868.750778539496,0.0,22868.750778539496,10800.0,10800.0
2025-06-29,88020.74137038761,0.0,55727.8339066875,0.0,55727.8339066875,10800.0,10800.0
2025-06-30,85477.7686670154,0.0,54189.94338965489,0.0,54189.94338965489,10800.0,10800.0
2025-07-01,88583.14300541609,1093.17890582491,56187.13091412895,6805.322791423807,62992.45370555276,10800.0,10172.421166715489
2025-07-02,86092.24669686632,1003.7050118447926,53898.82286740756,6464.701955708387,60363.52482311594,10172.421166715489,9738.648040197346
2025-07-03,83939.64570345107,1642.6173723112302,52655.924657358715,10090.174075777968,62746.098733136685,9738.648040197346,9407.5868698289
2025-07-04,38893.04443223463,3290.798126541515,22370.307462517474,16280.520096601596,38650.82755911907,9407.5868698289,8901.907680346278
2025-07-05,39117.64896572044,3414.280226475373,22305.010677709823,18250.28949932196,40555.30017703178,8901.907680346278,8498.712310562005
2025-07-06,81705.21864685901,3835.4126849097606,50580.37908590795,25150.003897903043,75730.382983811,8498.712310562005,8119.731287722849
2025-07-07,83888.33243875974,777.4811834606124,52251.61639502268,4721.831871395638,56973.448266418316,8119.731287722849,7764.396648545618
2025-07-08,90016.7222556832,36.74309367534954,56763.014375865925,248.75585870835647,57011.77023457428,7764.396648545618,8121.860668774218
2025-07-09,90240.11192424523,4.2369487372228605,57097.691327444714,28.563389911987915,57126.2547173567,8121.860668774218,9500.413900028763
2025-07-10,89986.60311602466,0.0,57115.325384645526,0.0,57115.325384645526,9500.413900028763,10540.367220882448
2025-07-11,48996.786862672314,0.0,29546.04730492909,0.0,29546.04730492909,10540.367220882448,10800.0
2025-07-12,49795.99599236263,0.0,30139.612419853707,0.0,30139.612419853707,10800.0,10800.0
2025-07-13,89795.49270736187,12.212613114727446,57196.079191562356,82.09929166375525,57278.17848322611,10800.0,10800.0
2025-07-14,87772.80442429264,0.0,55626.231349536036,0.0,55626.231349536036,10800.0,10800.0
2025-07-15,88979.46701414362,0.0,56815.8655756815,0.0,56815.8655756815,10800.0,10800.0
2025-07-16,85178.56663324131,0.0,54018.36175241576,0.0,54018.36175241576,10800.0,10800.0
2025-07-17,85321.78462211344,0.0,54305.09388618089,0.0,54305.09388618089,10800.0,10800.0
2025-07-18,48607.896985773106,0.0,29238.70974179179,0.0,29238.70974179179,10800.0,10800.0
2025-07-19,48717.28471604692,0.0,29304.15210787105,0.0,29304.15210787105,10800.0,10800.0
2025-07-20,85062.75830881252,0.0,54064.530334668976,0.0,54064.530334668976,10800.0,10800.0
2025-07-21,85517.71855739295,0.0,54350.90901060142,0.0,54350.90901060142,10800.0,10800.0
2025-07-22,86885.47673981893,0.0,55119.7624062485,0.0,55119.7624062485,10800.0,10800.0
2025-07-23,85699.92801923805,0.0,54374.331254886645,0.0,54374.331254886645,10800.0,10800.0
2025-07-24,86645.328822263,0.0,55166.95163567888,0.0,55166.95163567888,10800.0,10800.0
2025-07-25,47666.02187941174,0.0,28521.422437783844,0.0,28521.422437783844,10800.0,10800.0
2025-07-26,48091.4629591583,0.0,28937.586708980227,0.0,28937.586708980227,10800.0,10800.0
2025-07-27,86381.40728399804,250.74308031787697,54757.15774813308,1248.4149186177488,56005.57266675083,10800.0,10800.0
2025-07-28,87246.91883742786,23.00164199066244,55378.43300399484,109.82133968441781,55488.254343679255,10800.0,10800.0
2025-07-29,88190.15525585393,0.0,55978.80746347935,0.0,55978.80746347935,10800.0,10800.0
2025-07-30,87735.57296767912,0.0,55575.875246199284,0.0,55575.875246199284,10800.0,10800.0
2025-07-31,87961.86968054243,0.0,55812.71916564816,0.0,55812.71916564816,10800.0,10800.0
2025-08-01,46181.878344176366,0.0,27459.932120184465,0.0,27459.932120184465,10800.0,10800.0
2025-08-02,46005.06338259288,0.0,27345.09663747798,0.0,27345.09663747798,10800.0,10800.0
2025-08-03,83655.88592396329,75.77817764102349,52651.86811742709,510.76515112889496,53162.63326855598,10800.0,10800.0
2025-08-04,82297.46765055222,0.0,51756.715354820975,0.0,51756.715354820975,10800.0,10800.0
2025-08-05,81076.5362297431,0.0,50893.695331517476,0.0,50893.695331517476,10800.0,10800.0
2025-08-06,79118.11984538124,0.0,49929.32734832597,0.0,49929.32734832597,10800.0,10800.0
2025-08-07,78925.73332919338,21.623763496104175,49819.161295014026,146.10095806142786,49965.26225307545,10800.0,10800.0
2025-08-08,42917.538130666915,0.0,25152.56199417801,0.0,25152.56199417801,10800.0,10800.0
2025-08-09,42502.158039442445,0.0,24929.3915727444,0.0,24929.3915727444,10800.0,10800.0
2025-08-10,74843.34287820691,5.3931104302614585,47542.87624551142,37.373465348482576,47580.249710859905,10800.0,10800.0
2025-08-11,77434.2359722342,44.413821961601,48944.19224764154,299.53449354473065,49243.72674118627,10800.0,10800.0
2025-08-12,76247.7736904757,422.00790293646634,48072.82631066553,2930.064256435502,51002.89056710103,10800.0,10800.0
2025-08-13,76138.33342636607,42.24763316461531,48301.66603140249,288.2600089847608,48589.926040387254,10800.0,10800.0
2025-08-14,75484.99104566459,47.752728071295564,48010.200883184705,330.6781754463146,48340.87905863102,10800.0,10800.0
2025-08-15,42469.23633061824,0.0,24959.898175138944,0.0,24959.898175138944,10800.0,10800.0
2025-08-16,42715.2480843925,0.0,25132.78977003822,0.0,25132.78977003822,10800.0,10800.0
2025-08-17,74815.07495518959,99.68054674041036,47608.02596425837,671.3431212653047,48279.36908552367,10800.0,10800.0
2025-08-18,75762.63181595855,101.72514601933517,48181.09331932672,689.6740980431174,48870.76741736984,10800.0,10800.0
2025-08-19,75974.65074183553,105.13577167394305,48362.487448529064,709.1802230819532,49071.667671611016,10800.0,10800.0
2025-08-20,74331.15373835377,1693.2075216456483,47329.74202178822,10722.674194108895,58052.416215897116,10800.0,10800.0
2025-08-21,75631.66303026219,0.0,48256.14507851076,0.0,48256.14507851076,10800.0,10800.0
2025-08-22,42519.961950983285,0.0,24954.37127119028,0.0,24954.37127119028,10800.0,10800.0
2025-08-23,42569.35571858218,0.0,25070.252859616303,0.0,25070.252859616303,10800.0,10800.0
2025-08-24,73680.00606616055,0.0,47043.57987291929,0.0,47043.57987291929,10800.0,10800.0
2025-08-25,74651.24596142702,1341.7606579775488,47614.09259595891,9236.843084865519,56850.93568082443,10800.0,10800.0
2025-08-26,75210.85245784781,1.9818563549297323,47833.63293427488,13.350775334984142,47846.98370960986,10800.0,10800.0
2025-08-27,75751.61892298108,180.85320501997467,48038.336542499586,1258.2025206342366,49296.53906313382,10800.0,10800.0
2025-08-28,75369.53425980033,679.6778751255574,47941.60053320964,4724.041450937721,52665.64198414736,10800.0,10800.0
2025-08-29,42617.01303086184,0.0,25128.048557713148,0.0,25128.048557713148,10800.0,10800.0
2025-08-30,42772.249836549294,0.0,25245.747079181405,0.0,25245.747079181405,10800.0,10800.0
2025-08-31,75056.41374774477,13.313898400268954,48123.3372154662,91.62446292093748,48214.96167838714,10800.0,10800.0
2025-09-01,75613.282611629,0.0,48102.04070349022,0.0,48102.04070349022,10800.0,10800.0
2025-09-02,72006.8370759763,0.0,45767.61817361179,0.0,45767.61817361179,10800.0,10800.0
2025-09-03,70188.15507548049,0.0,44325.99892154861,0.0,44325.99892154861,10800.0,10800.0
2025-09-04,70961.43711169231,0.0,44634.70768141298,0.0,44634.70768141298,10800.0,10800.0
2025-09-05,39188.02302846538,0.0,22586.41053323591,0.0,22586.41053323591,10800.0,10800.0
2025-09-06,38290.670251187985,0.0,21903.86264863213,0.0,21903.86264863213,10800.0,10800.0
2025-09-07,68795.98216802979,0.0,43528.97955797117,0.0,43528.97955797117,10800.0,10800.0
2025-09-08,63791.65207667893,792.8911639891821,39832.61165131361,5526.660194987413,45359.271846301024,10800.0,10800.0
2025-09-09,68840.4023786843,0.0,43013.82892864498,0.0,43013.82892864498,10800.0,10800.0
2025-09-10,65708.33011850643,1075.4664892301646,41024.91358364787,6897.065824244632,47921.9794078925,10800.0,10800.0
2025-09-11,65916.39469973346,0.9704244897407079,41196.24179341474,6.541631485342112,41202.78342490008,10800.0,10800.0
2025-09-12,33648.83110085579,0.0,18498.307543949348,0.0,18498.307543949348,10800.0,10800.0
2025-09-13,34205.30803755836,0.0,18871.444366215066,0.0,18871.444366215066,10800.0,10800.0
2025-09-14,65655.54614418463,0.0,40812.853193015486,0.0,40812.853193015486,10800.0,10800.0
2025-09-15,67546.89849193473,1.1717666666667128,41859.386783774666,7.893606150000311,41867.280389924665,10800.0,10800.0
2025-09-16,65059.126020514144,36.09632943913232,40492.805071462266,230.39497487651605,40723.20004633878,10800.0,10794.606739170606
2025-09-17,70798.93064037629,7.62916666666672,44244.7191299809,34.70889375000024,44279.4280237309,10794.606739170606,10800.0
2025-09-18,66213.90629545035,51.151236757969855,41440.15993090025,296.02363221000866,41736.18356311026,10800.0,10747.441300172402
2025-09-19,34213.18948998578,0.0,18835.25421116779,0.0,18835.25421116779,10747.441300172402,10800.0
2025-09-20,34537.20741573145,0.0,19074.71372480056,0.0,19074.71372480056,10800.0,10800.0
2025-09-21,69371.24626705807,0.0,43260.43774370166,0.0,43260.43774370166,10800.0,10800.0
2025-09-22,66276.19118159093,82.03587495344114,41425.299681440716,427.7541731370377,41853.05385457775,10800.0,10641.50110539623
2025-09-23,67965.00910258174,532.4804188363727,42292.21310282395,3505.229508653666,45797.44261147762,10641.50110539623,10587.582395410713
2025-09-24,69598.22304294595,0.0,43371.22193412326,0.0,43371.22193412326,10587.582395410713,10800.0
2025-09-25,68978.81408027528,15.37166666666667,43317.13420379564,103.49743166666669,43420.63163546231,10800.0,10800.0
2025-09-26,35225.7756014608,0.0,19551.80453175267,0.0,19551.80453175267,10800.0,10800.0
2025-09-27,34884.36993242548,167.84980876210994,19292.72267088367,1170.9202659244788,20463.64293680815,10800.0,10698.104919580028
2025-09-28,70748.34164492015,5.868333333333339,44116.49566261038,39.56136916666671,44156.05703177705,10698.104919580028,10800.0
2025-09-29,70251.4489544662,137.7526860740012,43904.986560899255,907.8325300584531,44812.81909095771,10800.0,10800.0
2025-09-30,71839.53619696012,31.411150000000134,45201.364706557055,212.2294349750009,45413.594141532056,10800.0,10800.0
2025-10-01,73064.25705767846,0.0,45743.10495919656,0.0,45743.10495919656,10800.0,10800.0
2025-10-02,69736.97955952601,0.0,43602.23286490569,0.0,43602.23286490569,10800.0,10800.0
2025-10-03,34362.48016974185,0.0,18738.080395012938,0.0,18738.080395012938,10800.0,10800.0
2025-10-04,34954.952285172585,0.0,19170.81707264015,0.0,19170.81707264015,10800.0,10800.0
2025-10-05,70854.3824284897,0.0,44041.19543818949,0.0,44041.19543818949,10800.0,10800.0
2025-10-06,70169.28382473398,0.0,43635.87659527241,0.0,43635.87659527241,10800.0,10800.0
2025-10-07,70575.5298999891,0.0,43887.533447472495,0.0,43887.533447472495,10800.0,10800.0
2025-10-08,65225.002636555655,0.0,40076.70592893945,0.0,40076.70592893945,10800.0,10800.0
2025-10-09,64656.289815355194,0.0,39859.83566359851,0.0,39859.83566359851,10800.0,10800.0
2025-10-10,32737.88223013271,0.0,17131.74186726995,0.0,17131.74186726995,10800.0,10800.0
2025-10-11,33764.90305065508,0.0,17813.16359032738,0.0,17813.16359032738,10800.0,10800.0
2025-10-12,67105.96614365635,10.691374134173998,41250.51156373088,50.07839644447101,41300.58996017535,10800.0,10800.0
2025-10-13,67127.23662051807,0.0,41440.87010117862,0.0,41440.87010117862,10800.0,10800.0
2025-10-14,67462.10527515312,102.77943986414361,41635.20411795078,491.3532042910965,42126.557322241875,10800.0,10800.0
2025-10-15,67204.01320169993,0.0,41472.58458896274,0.0,41472.58458896274,10800.0,10800.0
2025-10-16,67581.97444621788,903.5500143534322,41943.38337429578,6263.192891431723,48206.576265727505,10800.0,10800.0
2025-10-17,34105.02851401843,0.0,18023.629930139738,0.0,18023.629930139738,10800.0,10800.0
2025-10-18,34110.02365630018,0.0,18045.832781811267,0.0,18045.832781811267,10800.0,10800.0
2025-10-19,69696.65814479745,1286.7296203277479,42917.811780119846,8845.767767433828,51763.57954755367,10800.0,10800.0
