时段起点,电价(元/kWh),负载电量(kWh),光伏电量(kWh),计划购电量(kWh),充电量(kWh),放电量(kWh),弃光量(kWh),时段末储电量(kWh)
17:30,0.9862,915.4076333333334,139.46291666666667,775.9447166666666,0.0,-0.0,0.0,10800.0
17:40,0.976,936.9551333333334,110.87188333333333,826.08325,0.0,0.0,0.0,10800.0
17:50,1.0742,848.5354333333332,86.11263333333332,762.4227999999999,0.0,-0.0,0.0,10800.0
18:00,1.2313,701.4281333333333,64.44551666666666,636.9826166666667,0.0,0.0,0.0,10800.0
18:10,1.2561,687.1268499999999,45.96554999999999,531.8940499999999,0.0,109.26725000000005,0.0,10678.591944444444
18:20,1.2447,709.3226333333333,30.492099999999997,678.8305333333333,0.0,0.0,0.0,10678.591944444444
18:30,1.2545,704.3254,18.0569,686.2684999999999,0.0,0.0,0.0,10678.591944444444
18:40,1.2522,705.5563999999999,9.052016666666667,696.5043833333333,0.0,0.0,0.0,10678.591944444444
18:50,1.2881,707.7437499999999,3.1094833333333334,0.0,0.0,704.6342666666666,0.0,9895.664981481481
19:00,1.3466,706.5299166666666,0.04588333333333333,0.0,0.0,706.4840333333333,0.0,9110.682722222222
19:10,1.3523,707.4447333333333,0.038266666666666664,0.0,0.0,707.4064666666666,0.0,8324.675537037037
19:20,1.3445,708.6531166666666,0.10011666666666666,0.0,0.0,708.553,0.0,7537.394425925927
19:30,1.3483,709.4468833333333,0.0,0.0,0.0,709.4468833333333,0.0,6749.120111111112
19:40,1.349,711.23245,0.0,0.0,0.0,711.23245,0.0,5958.861833333334
19:50,1.3473,711.6625,0.0,0.0,0.0,711.6625,0.0,5168.125722222223
20:00,1.3482,711.4450333333332,0.0,0.0,0.0,711.4450333333332,0.0,4377.631240740741
20:10,1.3513,713.7040833333333,0.0,0.0,0.0,713.7040833333333,0.0,3584.626703703704
20:20,1.34,715.28415,0.0,0.0,0.0,715.28415,0.0,2789.8665370370372
20:30,1.3489,715.22685,0.0,0.0,0.0,715.22685,0.0,1995.170037037037
20:40,1.3952,715.6530333333333,0.0,0.0,0.0,715.6530333333333,0.0,1200.0
20:50,1.2226,715.8689166666666,0.0,715.8689166666666,0.0,0.0,0.0,1200.0
21:00,0.9332,717.0051166666667,0.0,717.0051166666667,0.0,0.0,0.0,1200.0
21:10,0.9068,720.1603,0.0,720.1603,0.0,0.0,0.0,1200.0
21:20,0.9371,717.0548666666666,0.0,717.0548666666666,0.0,0.0,0.0,1200.0
21:30,0.9371,720.4459666666667,0.0,720.4459666666667,0.0,0.0,0.0,1200.0
21:40,0.9871,738.1347166666666,0.0,738.1347166666666,0.0,-0.0,0.0,1200.0
21:50,0.7764,671.6935666666666,0.0,671.6935666666666,0.0,-0.0,0.0,1200.0
22:00,0.4209,560.4569833333333,0.0,1393.7903166666665,833.3333333333333,0.0,0.0,1950.0
22:10,0.3859,551.5655666666667,0.0,1384.8989,833.3333333333333,0.0,0.0,2700.0
22:20,0.4368,568.8260499999999,0.0,568.8260499999999,0.0,0.0,0.0,2700.0
22:30,0.4198,563.6552166666667,0.0,1396.98855,833.3333333333333,0.0,0.0,3450.0
22:40,0.4186,564.4265333333333,0.0,1397.7598666666665,833.3333333333333,0.0,0.0,4200.0
22:50,0.4241,566.7474333333332,0.0,566.7474333333332,0.0,0.0,0.0,4200.0
23:00,0.4237,566.5404333333333,0.0,1399.8737666666666,833.3333333333333,0.0,0.0,4950.0
23:10,0.4248,567.83015,0.0,567.83015,0.0,0.0,0.0,4950.0
23:20,0.424,569.3586333333333,0.0,569.3586333333333,0.0,0.0,0.0,4950.0
23:30,0.422,570.3301833333333,0.0,1403.6635166666665,833.3333333333333,0.0,0.0,5700.0
23:40,0.424,571.6153833333333,0.0,904.9487166666665,333.3333333333333,0.0,0.0,6000.0
23:50,0.4271,573.1768333333333,0.0,573.1768333333333,0.0,0.0,0.0,6000.0
