日期,自适应分位数,计划购电量(kWh),紧急购电量(kWh),计划购电费(元),紧急购电费(元),总费用(元),0:00储电量(kWh),24:00储电量(kWh)
2025-05-25,0.75,62154.71809515433,0.0,37635.09672419839,0.0,37635.09672419839,10800.0,10800.0
2025-05-26,0.75,60870.38169884966,0.0,37068.519198817856,0.0,37068.519198817856,10800.0,10800.0
2025-05-27,0.75,62263.8066873784,0.0,37903.760165585256,0.0,37903.760165585256,10800.0,10800.0
2025-05-28,0.75,61650.976720272294,0.0,37612.92135542013,0.0,37612.92135542013,10800.0,10800.0
2025-05-29,0.75,61272.86452513853,17.817433333333497,37427.90292895279,119.77769558333443,37547.68062453612,10800.0,10800.0
2025-05-30,0.75,30114.987163381404,0.0,15801.457529212745,0.0,15801.457529212745,10800.0,10800.0
2025-05-31,0.75,29927.43908931146,161.39124359019394,15612.920192508376,665.2453673236715,16278.165559832049,10800.0,10800.0
2025-06-01,0.75,60497.38751779694,12512.900596824362,36775.803523410905,77584.2574891403,114360.06101255122,10800.0,10001.832981878024
2025-06-02,0.7583142397721039,63585.45476074197,8203.128617506767,38396.145302165736,53777.01167903333,92173.15698119906,10001.832981878024,9152.571141895573
2025-06-03,0.7671607172719211,64322.14089980586,6740.226137925472,38907.510566173805,42641.79565636224,81549.30622253605,9152.571141895573,8474.635000865937
2025-06-04,0.7742225520743131,70660.48473701325,2726.8677964740937,43015.21233916039,18355.75212484123,61370.96446400162,8474.635000865937,8109.0811614774675
2025-06-05,0.778030404567943,72454.06651806834,2537.5934392164854,44244.40710108344,16316.638165762728,60561.045266846166,8109.0811614774675,7737.312361674718
2025-06-06,0.781902996232555,33028.321788093024,3057.1433519358325,18030.148162590922,19421.044730044963,37451.19289263588,7737.312361674718,7332.141382453737
2025-06-07,0.7861235272661069,33454.0037066418,1504.0135625281014,18264.22432345854,9992.312794430474,28256.537117889013,7332.141382453737,7069.698930543155
2025-06-08,0.7888573028068421,84088.9226855427,34.50774158150534,52638.72155489548,232.81660587989663,52871.53816077537,7069.698930543155,7691.002090913283
2025-06-09,0.78238539488632,80895.42341370341,29.347963522252826,50528.871611368944,197.74571578484367,50726.617327153785,7691.002090913283,8330.555196976722
2025-06-10,0.7757233833648258,82907.45871722497,4.800838741108578,51984.18154225983,32.46087114800565,52016.64241340783,8330.555196976722,9101.906711692416
2025-06-11,0.767688471753204,83775.36924199908,559.5748904482645,52226.70627502745,2708.9510405198344,54935.65731554729,9101.906711692416,9759.534312212214
2025-06-12,0.7608381842477895,85216.96279744302,0.0,53473.33022165262,0.0,53473.33022165262,9759.534312212214,10800.0
2025-06-13,0.75,42234.9162409137,0.0,24393.254467733103,0.0,24393.254467733103,10800.0,10800.0
2025-06-14,0.75,42487.227193702245,0.0,24318.709590610553,0.0,24318.709590610553,10800.0,10800.0
2025-06-15,0.75,83599.87120821001,0.0,52160.041210003605,0.0,52160.041210003605,10800.0,10800.0
2025-06-16,0.75,84472.84166764453,0.0,53070.32733218424,0.0,53070.32733218424,10800.0,10800.0
2025-06-17,0.75,85649.78049193986,26.07254747768684,53772.85259579437,176.73552508146426,53949.58812087584,10800.0,10800.0
2025-06-18,0.75,87573.49630292505,0.0,55198.41147187936,0.0,55198.41147187936,10800.0,10800.0
2025-06-19,0.75,84999.57619642725,48.66089197731321,53414.216547408716,327.7017458434435,53741.91829325216,10800.0,10800.0
2025-06-20,0.75,40664.63894451923,0.0,23274.652826060315,0.0,23274.652826060315,10800.0,10800.0
2025-06-21,0.75,39588.56945902821,0.0,22577.111208504175,0.0,22577.111208504175,10800.0,10800.0
2025-06-22,0.75,84319.14797455486,0.0,52709.98767339097,0.0,52709.98767339097,10800.0,10800.0
2025-06-23,0.75,86113.52259310888,0.0,54142.65654815537,0.0,54142.65654815537,10800.0,10800.0
2025-06-24,0.75,85654.10139560128,1054.518928656254,53818.80180562211,5107.941961086428,58926.74376670854,10800.0,10800.0
2025-06-25,0.75,85981.62721771548,0.0,54003.31751315012,0.0,54003.31751315012,10800.0,10800.0
2025-06-26,0.75,84948.05136844498,0.0,53429.584272128865,0.0,53429.584272128865,10800.0,10800.0
2025-06-27,0.75,38208.118100161766,0.0,21985.343363141517,0.0,21985.343363141517,10800.0,10800.0
2025-06-28,0.75,38149.43684636473,0.0,21742.522601450157,0.0,21742.522601450157,10800.0,10800.0
2025-06-29,0.75,85727.28038612724,0.0,53778.61273606692,0.0,53778.61273606692,10800.0,10800.0
2025-06-30,0.75,83423.58062389394,2.70804134573973,52435.21657279819,18.2332423808656,52453.449815179054,10800.0,10800.0
2025-07-01,0.75,86779.22511342604,1471.8549621365146,54609.42949591427,8865.984130059054,63475.41362597333,10800.0,10094.107431543242
2025-07-02,0.7573530475880912,84480.57238912996,1255.1069991712275,52768.245207636006,8075.951867989942,60844.19707562595,10094.107431543242,9511.441752665252
2025-07-03,0.7634224817430703,82600.86885802634,2350.4046805392013,51670.48775193903,13859.328303559054,65529.816055498086,9511.441752665252,9095.637137066893
2025-07-04,0.7677537798222198,38274.62309908637,3654.0518246219513,21965.35605315302,17792.894441707773,39758.2504948608,9095.637137066893,8460.014310452634
2025-07-05,0.774374850932785,38511.40731142784,3788.141355632837,21925.28187754281,20008.533662996204,41933.81554053901,8460.014310452634,7942.793518248175
2025-07-06,0.7797625675182481,80941.78543286462,4408.345754714531,50032.07904203218,28428.63559891426,78460.71464094645,7942.793518248175,7461.524578912977
2025-07-07,0.7847757856363231,83242.40006689337,872.2686116413412,51801.8541121041,5319.009982924279,57120.86409502837,7461.524578912977,7093.47506891008
2025-07-08,0.7886096346988534,89564.78641010789,51.89907825357636,56435.97138842575,353.51019400573057,56789.48158243148,7093.47506891008,7428.378808550889
2025-07-09,0.7851210540775949,89637.46607559375,8.523227220978356,56656.3976804346,57.45933631022559,56713.85701674483,7428.378808550889,8880.149830534532
2025-07-10,0.7699984392652652,88695.23984874199,0.0,56161.27822232278,0.0,56161.27822232278,8880.149830534532,9887.998234630099
2025-07-11,0.7595000183892698,47874.24239936079,0.0,28641.44628585333,0.0,28641.44628585333,9887.998234630099,10800.0
2025-07-12,0.75,48544.711687940566,0.0,29001.44839988707,0.0,29001.44839988707,10800.0,10800.0
2025-07-13,0.75,87584.55270616259,30.961016353883338,55377.3624033372,208.28741194160952,55585.64981527881,10800.0,10800.0
2025-07-14,0.75,85607.75885987196,0.0,53894.02091714265,0.0,53894.02091714265,10800.0,10800.0
2025-07-15,0.75,86936.84809829624,0.0,55163.09030007625,0.0,55163.09030007625,10800.0,10800.0
2025-07-16,0.75,83239.24876421696,0.0,52461.55870340405,0.0,52461.55870340405,10800.0,10800.0
2025-07-17,0.75,83335.46766210916,0.0,52744.69050180215,0.0,52744.69050180215,10800.0,10800.0
2025-07-18,0.75,47516.9277459291,0.0,28214.793650603544,0.0,28214.793650603544,10800.0,10800.0
2025-07-19,0.75,47610.128749726566,0.0,28270.953316402338,0.0,28270.953316402338,10800.0,10800.0
2025-07-20,0.75,83097.39413065539,0.0,52522.329492828685,0.0,52522.329492828685,10800.0,10800.0
2025-07-21,0.75,83424.23470759767,0.0,52742.548248077685,0.0,52742.548248077685,10800.0,10800.0
2025-07-22,0.75,84929.31157309264,0.0,53603.2105320023,0.0,53603.2105320023,10800.0,10800.0
2025-07-23,0.75,83721.47842149147,0.0,52838.769448985295,0.0,52838.769448985295,10800.0,10800.0
2025-07-24,0.75,84688.99331224388,0.0,53623.6658150411,0.0,53623.6658150411,10800.0,10800.0
2025-07-25,0.75,46611.4571350183,0.0,27528.5044079407,0.0,27528.5044079407,10800.0,10800.0
2025-07-26,0.75,47023.77446669297,0.0,27938.827902110257,0.0,27938.827902110257,10800.0,10800.0
2025-07-27,0.75,84544.18256937114,265.2554926812559,53303.35664097674,1322.0436427433517,54625.40028372009,10800.0,10800.0
2025-07-28,0.75,85382.94896443444,147.0340697867061,53895.12163994725,711.6476865318393,54606.76932647909,10800.0,10800.0
2025-07-29,0.75,86496.5063875674,0.0,54557.6676492221,0.0,54557.6676492221,10800.0,10800.0
2025-07-30,0.75,85899.64218337313,0.0,54102.27878348379,0.0,54102.27878348379,10800.0,10800.0
2025-07-31,0.75,86302.38419118512,0.0,54385.64199739153,0.0,54385.64199739153,10800.0,10800.0
2025-08-01,0.75,45256.457715737386,0.0,26541.249148905892,0.0,26541.249148905892,10800.0,10800.0
2025-08-02,0.75,45163.07941378052,0.0,26491.679447357925,0.0,26491.679447357925,10800.0,10800.0
2025-08-03,0.75,82115.01528899278,127.4861277759718,51347.96071650158,859.1748785918683,52207.135595093445,10800.0,10800.0
2025-08-04,0.75,80822.70437630147,0.0,50562.686561233604,0.0,50562.686561233604,10800.0,10800.0
2025-08-05,0.75,79676.70262518483,2.5824796232990366,49805.89774219555,17.39687398235396,49823.294616177904,10800.0,10800.0
2025-08-06,0.75,77669.34372910726,170.18829298227342,48854.46984730364,1187.2335318443395,50041.70337914798,10800.0,10800.0
2025-08-07,0.75,77555.10903434746,24.13501798879838,48793.99262122177,163.06824904131628,48957.060870263085,10800.0,10800.0
2025-08-08,0.75,42423.019542672366,0.0,24588.308411515318,0.0,24588.308411515318,10800.0,10800.0
2025-08-09,0.75,41982.5613919582,0.0,24348.075951620936,0.0,24348.075951620936,10800.0,10800.0
2025-08-10,0.75,73292.96870724863,13.600412137739227,46447.84048616135,93.79737250334749,46541.6378586647,10800.0,10800.0
2025-08-11,0.75,75953.67579222198,55.94807274269408,47878.428619453196,377.30438247307853,48255.73300192627,10800.0,10800.0
2025-08-12,0.75,74800.47658492654,669.7575395411097,47023.408802470236,4623.31766626321,51646.72646873345,10800.0,10800.0
2025-08-13,0.75,74585.35062025256,57.64979423084753,47200.19940904131,393.21658634404315,47593.41599538536,10800.0,10800.0
2025-08-14,0.75,73976.12457649165,67.61155871979122,46934.98972350071,465.7725134674993,47400.76223696821,10800.0,10800.0
2025-08-15,0.75,41973.56283357442,0.0,24385.838225325784,0.0,24385.838225325784,10800.0,10800.0
2025-08-16,0.75,42245.74598453154,0.0,24574.496344657153,0.0,24574.496344657153,10800.0,10800.0
2025-08-17,0.75,73287.21455920143,121.30286500860859,46512.132895219474,817.1369423466379,47329.26983756611,10800.0,10800.0
2025-08-18,0.75,74269.01739027246,125.80886730100974,47107.42499938829,853.347448304771,47960.77244769306,10800.0,10800.0
2025-08-19,0.75,74493.99770558608,116.57304475637523,47300.07071574153,786.3656720457226,48086.43638778725,10800.0,10800.0
2025-08-20,0.75,72869.15727989675,2700.5086993703258,46276.4617753432,17472.231600420386,63748.693375763585,10800.0,10800.0
2025-08-21,0.75,74082.64228858182,1.1364242046607842,47163.10817008872,7.664613048334658,47170.77278313706,10800.0,10800.0
2025-08-22,0.75,42025.12089483408,133.80398342571863,24380.288607751543,917.1799422725492,25297.468550024092,10800.0,10740.04894690276
2025-08-23,0.7506244901364296,42074.3183247434,0.0,24501.53221469447,0.0,24501.53221469447,10740.04894690276,10800.0
2025-08-24,0.75,72354.50234665496,249.03182140225618,46031.21696601169,1684.3214259848116,47715.5383919965,10800.0,10790.788628897597
2025-08-25,0.7500959517823167,73221.04726591457,2319.76075549315,46555.37983184074,15825.618952641817,62380.99878448256,10790.788628897597,10800.0
2025-08-26,0.75,73684.82980797587,6.073107410129978,46722.44182753594,40.91350348882592,46763.355331024766,10800.0,10800.0
2025-08-27,0.75,74274.40810945576,445.0850775931862,46943.5320984392,3099.411171899728,50042.94327033893,10800.0,10800.0
2025-08-28,0.75,74037.65937299773,1542.1186511939006,46915.99516141362,10586.426713444273,57502.42187485789,10800.0,10775.364044090082
2025-08-29,0.7502566245407283,42071.59806574752,0.0,24516.29947901673,0.0,24516.29947901673,10775.364044090082,10800.0
2025-08-30,0.75,42239.87434565539,0.0,24636.812973705586,0.0,24636.812973705586,10800.0,10800.0
2025-08-31,0.75,73422.56268130986,24.70355941096136,46939.80505503632,169.9869215820558,47109.79197661838,10800.0,10800.0
2025-09-01,0.75,74098.41338489566,0.0,46975.571757892976,0.0,46975.571757892976,10800.0,10800.0
2025-09-02,0.75,70512.8993622782,0.0,44657.4796681388,0.0,44657.4796681388,10800.0,10800.0
2025-09-03,0.75,68715.76901926921,0.0,43220.62551282787,0.0,43220.62551282787,10800.0,10800.0
2025-09-04,0.75,69566.35469210033,0.0,43571.54754744341,0.0,43571.54754744341,10800.0,10800.0
2025-09-05,0.75,38666.31177334,0.0,21981.07426251538,0.0,21981.07426251538,10800.0,10800.0
2025-09-06,0.75,37777.46814143538,0.0,21296.345607520143,0.0,21296.345607520143,10800.0,10800.0
2025-09-07,0.75,67394.55896087596,0.0,42458.940642106565,0.0,42458.940642106565,10800.0,10800.0
2025-09-08,0.75,62568.207263769815,1714.1459274399947,38814.65882376218,11735.236236347964,50549.895060110146,10800.0,10800.0
2025-09-09,0.75,67422.58449768736,0.0,41927.102936313124,0.0,41927.102936313124,10800.0,10800.0
2025-09-10,0.75,64287.994004551176,1910.6482557858212,39955.30505441377,12529.723228540006,52485.028282953775,10800.0,10800.0
2025-09-11,0.75,64409.959208922795,4.768652383015933,40096.20836677351,32.1454857139104,40128.353852487424,10800.0,10800.0
2025-09-12,0.75,33174.772573659386,86.03529782522638,17936.581515088234,307.2465243296819,18243.828039417916,10800.0,10800.0
2025-09-13,0.75,33716.61396477115,0.0,18296.307432921505,0.0,18296.307432921505,10800.0,10800.0
2025-09-14,0.75,64260.86457508702,524.3447030265891,39765.47544820775,3544.8857285437084,43310.36117675146,10800.0,10800.0
2025-09-15,0.75,66125.45677940936,1.1717666666667128,40762.068084302846,7.893606150000311,40769.961690452845,10800.0,10800.0
2025-09-16,0.75,63653.19743493936,148.5063040010327,39452.84773073905,1009.7525869430602,40462.60031768211,10800.0,10706.15428687734
2025-09-17,0.7509775595116944,69518.17742679913,7.62916666666672,43151.95673237264,34.70889375000024,43186.66562612264,10706.15428687734,10800.0
2025-09-18,0.75,64978.77362030945,149.1390170606671,40416.24822178684,844.6253773481092,41260.873599134946,10800.0,10753.45087884585
2025-09-19,0.7504848866786891,33761.67728245827,0.0,18284.821040318522,0.0,18284.821040318522,10753.45087884585,10800.0
2025-09-20,0.75,34099.12300490946,0.0,18522.76709602696,0.0,18522.76709602696,10800.0,10800.0
2025-09-21,0.75,68190.27112555325,10.56125313383534,42236.492149414684,57.32831113977029,42293.82046055445,10800.0,10800.0
2025-09-22,0.75,65091.970214216766,320.1008586835835,40415.24130255035,1865.0727591407792,42280.314061691126,10800.0,10722.316340536438
2025-09-23,0.7508092047860788,66841.14295871419,820.3925421264117,41378.3078365959,5396.80248835758,46775.11032495348,10722.316340536438,10698.3825902346
