date,slot_id,time_marker_normalized,price_yuan_per_kwh,source_file,source_sheet,source_row,source_column,source_cell,raw_date_value,raw_time_value,raw_value
2025-01-01,37,6:10,1.0696,附件4.xlsx,Sheet1,2,AL,AL2,45658,0.25694444444444398,1.0696000000000001
2025-01-01,38,6:20,0.9974,附件4.xlsx,Sheet1,2,AM,AM2,45658,0.26388888888888801,0.99739999999999995
2025-01-01,39,6:30,1.0451,附件4.xlsx,Sheet1,2,AN,AN2,45658,0.27083333333333298,1.0450999999999999
2025-01-01,40,6:40,1.0684,附件4.xlsx,Sheet1,2,AO,AO2,45658,0.27777777777777701,1.0684
2025-01-01,41,6:50,1.0267,附件4.xlsx,Sheet1,2,AP,AP2,45658,0.28472222222222199,1.0266999999999999
2025-01-01,42,7:00,0.9814,附件4.xlsx,Sheet1,2,AQ,AQ2,45658,0.29166666666666602,0.98140000000000005
2025-01-01,43,7:10,1.0187,附件4.xlsx,Sheet1,2,AR,AR2,45658,0.29861111111111099,1.0186999999999999
2025-01-01,44,7:20,1.0362,附件4.xlsx,Sheet1,2,AS,AS2,45658,0.30555555555555503,1.0362
2025-01-01,45,7:30,0.967,附件4.xlsx,Sheet1,2,AT,AT2,45658,0.3125,0.96699999999999997
2025-01-01,46,7:40,0.893,附件4.xlsx,Sheet1,2,AU,AU2,45658,0.31944444444444398,0.89300000000000002
2025-01-01,47,7:50,1.136,附件4.xlsx,Sheet1,2,AV,AV2,45658,0.32638888888888801,1.1359999999999999
2025-01-01,48,8:00,1.5209,附件4.xlsx,Sheet1,2,AW,AW2,45658,0.33333333333333298,1.5208999999999999
2025-01-01,49,8:10,1.5206,附件4.xlsx,Sheet1,2,AX,AX2,45658,0.34027777777777701,1.5206
2025-01-01,50,8:20,1.4132,附件4.xlsx,Sheet1,2,AY,AY2,45658,0.34722222222222199,1.4132
2025-01-01,51,8:30,1.3895,附件4.xlsx,Sheet1,2,AZ,AZ2,45658,0.35416666666666602,1.3895
2025-01-01,52,8:40,1.361,附件4.xlsx,Sheet1,2,BA,BA2,45658,0.36111111111111099,1.361
2025-01-01,53,8:50,1.3028,附件4.xlsx,Sheet1,2,BB,BB2,45658,0.36805555555555503,1.3028
2025-01-01,54,9:00,1.2562,附件4.xlsx,Sheet1,2,BC,BC2,45658,0.375,1.2562
2025-01-01,55,9:10,1.2749,附件4.xlsx,Sheet1,2,BD,BD2,45658,0.38194444444444398,1.2748999999999999
2025-01-01,56,9:20,1.2735,附件4.xlsx,Sheet1,2,BE,BE2,45658,0.38888888888888801,1.2735000000000001
2025-01-01,57,9:30,1.2135,附件4.xlsx,Sheet1,2,BF,BF2,45658,0.39583333333333298,1.2135
2025-01-01,58,9:40,1.1586,附件4.xlsx,Sheet1,2,BG,BG2,45658,0.40277777777777701,1.1586000000000001
2025-01-01,59,9:50,1.2464,附件4.xlsx,Sheet1,2,BH,BH2,45658,0.40972222222222199,1.2464
2025-01-01,60,10:00,1.3947,附件4.xlsx,Sheet1,2,BI,BI2,45658,0.41666666666666602,1.3947000000000001
2025-01-01,61,10:10,1.3761,附件4.xlsx,Sheet1,2,BJ,BJ2,45658,0.42361111111111099,1.3761000000000001
2025-01-01,62,10:20,1.3294,附件4.xlsx,Sheet1,2,BK,BK2,45658,0.43055555555555503,1.3293999999999999
2025-01-01,63,10:30,1.3646,附件4.xlsx,Sheet1,2,BL,BL2,45658,0.4375,1.3646
2025-01-01,64,10:40,1.4099,附件4.xlsx,Sheet1,2,BM,BM2,45658,0.44444444444444398,1.4098999999999999
2025-01-01,65,10:50,1.1773,附件4.xlsx,Sheet1,2,BN,BN2,45658,0.45138888888888801,1.1773
2025-01-01,66,11:00,0.806,附件4.xlsx,Sheet1,2,BO,BO2,45658,0.45833333333333298,0.80600000000000005
2025-01-01,67,11:10,0.7483,附件4.xlsx,Sheet1,2,BP,BP2,45658,0.46527777777777701,0.74829999999999997
2025-01-01,68,11:20,0.7981,附件4.xlsx,Sheet1,2,BQ,BQ2,45658,0.47222222222222199,0.79810000000000003
2025-01-01,69,11:30,0.7929,附件4.xlsx,Sheet1,2,BR,BR2,45658,0.47916666666666602,0.79290000000000005
2025-01-01,70,11:40,0.7713,附件4.xlsx,Sheet1,2,BS,BS2,45658,0.48611111111111099,0.77129999999999999
2025-01-01,71,11:50,0.726,附件4.xlsx,Sheet1,2,BT,BT2,45658,0.49305555555555503,0.72599999999999998
2025-01-01,72,12:00,0.7133,附件4.xlsx,Sheet1,2,BU,BU2,45658,0.5,0.71330000000000005
2025-01-01,73,12:10,0.8026,附件4.xlsx,Sheet1,2,BV,BV2,45658,0.50694444444444398,0.80259999999999998
2025-01-01,74,12:20,0.8183,附件4.xlsx,Sheet1,2,BW,BW2,45658,0.51388888888888795,0.81830000000000003
2025-01-01,75,12:30,0.7305,附件4.xlsx,Sheet1,2,BX,BX2,45658,0.52083333333333304,0.73050000000000004
2025-01-01,76,12:40,0.712,附件4.xlsx,Sheet1,2,BY,BY2,45658,0.52777777777777701,0.71199999999999997
2025-01-01,77,12:50,0.903,附件4.xlsx,Sheet1,2,BZ,BZ2,45658,0.53472222222222199,0.90300000000000002
2025-01-01,78,13:00,1.1525,附件4.xlsx,Sheet1,2,CA,CA2,45658,0.54166666666666596,1.1525000000000001
2025-01-01,79,13:10,1.1607,附件4.xlsx,Sheet1,2,CB,CB2,45658,0.54861111111111105,1.1607000000000001
2025-01-01,80,13:20,1.1437,附件4.xlsx,Sheet1,2,CC,CC2,45658,0.55555555555555503,1.1436999999999999
2025-01-01,81,13:30,1.1537,附件4.xlsx,Sheet1,2,CD,CD2,45658,0.5625,1.1536999999999999
2025-01-01,82,13:40,1.0571,附件4.xlsx,Sheet1,2,CE,CE2,45658,0.56944444444444398,1.0570999999999999
2025-01-01,83,13:50,1.1423,附件4.xlsx,Sheet1,2,CF,CF2,45658,0.57638888888888795,1.1423000000000001
2025-01-01,84,14:00,1.3627,附件4.xlsx,Sheet1,2,CG,CG2,45658,0.58333333333333304,1.3627
2025-01-01,85,14:10,1.363,附件4.xlsx,Sheet1,2,CH,CH2,45658,0.59027777777777701,1.363
2025-01-01,86,14:20,1.3215,附件4.xlsx,Sheet1,2,CI,CI2,45658,0.59722222222222199,1.3214999999999999
2025-01-01,87,14:30,1.3884,附件4.xlsx,Sheet1,2,CJ,CJ2,45658,0.60416666666666596,1.3884000000000001
2025-01-01,88,14:40,1.4736,附件4.xlsx,Sheet1,2,CK,CK2,45658,0.61111111111111105,1.4736
2025-01-01,89,14:50,1.2203,附件4.xlsx,Sheet1,2,CL,CL2,45658,0.61805555555555503,1.2202999999999999
2025-01-01,90,15:00,0.8295,附件4.xlsx,Sheet1,2,CM,CM2,45658,0.624999999999999,0.82950000000000002
2025-01-01,91,15:10,0.8782,附件4.xlsx,Sheet1,2,CN,CN2,45658,0.63194444444444398,0.87819999999999998
2025-01-01,92,15:20,0.974,附件4.xlsx,Sheet1,2,CO,CO2,45658,0.63888888888888795,0.97399999999999998
2025-01-01,93,15:30,0.9257,附件4.xlsx,Sheet1,2,CP,CP2,45658,0.64583333333333304,0.92569999999999997
2025-01-01,94,15:40,0.9368,附件4.xlsx,Sheet1,2,CQ,CQ2,45658,0.65277777777777701,0.93679999999999997
2025-01-01,95,15:50,0.9885,附件4.xlsx,Sheet1,2,CR,CR2,45658,0.65972222222222199,0.98850000000000005
2025-01-01,96,16:00,1.0236,附件4.xlsx,Sheet1,2,CS,CS2,45658,0.66666666666666596,1.0236000000000001
2025-01-01,97,16:10,1.0256,附件4.xlsx,Sheet1,2,CT,CT2,45658,0.67361111111111105,1.0256000000000001
2025-01-01,98,16:20,1.0518,附件4.xlsx,Sheet1,2,CU,CU2,45658,0.68055555555555503,1.0518000000000001
2025-01-01,99,16:30,1.0918,附件4.xlsx,Sheet1,2,CV,CV2,45658,0.687499999999999,1.0918000000000001
2025-01-01,100,16:40,1.0866,附件4.xlsx,Sheet1,2,CW,CW2,45658,0.69444444444444398,1.0866
2025-01-01,101,16:50,1.1196,附件4.xlsx,Sheet1,2,CX,CX2,45658,0.70138888888888795,1.1195999999999999
2025-01-01,102,17:00,1.1821,附件4.xlsx,Sheet1,2,CY,CY2,45658,0.70833333333333304,1.1820999999999999
2025-01-01,103,17:10,1.1719,附件4.xlsx,Sheet1,2,CZ,CZ2,45658,0.71527777777777701,1.1718999999999999
2025-01-01,104,17:20,1.1271,附件4.xlsx,Sheet1,2,DA,DA2,45658,0.72222222222222199,1.1271
2025-01-01,105,17:30,1.1001,附件4.xlsx,Sheet1,2,DB,DB2,45658,0.72916666666666596,1.1001000000000001
2025-01-01,106,17:40,1.1206,附件4.xlsx,Sheet1,2,DC,DC2,45658,0.73611111111111105,1.1206
2025-01-01,107,17:50,1.2125,附件4.xlsx,Sheet1,2,DD,DD2,45658,0.74305555555555503,1.2124999999999999
2025-01-01,108,18:00,1.3246,附件4.xlsx,Sheet1,2,DE,DE2,45658,0.749999999999999,1.3246
2025-01-01,109,18:10,1.3543,附件4.xlsx,Sheet1,2,DF,DF2,45658,0.75694444444444398,1.3543000000000001
2025-01-01,110,18:20,1.2951,附件4.xlsx,Sheet1,2,DG,DG2,45658,0.76388888888888795,1.2950999999999999
2025-01-01,111,18:30,1.2214,附件4.xlsx,Sheet1,2,DH,DH2,45658,0.77083333333333304,1.2214
2025-01-01,112,18:40,1.2363,附件4.xlsx,Sheet1,2,DI,DI2,45658,0.77777777777777701,1.2363
2025-01-01,113,18:50,1.3339,附件4.xlsx,Sheet1,2,DJ,DJ2,45658,0.78472222222222199,1.3339000000000001
2025-01-01,114,19:00,1.4613,附件4.xlsx,Sheet1,2,DK,DK2,45658,0.79166666666666596,1.4613
2025-01-01,115,19:10,1.5521,附件4.xlsx,Sheet1,2,DL,DL2,45658,0.79861111111111105,1.5521
2025-01-01,116,19:20,1.5622,附件4.xlsx,Sheet1,2,DM,DM2,45658,0.80555555555555503,1.5622
2025-01-01,117,19:30,1.5218,附件4.xlsx,Sheet1,2,DN,DN2,45658,0.812499999999999,1.5218
2025-01-01,118,19:40,1.5047,附件4.xlsx,Sheet1,2,DO,DO2,45658,0.81944444444444398,1.5046999999999999
2025-01-01,119,19:50,1.4843,附件4.xlsx,Sheet1,2,DP,DP2,45658,0.82638888888888795,1.4843
2025-01-01,120,20:00,1.4695,附件4.xlsx,Sheet1,2,DQ,DQ2,45658,0.83333333333333304,1.4695
2025-01-01,121,20:10,1.4993,附件4.xlsx,Sheet1,2,DR,DR2,45658,0.84027777777777701,1.4993000000000001
2025-01-01,122,20:20,1.4946,附件4.xlsx,Sheet1,2,DS,DS2,45658,0.84722222222222199,1.4945999999999999
2025-01-01,123,20:30,1.5029,附件4.xlsx,Sheet1,2,DT,DT2,45658,0.85416666666666596,1.5028999999999999
2025-01-01,124,20:40,1.5993,附件4.xlsx,Sheet1,2,DU,DU2,45658,0.86111111111111105,1.5992999999999999
2025-01-01,125,20:50,1.3716,附件4.xlsx,Sheet1,2,DV,DV2,45658,0.86805555555555503,1.3715999999999999
2025-01-01,126,21:00,0.9601,附件4.xlsx,Sheet1,2,DW,DW2,45658,0.874999999999999,0.96009999999999995
2025-01-01,127,21:10,0.9485,附件4.xlsx,Sheet1,2,DX,DX2,45658,0.88194444444444398,0.94850000000000001
2025-01-01,128,21:20,1.0064,附件4.xlsx,Sheet1,2,DY,DY2,45658,0.88888888888888795,1.0064
2025-01-01,129,21:30,0.9622,附件4.xlsx,Sheet1,2,DZ,DZ2,45658,0.89583333333333304,0.96220000000000006
2025-01-01,130,21:40,0.947,附件4.xlsx,Sheet1,2,EA,EA2,45658,0.90277777777777701,0.94699999999999995
2025-01-01,131,21:50,0.7428,附件4.xlsx,Sheet1,2,EB,EB2,45658,0.90972222222222199,0.74280000000000002
2025-01-01,132,22:00,0.4482,附件4.xlsx,Sheet1,2,EC,EC2,45658,0.91666666666666596,0.44819999999999999
2025-01-01,133,22:10,0.4243,附件4.xlsx,Sheet1,2,ED,ED2,45658,0.92361111111111105,0.42430000000000001
2025-01-01,134,22:20,0.4595,附件4.xlsx,Sheet1,2,EE,EE2,45658,0.93055555555555503,0.45950000000000002
2025-01-01,135,22:30,0.4384,附件4.xlsx,Sheet1,2,EF,EF2,45658,0.937499999999999,0.43840000000000001
2025-01-01,136,22:40,0.4506,附件4.xlsx,Sheet1,2,EG,EG2,45658,0.94444444444444398,0.4506
2025-01-01,137,22:50,0.4362,附件4.xlsx,Sheet1,2,EH,EH2,45658,0.95138888888888795,0.43619999999999998
2025-01-01,138,23:00,0.4111,附件4.xlsx,Sheet1,2,EI,EI2,45658,0.95833333333333304,0.41110000000000002
2025-01-01,139,23:10,0.459,附件4.xlsx,Sheet1,2,EJ,EJ2,45658,0.96527777777777701,0.45900000000000002
2025-01-01,140,23:20,0.4759,附件4.xlsx,Sheet1,2,EK,EK2,45658,0.97222222222222199,0.47589999999999999
2025-01-01,141,23:30,0.4314,附件4.xlsx,Sheet1,2,EL,EL2,45658,0.97916666666666596,0.43140000000000001
2025-01-01,142,23:40,0.4038,附件4.xlsx,Sheet1,2,EM,EM2,45658,0.98611111111111105,0.40379999999999999
2025-01-01,143,23:50,0.4179,附件4.xlsx,Sheet1,2,EN,EN2,45658,0.99305555555555558,0.41789999999999999
2025-01-01,144,0:00+1,0.4284,附件4.xlsx,Sheet1,2,EO,EO2,45658,0:00+1,0.4284
2025-01-02,1,0:10,0.3809,附件4.xlsx,Sheet1,3,B,B3,45659,6.9444444444444441E-3,0.38090000000000002
2025-01-02,2,0:20,0.3964,附件4.xlsx,Sheet1,3,C,C3,45659,1.3888888888888888E-2,0.39639999999999997
2025-01-02,3,0:30,0.4654,附件4.xlsx,Sheet1,3,D,D3,45659,2.0833333333333301E-2,0.46539999999999998
2025-01-02,4,0:40,0.4542,附件4.xlsx,Sheet1,3,E,E3,45659,2.77777777777777E-2,0.45419999999999999
2025-01-02,5,0:50,0.4299,附件4.xlsx,Sheet1,3,F,F3,45659,3.4722222222222203E-2,0.4299
2025-01-02,6,1:00,0.4477,附件4.xlsx,Sheet1,3,G,G3,45659,4.1666666666666602E-2,0.44769999999999999
2025-01-02,7,1:10,0.4859,附件4.xlsx,Sheet1,3,H,H3,45659,4.8611111111111098E-2,0.4859
2025-01-02,8,1:20,0.4752,附件4.xlsx,Sheet1,3,I,I3,45659,5.5555555555555497E-2,0.47520000000000001
2025-01-02,9,1:30,0.4348,附件4.xlsx,Sheet1,3,J,J3,45659,6.25E-2,0.43480000000000002
2025-01-02,10,1:40,0.4513,附件4.xlsx,Sheet1,3,K,K3,45659,6.9444444444444406E-2,0.45129999999999998
2025-01-02,11,1:50,0.4853,附件4.xlsx,Sheet1,3,L,L3,45659,7.6388888888888895E-2,0.48530000000000001
2025-01-02,12,2:00,0.4864,附件4.xlsx,Sheet1,3,M,M3,45659,8.3333333333333301E-2,0.4864
2025-01-02,13,2:10,0.4444,附件4.xlsx,Sheet1,3,N,N3,45659,9.0277777777777707E-2,0.44440000000000002
2025-01-02,14,2:20,0.4217,附件4.xlsx,Sheet1,3,O,O3,45659,9.7222222222222293E-2,0.42170000000000002
2025-01-02,15,2:30,0.4443,附件4.xlsx,Sheet1,3,P,P3,45659,0.104166666666667,0.44429999999999997
2025-01-02,16,2:40,0.4757,附件4.xlsx,Sheet1,3,Q,Q3,45659,0.11111111111111099,0.47570000000000001
2025-01-02,17,2:50,0.4517,附件4.xlsx,Sheet1,3,R,R3,45659,0.118055555555555,0.45169999999999999
2025-01-02,18,3:00,0.4249,附件4.xlsx,Sheet1,3,S,S3,45659,0.125,0.4249
2025-01-02,19,3:10,0.5053,附件4.xlsx,Sheet1,3,T,T3,45659,0.131944444444444,0.50529999999999997
2025-01-02,20,3:20,0.5471,附件4.xlsx,Sheet1,3,U,U3,45659,0.13888888888888801,0.54710000000000003
2025-01-02,21,3:30,0.5103,附件4.xlsx,Sheet1,3,V,V3,45659,0.14583333333333301,0.51029999999999998
2025-01-02,22,3:40,0.5009,附件4.xlsx,Sheet1,3,W,W3,45659,0.15277777777777701,0.50090000000000001
2025-01-02,23,3:50,0.5244,附件4.xlsx,Sheet1,3,X,X3,45659,0.15972222222222199,0.52439999999999998
2025-01-02,24,4:00,0.548,附件4.xlsx,Sheet1,3,Y,Y3,45659,0.16666666666666599,0.54800000000000004
2025-01-02,25,4:10,0.5374,附件4.xlsx,Sheet1,3,Z,Z3,45659,0.17361111111111099,0.53739999999999999
2025-01-02,26,4:20,0.4983,附件4.xlsx,Sheet1,3,AA,AA3,45659,0.180555555555555,0.49830000000000002
2025-01-02,27,4:30,0.4835,附件4.xlsx,Sheet1,3,AB,AB3,45659,0.1875,0.48349999999999999
2025-01-02,28,4:40,0.539,附件4.xlsx,Sheet1,3,AC,AC3,45659,0.194444444444444,0.53900000000000003
2025-01-02,29,4:50,0.5404,附件4.xlsx,Sheet1,3,AD,AD3,45659,0.20138888888888801,0.54039999999999999
2025-01-02,30,5:00,0.4883,附件4.xlsx,Sheet1,3,AE,AE3,45659,0.20833333333333301,0.48830000000000001
2025-01-02,31,5:10,0.5077,附件4.xlsx,Sheet1,3,AF,AF3,45659,0.21527777777777701,0.50770000000000004
2025-01-02,32,5:20,0.5513,附件4.xlsx,Sheet1,3,AG,AG3,45659,0.22222222222222199,0.55130000000000001
2025-01-02,33,5:30,0.528,附件4.xlsx,Sheet1,3,AH,AH3,45659,0.22916666666666599,0.52800000000000002
2025-01-02,34,5:40,0.4409,附件4.xlsx,Sheet1,3,AI,AI3,45659,0.23611111111111099,0.44090000000000001
2025-01-02,35,5:50,0.6417,附件4.xlsx,Sheet1,3,AJ,AJ3,45659,0.243055555555555,0.64170000000000005
2025-01-02,36,6:00,1.0168,附件4.xlsx,Sheet1,3,AK,AK3,45659,0.25,1.0167999999999999
2025-01-02,37,6:10,1.0773,附件4.xlsx,Sheet1,3,AL,AL3,45659,0.25694444444444398,1.0772999999999999
2025-01-02,38,6:20,1.0353,附件4.xlsx,Sheet1,3,AM,AM3,45659,0.26388888888888801,1.0353000000000001
2025-01-02,39,6:30,1.0552,附件4.xlsx,Sheet1,3,AN,AN3,45659,0.27083333333333298,1.0551999999999999
2025-01-02,40,6:40,1.0765,附件4.xlsx,Sheet1,3,AO,AO3,45659,0.27777777777777701,1.0765
2025-01-02,41,6:50,1.0611,附件4.xlsx,Sheet1,3,AP,AP3,45659,0.28472222222222199,1.0610999999999999
2025-01-02,42,7:00,1.0284,附件4.xlsx,Sheet1,3,AQ,AQ3,45659,0.29166666666666602,1.0284
2025-01-02,43,7:10,1.0303,附件4.xlsx,Sheet1,3,AR,AR3,45659,0.29861111111111099,1.0303
2025-01-02,44,7:20,1.0451,附件4.xlsx,Sheet1,3,AS,AS3,45659,0.30555555555555503,1.0450999999999999
2025-01-02,45,7:30,0.9954,附件4.xlsx,Sheet1,3,AT,AT3,45659,0.3125,0.99539999999999995
2025-01-02,46,7:40,0.8699,附件4.xlsx,Sheet1,3,AU,AU3,45659,0.31944444444444398,0.86990000000000001
2025-01-02,47,7:50,1.0474,附件4.xlsx,Sheet1,3,AV,AV3,45659,0.32638888888888801,1.0474000000000001
2025-01-02,48,8:00,1.4142,附件4.xlsx,Sheet1,3,AW,AW3,45659,0.33333333333333298,1.4141999999999999
2025-01-02,49,8:10,1.4538,附件4.xlsx,Sheet1,3,AX,AX3,45659,0.34027777777777701,1.4538
2025-01-02,50,8:20,1.3917,附件4.xlsx,Sheet1,3,AY,AY3,45659,0.34722222222222199,1.3916999999999999
2025-01-02,51,8:30,1.3851,附件4.xlsx,Sheet1,3,AZ,AZ3,45659,0.35416666666666602,1.3851
2025-01-02,52,8:40,1.3569,附件4.xlsx,Sheet1,3,BA,BA3,45659,0.36111111111111099,1.3569
2025-01-02,53,8:50,1.3276,附件4.xlsx,Sheet1,3,BB,BB3,45659,0.36805555555555503,1.3275999999999999
2025-01-02,54,9:00,1.3123,附件4.xlsx,Sheet1,3,BC,BC3,45659,0.375,1.3123
2025-01-02,55,9:10,1.295,附件4.xlsx,Sheet1,3,BD,BD3,45659,0.38194444444444398,1.2949999999999999
2025-01-02,56,9:20,1.2685,附件4.xlsx,Sheet1,3,BE,BE3,45659,0.38888888888888801,1.2685
2025-01-02,57,9:30,1.2318,附件4.xlsx,Sheet1,3,BF,BF3,45659,0.39583333333333298,1.2318
2025-01-02,58,9:40,1.2119,附件4.xlsx,Sheet1,3,BG,BG3,45659,0.40277777777777701,1.2119
2025-01-02,59,9:50,1.3227,附件4.xlsx,Sheet1,3,BH,BH3,45659,0.40972222222222199,1.3227
2025-01-02,60,10:00,1.4694,附件4.xlsx,Sheet1,3,BI,BI3,45659,0.41666666666666602,1.4694
2025-01-02,61,10:10,1.425,附件4.xlsx,Sheet1,3,BJ,BJ3,45659,0.42361111111111099,1.425
2025-01-02,62,10:20,1.3505,附件4.xlsx,Sheet1,3,BK,BK3,45659,0.43055555555555503,1.3505
2025-01-02,63,10:30,1.382,附件4.xlsx,Sheet1,3,BL,BL3,45659,0.4375,1.3819999999999999
2025-01-02,64,10:40,1.4486,附件4.xlsx,Sheet1,3,BM,BM3,45659,0.44444444444444398,1.4486000000000001
2025-01-02,65,10:50,1.1762,附件4.xlsx,Sheet1,3,BN,BN3,45659,0.45138888888888801,1.1761999999999999
2025-01-02,66,11:00,0.7285,附件4.xlsx,Sheet1,3,BO,BO3,45659,0.45833333333333298,0.72850000000000004
2025-01-02,67,11:10,0.6748,附件4.xlsx,Sheet1,3,BP,BP3,45659,0.46527777777777701,0.67479999999999996
2025-01-02,68,11:20,0.7698,附件4.xlsx,Sheet1,3,BQ,BQ3,45659,0.47222222222222199,0.76980000000000004
2025-01-02,69,11:30,0.802,附件4.xlsx,Sheet1,3,BR,BR3,45659,0.47916666666666602,0.80200000000000005
2025-01-02,70,11:40,0.7991,附件4.xlsx,Sheet1,3,BS,BS3,45659,0.48611111111111099,0.79910000000000003
2025-01-02,71,11:50,0.77,附件4.xlsx,Sheet1,3,BT,BT3,45659,0.49305555555555503,0.77
2025-01-02,72,12:00,0.7251,附件4.xlsx,Sheet1,3,BU,BU3,45659,0.5,0.72509999999999997
2025-01-02,73,12:10,0.6934,附件4.xlsx,Sheet1,3,BV,BV3,45659,0.50694444444444398,0.69340000000000002
2025-01-02,74,12:20,0.736,附件4.xlsx,Sheet1,3,BW,BW3,45659,0.51388888888888795,0.73599999999999999
2025-01-02,75,12:30,0.7799,附件4.xlsx,Sheet1,3,BX,BX3,45659,0.52083333333333304,0.77990000000000004
2025-01-02,76,12:40,0.7126,附件4.xlsx,Sheet1,3,BY,BY3,45659,0.52777777777777701,0.71260000000000001
2025-01-02,77,12:50,0.8149,附件4.xlsx,Sheet1,3,BZ,BZ3,45659,0.53472222222222199,0.81489999999999996
2025-01-02,78,13:00,1.0546,附件4.xlsx,Sheet1,3,CA,CA3,45659,0.54166666666666596,1.0546
2025-01-02,79,13:10,1.1073,附件4.xlsx,Sheet1,3,CB,CB3,45659,0.54861111111111105,1.1073
2025-01-02,80,13:20,1.1179,附件4.xlsx,Sheet1,3,CC,CC3,45659,0.55555555555555503,1.1178999999999999
2025-01-02,81,13:30,1.1386,附件4.xlsx,Sheet1,3,CD,CD3,45659,0.5625,1.1386000000000001
