issue_date,issue_clock,issue_datetime,horizon_hour,nominal_target_datetime,pv_forecast_kw,date_raw,date_derivation,source_file,source_sheet,source_row,source_forecast_column,source_cell,raw_forecast_value
2025-01-01,0:00,2025-01-01 00:00:00,15,2025-01-01 15:00:00,3572.6529,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,Q,Q2,3572.6529
2025-01-01,0:00,2025-01-01 00:00:00,16,2025-01-01 16:00:00,1629.9964,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,R,R2,1629.9964
2025-01-01,0:00,2025-01-01 00:00:00,17,2025-01-01 17:00:00,3.1956,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,S,S2,3.1956000000000002
2025-01-01,0:00,2025-01-01 00:00:00,18,2025-01-01 18:00:00,0,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,T,T2,0
2025-01-01,0:00,2025-01-01 00:00:00,19,2025-01-01 19:00:00,0,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,U,U2,0
2025-01-01,0:00,2025-01-01 00:00:00,20,2025-01-01 20:00:00,0,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,V,V2,0
2025-01-01,0:00,2025-01-01 00:00:00,21,2025-01-01 21:00:00,0,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,W,W2,0
2025-01-01,0:00,2025-01-01 00:00:00,22,2025-01-01 22:00:00,0,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,X,X2,0
2025-01-01,0:00,2025-01-01 00:00:00,23,2025-01-01 23:00:00,0,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,Y,Y2,0
2025-01-01,0:00,2025-01-01 00:00:00,24,2025-01-02 00:00:00,0,2025-1-1,original_0h_date,附件3.xlsx,Sheet1,2,Z,Z2,0
2025-01-01,6:00,2025-01-01 06:00:00,1,2025-01-01 07:00:00,3.0919,,from_verified_0h_block,附件3.xlsx,Sheet1,3,C,C3,3.0918999999999999
2025-01-01,6:00,2025-01-01 06:00:00,2,2025-01-01 08:00:00,1588.7839,,from_verified_0h_block,附件3.xlsx,Sheet1,3,D,D3,1588.7838999999999
2025-01-01,6:00,2025-01-01 06:00:00,3,2025-01-01 09:00:00,3297.9893,,from_verified_0h_block,附件3.xlsx,Sheet1,3,E,E3,3297.9893000000002
2025-01-01,6:00,2025-01-01 06:00:00,4,2025-01-01 10:00:00,4692.2274,,from_verified_0h_block,附件3.xlsx,Sheet1,3,F,F3,4692.2273999999998
2025-01-01,6:00,2025-01-01 06:00:00,5,2025-01-01 11:00:00,5220.3894,,from_verified_0h_block,附件3.xlsx,Sheet1,3,G,G3,5220.3894
2025-01-01,6:00,2025-01-01 06:00:00,6,2025-01-01 12:00:00,5078.6992,,from_verified_0h_block,附件3.xlsx,Sheet1,3,H,H3,5078.6992
2025-01-01,6:00,2025-01-01 06:00:00,7,2025-01-01 13:00:00,5314.2003,,from_verified_0h_block,附件3.xlsx,Sheet1,3,I,I3,5314.2003000000004
2025-01-01,6:00,2025-01-01 06:00:00,8,2025-01-01 14:00:00,4833.7142,,from_verified_0h_block,附件3.xlsx,Sheet1,3,J,J3,4833.7142000000003
2025-01-01,6:00,2025-01-01 06:00:00,9,2025-01-01 15:00:00,3588.0375,,from_verified_0h_block,附件3.xlsx,Sheet1,3,K,K3,3588.0374999999999
2025-01-01,6:00,2025-01-01 06:00:00,10,2025-01-01 16:00:00,1660.0369,,from_verified_0h_block,附件3.xlsx,Sheet1,3,L,L3,1660.0369000000001
2025-01-01,6:00,2025-01-01 06:00:00,11,2025-01-01 17:00:00,3.0359,,from_verified_0h_block,附件3.xlsx,Sheet1,3,M,M3,3.0358999999999998
2025-01-01,6:00,2025-01-01 06:00:00,12,2025-01-01 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,N,N3,0
2025-01-01,6:00,2025-01-01 06:00:00,13,2025-01-01 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,O,O3,0
2025-01-01,6:00,2025-01-01 06:00:00,14,2025-01-01 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,P,P3,0
2025-01-01,6:00,2025-01-01 06:00:00,15,2025-01-01 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,Q,Q3,0
2025-01-01,6:00,2025-01-01 06:00:00,16,2025-01-01 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,R,R3,0
2025-01-01,6:00,2025-01-01 06:00:00,17,2025-01-01 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,S,S3,0
2025-01-01,6:00,2025-01-01 06:00:00,18,2025-01-02 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,T,T3,0
2025-01-01,6:00,2025-01-01 06:00:00,19,2025-01-02 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,U,U3,0
2025-01-01,6:00,2025-01-01 06:00:00,20,2025-01-02 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,V,V3,0
2025-01-01,6:00,2025-01-01 06:00:00,21,2025-01-02 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,W,W3,0
2025-01-01,6:00,2025-01-01 06:00:00,22,2025-01-02 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,X,X3,0
2025-01-01,6:00,2025-01-01 06:00:00,23,2025-01-02 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,Y,Y3,0
2025-01-01,6:00,2025-01-01 06:00:00,24,2025-01-02 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,3,Z,Z3,0
2025-01-01,12:00,2025-01-01 12:00:00,1,2025-01-01 13:00:00,5330.4298,,from_verified_0h_block,附件3.xlsx,Sheet1,4,C,C4,5330.4297999999999
2025-01-01,12:00,2025-01-01 12:00:00,2,2025-01-01 14:00:00,4549.2579,,from_verified_0h_block,附件3.xlsx,Sheet1,4,D,D4,4549.2578999999996
2025-01-01,12:00,2025-01-01 12:00:00,3,2025-01-01 15:00:00,3365.5312,,from_verified_0h_block,附件3.xlsx,Sheet1,4,E,E4,3365.5311999999999
2025-01-01,12:00,2025-01-01 12:00:00,4,2025-01-01 16:00:00,1504.2156,,from_verified_0h_block,附件3.xlsx,Sheet1,4,F,F4,1504.2156
2025-01-01,12:00,2025-01-01 12:00:00,5,2025-01-01 17:00:00,2.8622,,from_verified_0h_block,附件3.xlsx,Sheet1,4,G,G4,2.8622000000000001
2025-01-01,12:00,2025-01-01 12:00:00,6,2025-01-01 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,H,H4,0
2025-01-01,12:00,2025-01-01 12:00:00,7,2025-01-01 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,I,I4,0
2025-01-01,12:00,2025-01-01 12:00:00,8,2025-01-01 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,J,J4,0
2025-01-01,12:00,2025-01-01 12:00:00,9,2025-01-01 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,K,K4,0
2025-01-01,12:00,2025-01-01 12:00:00,10,2025-01-01 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,L,L4,0
2025-01-01,12:00,2025-01-01 12:00:00,11,2025-01-01 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,M,M4,0
2025-01-01,12:00,2025-01-01 12:00:00,12,2025-01-02 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,N,N4,0
2025-01-01,12:00,2025-01-01 12:00:00,13,2025-01-02 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,O,O4,0
2025-01-01,12:00,2025-01-01 12:00:00,14,2025-01-02 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,P,P4,0
2025-01-01,12:00,2025-01-01 12:00:00,15,2025-01-02 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,Q,Q4,0
2025-01-01,12:00,2025-01-01 12:00:00,16,2025-01-02 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,R,R4,0
2025-01-01,12:00,2025-01-01 12:00:00,17,2025-01-02 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,S,S4,0
2025-01-01,12:00,2025-01-01 12:00:00,18,2025-01-02 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,4,T,T4,0
2025-01-01,12:00,2025-01-01 12:00:00,19,2025-01-02 07:00:00,6.8708,,from_verified_0h_block,附件3.xlsx,Sheet1,4,U,U4,6.8708
2025-01-01,12:00,2025-01-01 12:00:00,20,2025-01-02 08:00:00,1827.9739,,from_verified_0h_block,附件3.xlsx,Sheet1,4,V,V4,1827.9739
2025-01-01,12:00,2025-01-01 12:00:00,21,2025-01-02 09:00:00,3207.1033,,from_verified_0h_block,附件3.xlsx,Sheet1,4,W,W4,3207.1033000000002
2025-01-01,12:00,2025-01-01 12:00:00,22,2025-01-02 10:00:00,4565.1144,,from_verified_0h_block,附件3.xlsx,Sheet1,4,X,X4,4565.1144000000004
2025-01-01,12:00,2025-01-01 12:00:00,23,2025-01-02 11:00:00,6040.8,,from_verified_0h_block,附件3.xlsx,Sheet1,4,Y,Y4,6040.8
2025-01-01,12:00,2025-01-01 12:00:00,24,2025-01-02 12:00:00,6339.1125,,from_verified_0h_block,附件3.xlsx,Sheet1,4,Z,Z4,6339.1125000000002
2025-01-01,18:00,2025-01-01 18:00:00,1,2025-01-01 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,C,C5,0
2025-01-01,18:00,2025-01-01 18:00:00,2,2025-01-01 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,D,D5,0
2025-01-01,18:00,2025-01-01 18:00:00,3,2025-01-01 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,E,E5,0
2025-01-01,18:00,2025-01-01 18:00:00,4,2025-01-01 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,F,F5,0
2025-01-01,18:00,2025-01-01 18:00:00,5,2025-01-01 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,G,G5,0
2025-01-01,18:00,2025-01-01 18:00:00,6,2025-01-02 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,H,H5,0
2025-01-01,18:00,2025-01-01 18:00:00,7,2025-01-02 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,I,I5,0
2025-01-01,18:00,2025-01-01 18:00:00,8,2025-01-02 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,J,J5,0
2025-01-01,18:00,2025-01-01 18:00:00,9,2025-01-02 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,K,K5,0
2025-01-01,18:00,2025-01-01 18:00:00,10,2025-01-02 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,L,L5,0
2025-01-01,18:00,2025-01-01 18:00:00,11,2025-01-02 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,M,M5,0
2025-01-01,18:00,2025-01-01 18:00:00,12,2025-01-02 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,N,N5,0
2025-01-01,18:00,2025-01-01 18:00:00,13,2025-01-02 07:00:00,5.5153,,from_verified_0h_block,附件3.xlsx,Sheet1,5,O,O5,5.5152999999999999
2025-01-01,18:00,2025-01-01 18:00:00,14,2025-01-02 08:00:00,1227.5446,,from_verified_0h_block,附件3.xlsx,Sheet1,5,P,P5,1227.5445999999999
2025-01-01,18:00,2025-01-01 18:00:00,15,2025-01-02 09:00:00,2350.4812,,from_verified_0h_block,附件3.xlsx,Sheet1,5,Q,Q5,2350.4812000000002
2025-01-01,18:00,2025-01-01 18:00:00,16,2025-01-02 10:00:00,3845.2786,,from_verified_0h_block,附件3.xlsx,Sheet1,5,R,R5,3845.2786000000001
2025-01-01,18:00,2025-01-01 18:00:00,17,2025-01-02 11:00:00,4815.3247,,from_verified_0h_block,附件3.xlsx,Sheet1,5,S,S5,4815.3247000000001
2025-01-01,18:00,2025-01-01 18:00:00,18,2025-01-02 12:00:00,4086.8116,,from_verified_0h_block,附件3.xlsx,Sheet1,5,T,T5,4086.8116
2025-01-01,18:00,2025-01-01 18:00:00,19,2025-01-02 13:00:00,4228.7374,,from_verified_0h_block,附件3.xlsx,Sheet1,5,U,U5,4228.7374
2025-01-01,18:00,2025-01-01 18:00:00,20,2025-01-02 14:00:00,3799.2978,,from_verified_0h_block,附件3.xlsx,Sheet1,5,V,V5,3799.2977999999998
2025-01-01,18:00,2025-01-01 18:00:00,21,2025-01-02 15:00:00,2472.4285,,from_verified_0h_block,附件3.xlsx,Sheet1,5,W,W5,2472.4285
2025-01-01,18:00,2025-01-01 18:00:00,22,2025-01-02 16:00:00,1182.0118,,from_verified_0h_block,附件3.xlsx,Sheet1,5,X,X5,1182.0118
2025-01-01,18:00,2025-01-01 18:00:00,23,2025-01-02 17:00:00,5.091,,from_verified_0h_block,附件3.xlsx,Sheet1,5,Y,Y5,5.0910000000000002
2025-01-01,18:00,2025-01-01 18:00:00,24,2025-01-02 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,5,Z,Z5,0
2025-01-02,0:00,2025-01-02 00:00:00,1,2025-01-02 01:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,C,C6,0
2025-01-02,0:00,2025-01-02 00:00:00,2,2025-01-02 02:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,D,D6,0
2025-01-02,0:00,2025-01-02 00:00:00,3,2025-01-02 03:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,E,E6,0
2025-01-02,0:00,2025-01-02 00:00:00,4,2025-01-02 04:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,F,F6,0
2025-01-02,0:00,2025-01-02 00:00:00,5,2025-01-02 05:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,G,G6,0
2025-01-02,0:00,2025-01-02 00:00:00,6,2025-01-02 06:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,H,H6,0
2025-01-02,0:00,2025-01-02 00:00:00,7,2025-01-02 07:00:00,6.3604,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,I,I6,6.3604000000000003
2025-01-02,0:00,2025-01-02 00:00:00,8,2025-01-02 08:00:00,1424.7328,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,J,J6,1424.7328
2025-01-02,0:00,2025-01-02 00:00:00,9,2025-01-02 09:00:00,2844.2052,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,K,K6,2844.2051999999999
2025-01-02,0:00,2025-01-02 00:00:00,10,2025-01-02 10:00:00,3600.2106,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,L,L6,3600.2105999999999
2025-01-02,0:00,2025-01-02 00:00:00,11,2025-01-02 11:00:00,4746.2786,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,M,M6,4746.2785999999996
2025-01-02,0:00,2025-01-02 00:00:00,12,2025-01-02 12:00:00,4915.505,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,N,N6,4915.5050000000001
2025-01-02,0:00,2025-01-02 00:00:00,13,2025-01-02 13:00:00,5251.6498,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,O,O6,5251.6498000000001
2025-01-02,0:00,2025-01-02 00:00:00,14,2025-01-02 14:00:00,4965.3525,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,P,P6,4965.3525
2025-01-02,0:00,2025-01-02 00:00:00,15,2025-01-02 15:00:00,3588.0375,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,Q,Q6,3588.0374999999999
2025-01-02,0:00,2025-01-02 00:00:00,16,2025-01-02 16:00:00,1839.6,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,R,R6,1839.6
2025-01-02,0:00,2025-01-02 00:00:00,17,2025-01-02 17:00:00,8.0706,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,S,S6,8.0706000000000007
2025-01-02,0:00,2025-01-02 00:00:00,18,2025-01-02 18:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,T,T6,0
2025-01-02,0:00,2025-01-02 00:00:00,19,2025-01-02 19:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,U,U6,0
2025-01-02,0:00,2025-01-02 00:00:00,20,2025-01-02 20:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,V,V6,0
2025-01-02,0:00,2025-01-02 00:00:00,21,2025-01-02 21:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,W,W6,0
2025-01-02,0:00,2025-01-02 00:00:00,22,2025-01-02 22:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,X,X6,0
2025-01-02,0:00,2025-01-02 00:00:00,23,2025-01-02 23:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,Y,Y6,0
2025-01-02,0:00,2025-01-02 00:00:00,24,2025-01-03 00:00:00,0,2025-1-2,original_0h_date,附件3.xlsx,Sheet1,6,Z,Z6,0
2025-01-02,6:00,2025-01-02 06:00:00,1,2025-01-02 07:00:00,6.5122,,from_verified_0h_block,附件3.xlsx,Sheet1,7,C,C7,6.5122
2025-01-02,6:00,2025-01-02 06:00:00,2,2025-01-02 08:00:00,1453.1843,,from_verified_0h_block,附件3.xlsx,Sheet1,7,D,D7,1453.1842999999999
2025-01-02,6:00,2025-01-02 06:00:00,3,2025-01-02 09:00:00,3099.4257,,from_verified_0h_block,附件3.xlsx,Sheet1,7,E,E7,3099.4256999999998
2025-01-02,6:00,2025-01-02 06:00:00,4,2025-01-02 10:00:00,4269.3966,,from_verified_0h_block,附件3.xlsx,Sheet1,7,F,F7,4269.3966
2025-01-02,6:00,2025-01-02 06:00:00,5,2025-01-02 11:00:00,5146.0167,,from_verified_0h_block,附件3.xlsx,Sheet1,7,G,G7,5146.0167000000001
2025-01-02,6:00,2025-01-02 06:00:00,6,2025-01-02 12:00:00,5556.849,,from_verified_0h_block,附件3.xlsx,Sheet1,7,H,H7,5556.8490000000002
2025-01-02,6:00,2025-01-02 06:00:00,7,2025-01-02 13:00:00,5946.4073,,from_verified_0h_block,附件3.xlsx,Sheet1,7,I,I7,5946.4072999999999
2025-01-02,6:00,2025-01-02 06:00:00,8,2025-01-02 14:00:00,5359.9875,,from_verified_0h_block,附件3.xlsx,Sheet1,7,J,J7,5359.9875000000002
2025-01-02,6:00,2025-01-02 06:00:00,9,2025-01-02 15:00:00,3342.8554,,from_verified_0h_block,附件3.xlsx,Sheet1,7,K,K7,3342.8553999999999
2025-01-02,6:00,2025-01-02 06:00:00,10,2025-01-02 16:00:00,1758.32,,from_verified_0h_block,附件3.xlsx,Sheet1,7,L,L7,1758.32
2025-01-02,6:00,2025-01-02 06:00:00,11,2025-01-02 17:00:00,6.5192,,from_verified_0h_block,附件3.xlsx,Sheet1,7,M,M7,6.5191999999999997
2025-01-02,6:00,2025-01-02 06:00:00,12,2025-01-02 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,N,N7,0
2025-01-02,6:00,2025-01-02 06:00:00,13,2025-01-02 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,O,O7,0
2025-01-02,6:00,2025-01-02 06:00:00,14,2025-01-02 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,P,P7,0
2025-01-02,6:00,2025-01-02 06:00:00,15,2025-01-02 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,Q,Q7,0
2025-01-02,6:00,2025-01-02 06:00:00,16,2025-01-02 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,R,R7,0
2025-01-02,6:00,2025-01-02 06:00:00,17,2025-01-02 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,S,S7,0
2025-01-02,6:00,2025-01-02 06:00:00,18,2025-01-03 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,T,T7,0
2025-01-02,6:00,2025-01-02 06:00:00,19,2025-01-03 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,U,U7,0
2025-01-02,6:00,2025-01-02 06:00:00,20,2025-01-03 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,V,V7,0
2025-01-02,6:00,2025-01-02 06:00:00,21,2025-01-03 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,W,W7,0
2025-01-02,6:00,2025-01-02 06:00:00,22,2025-01-03 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,X,X7,0
2025-01-02,6:00,2025-01-02 06:00:00,23,2025-01-03 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,Y,Y7,0
2025-01-02,6:00,2025-01-02 06:00:00,24,2025-01-03 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,7,Z,Z7,0
2025-01-02,12:00,2025-01-02 12:00:00,1,2025-01-02 13:00:00,5392.7373,,from_verified_0h_block,附件3.xlsx,Sheet1,8,C,C8,5392.7372999999998
2025-01-02,12:00,2025-01-02 12:00:00,2,2025-01-02 14:00:00,4793.417,,from_verified_0h_block,附件3.xlsx,Sheet1,8,D,D8,4793.4170000000004
2025-01-02,12:00,2025-01-02 12:00:00,3,2025-01-02 15:00:00,3115.7896,,from_verified_0h_block,附件3.xlsx,Sheet1,8,E,E8,3115.7896000000001
2025-01-02,12:00,2025-01-02 12:00:00,4,2025-01-02 16:00:00,1653.8059,,from_verified_0h_block,附件3.xlsx,Sheet1,8,F,F8,1653.8059000000001
2025-01-02,12:00,2025-01-02 12:00:00,5,2025-01-02 17:00:00,6.4763,,from_verified_0h_block,附件3.xlsx,Sheet1,8,G,G8,6.4763000000000002
2025-01-02,12:00,2025-01-02 12:00:00,6,2025-01-02 18:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,H,H8,0
2025-01-02,12:00,2025-01-02 12:00:00,7,2025-01-02 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,I,I8,0
2025-01-02,12:00,2025-01-02 12:00:00,8,2025-01-02 20:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,J,J8,0
2025-01-02,12:00,2025-01-02 12:00:00,9,2025-01-02 21:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,K,K8,0
2025-01-02,12:00,2025-01-02 12:00:00,10,2025-01-02 22:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,L,L8,0
2025-01-02,12:00,2025-01-02 12:00:00,11,2025-01-02 23:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,M,M8,0
2025-01-02,12:00,2025-01-02 12:00:00,12,2025-01-03 00:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,N,N8,0
2025-01-02,12:00,2025-01-02 12:00:00,13,2025-01-03 01:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,O,O8,0
2025-01-02,12:00,2025-01-02 12:00:00,14,2025-01-03 02:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,P,P8,0
2025-01-02,12:00,2025-01-02 12:00:00,15,2025-01-03 03:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,Q,Q8,0
2025-01-02,12:00,2025-01-02 12:00:00,16,2025-01-03 04:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,R,R8,0
2025-01-02,12:00,2025-01-02 12:00:00,17,2025-01-03 05:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,S,S8,0
2025-01-02,12:00,2025-01-02 12:00:00,18,2025-01-03 06:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,8,T,T8,0
2025-01-02,12:00,2025-01-02 12:00:00,19,2025-01-03 07:00:00,11.4514,,from_verified_0h_block,附件3.xlsx,Sheet1,8,U,U8,11.4514
2025-01-02,12:00,2025-01-02 12:00:00,20,2025-01-03 08:00:00,1377.1773,,from_verified_0h_block,附件3.xlsx,Sheet1,8,V,V8,1377.1773000000001
2025-01-02,12:00,2025-01-02 12:00:00,21,2025-01-03 09:00:00,3653.775,,from_verified_0h_block,附件3.xlsx,Sheet1,8,W,W8,3653.7750000000001
2025-01-02,12:00,2025-01-02 12:00:00,22,2025-01-03 10:00:00,4903.35,,from_verified_0h_block,附件3.xlsx,Sheet1,8,X,X8,4903.3500000000004
2025-01-02,12:00,2025-01-02 12:00:00,23,2025-01-03 11:00:00,5017.1291,,from_verified_0h_block,附件3.xlsx,Sheet1,8,Y,Y8,5017.1291000000001
2025-01-02,12:00,2025-01-02 12:00:00,24,2025-01-03 12:00:00,6339.1125,,from_verified_0h_block,附件3.xlsx,Sheet1,8,Z,Z8,6339.1125000000002
2025-01-02,18:00,2025-01-02 18:00:00,1,2025-01-02 19:00:00,0,,from_verified_0h_block,附件3.xlsx,Sheet1,9,C,C9,0
