date,slot_id,time_marker_normalized,load_kw,source_file,source_sheet,source_row,source_column,source_cell,raw_date_value,raw_time_value,raw_value
2025-01-01,88,14:40,6398.5627,附件2.xlsx,小区负载,2,CK,CK2,45658,0.61111111111111105,6398.5627000000004
2025-01-01,89,14:50,6196.5854,附件2.xlsx,小区负载,2,CL,CL2,45658,0.61805555555555503,6196.5853999999999
2025-01-01,90,15:00,6154.69,附件2.xlsx,小区负载,2,CM,CM2,45658,0.624999999999999,6154.69
2025-01-01,91,15:10,6459.5818,附件2.xlsx,小区负载,2,CN,CN2,45658,0.63194444444444398,6459.5817999999999
2025-01-01,92,15:20,6622.8857,附件2.xlsx,小区负载,2,CO,CO2,45658,0.63888888888888795,6622.8856999999998
2025-01-01,93,15:30,6493.61,附件2.xlsx,小区负载,2,CP,CP2,45658,0.64583333333333304,6493.61
2025-01-01,94,15:40,6375.0516,附件2.xlsx,小区负载,2,CQ,CQ2,45658,0.65277777777777701,6375.0515999999998
2025-01-01,95,15:50,6354.113,附件2.xlsx,小区负载,2,CR,CR2,45658,0.65972222222222199,6354.1130000000003
2025-01-01,96,16:00,6404.25,附件2.xlsx,小区负载,2,CS,CS2,45658,0.66666666666666596,6404.25
2025-01-01,97,16:10,6444.972,附件2.xlsx,小区负载,2,CT,CT2,45658,0.67361111111111105,6444.9719999999998
2025-01-01,98,16:20,6399.4586,附件2.xlsx,小区负载,2,CU,CU2,45658,0.68055555555555503,6399.4585999999999
2025-01-01,99,16:30,6292.15,附件2.xlsx,小区负载,2,CV,CV2,45658,0.687499999999999,6292.15
2025-01-01,100,16:40,6236.9153,附件2.xlsx,小区负载,2,CW,CW2,45658,0.69444444444444398,6236.9152999999997
2025-01-01,101,16:50,6299.9437,附件2.xlsx,小区负载,2,CX,CX2,45658,0.70138888888888795,6299.9436999999998
2025-01-01,102,17:00,6389.06,附件2.xlsx,小区负载,2,CY,CY2,45658,0.70833333333333304,6389.06
2025-01-01,103,17:10,6325.1833,附件2.xlsx,小区负载,2,CZ,CZ2,45658,0.71527777777777701,6325.1832999999997
2025-01-01,104,17:20,6169.4734,附件2.xlsx,小区负载,2,DA,DA2,45658,0.72222222222222199,6169.4733999999999
2025-01-01,105,17:30,6191.99,附件2.xlsx,小区负载,2,DB,DB2,45658,0.72916666666666596,6191.99
2025-01-01,106,17:40,6464.5067,附件2.xlsx,小区负载,2,DC,DC2,45658,0.73611111111111105,6464.5066999999999
2025-01-01,107,17:50,5764.0309,附件2.xlsx,小区负载,2,DD,DD2,45658,0.74305555555555503,5764.0308999999997
2025-01-01,108,18:00,4529.45,附件2.xlsx,小区负载,2,DE,DE2,45658,0.749999999999999,4529.45
2025-01-01,109,18:10,4490.5328,附件2.xlsx,小区负载,2,DF,DF2,45658,0.75694444444444398,4490.5328
2025-01-01,110,18:20,4644.0206,附件2.xlsx,小区负载,2,DG,DG2,45658,0.76388888888888795,4644.0205999999998
2025-01-01,111,18:30,4469.21,附件2.xlsx,小区负载,2,DH,DH2,45658,0.77083333333333304,4469.21
2025-01-01,112,18:40,4470.465,附件2.xlsx,小区负载,2,DI,DI2,45658,0.77777777777777701,4470.4650000000001
2025-01-01,113,18:50,4510.8756,附件2.xlsx,小区负载,2,DJ,DJ2,45658,0.78472222222222199,4510.8756000000003
2025-01-01,114,19:00,4486.17,附件2.xlsx,小区负载,2,DK,DK2,45658,0.79166666666666596,4486.17
2025-01-01,115,19:10,4471.7293,附件2.xlsx,小区负载,2,DL,DL2,45658,0.79861111111111105,4471.7293
2025-01-01,116,19:20,4439.8235,附件2.xlsx,小区负载,2,DM,DM2,45658,0.80555555555555503,4439.8235000000004
2025-01-01,117,19:30,4387.19,附件2.xlsx,小区负载,2,DN,DN2,45658,0.812499999999999,4387.1899999999996
2025-01-01,118,19:40,4347.9765,附件2.xlsx,小区负载,2,DO,DO2,45658,0.81944444444444398,4347.9764999999998
2025-01-01,119,19:50,4300.6345,附件2.xlsx,小区负载,2,DP,DP2,45658,0.82638888888888795,4300.6345000000001
2025-01-01,120,20:00,4315.99,附件2.xlsx,小区负载,2,DQ,DQ2,45658,0.83333333333333304,4315.99
2025-01-01,121,20:10,4483.2744,附件2.xlsx,小区负载,2,DR,DR2,45658,0.84027777777777701,4483.2744000000002
2025-01-01,122,20:20,4551.706,附件2.xlsx,小区负载,2,DS,DS2,45658,0.84722222222222199,4551.7060000000001
2025-01-01,123,20:30,4499.8,附件2.xlsx,小区负载,2,DT,DT2,45658,0.85416666666666596,4499.8
2025-01-01,124,20:40,4535.0935,附件2.xlsx,小区负载,2,DU,DU2,45658,0.86111111111111105,4535.0934999999999
2025-01-01,125,20:50,4528.916,附件2.xlsx,小区负载,2,DV,DV2,45658,0.86805555555555503,4528.9160000000002
2025-01-01,126,21:00,4483.51,附件2.xlsx,小区负载,2,DW,DW2,45658,0.874999999999999,4483.51
2025-01-01,127,21:10,4548.2302,附件2.xlsx,小区负载,2,DX,DX2,45658,0.88194444444444398,4548.2302
2025-01-01,128,21:20,4595.6841,附件2.xlsx,小区负载,2,DY,DY2,45658,0.88888888888888795,4595.6841000000004
2025-01-01,129,21:30,4620.9,附件2.xlsx,小区负载,2,DZ,DZ2,45658,0.89583333333333304,4620.8999999999996
2025-01-01,130,21:40,4653.7148,附件2.xlsx,小区负载,2,EA,EA2,45658,0.90277777777777701,4653.7147999999997
2025-01-01,131,21:50,4131.9845,附件2.xlsx,小区负载,2,EB,EB2,45658,0.90972222222222199,4131.9844999999996
2025-01-01,132,22:00,3363,附件2.xlsx,小区负载,2,EC,EC2,45658,0.91666666666666596,3363
2025-01-01,133,22:10,3305.7588,附件2.xlsx,小区负载,2,ED,ED2,45658,0.92361111111111105,3305.7588000000001
2025-01-01,134,22:20,3470.932,附件2.xlsx,小区负载,2,EE,EE2,45658,0.93055555555555503,3470.9319999999998
2025-01-01,135,22:30,3521.37,附件2.xlsx,小区负载,2,EF,EF2,45658,0.937499999999999,3521.37
2025-01-01,136,22:40,3561.5279,附件2.xlsx,小区负载,2,EG,EG2,45658,0.94444444444444398,3561.5279
2025-01-01,137,22:50,3386.068,附件2.xlsx,小区负载,2,EH,EH2,45658,0.95138888888888795,3386.0680000000002
2025-01-01,138,23:00,3289.99,附件2.xlsx,小区负载,2,EI,EI2,45658,0.95833333333333304,3289.99
2025-01-01,139,23:10,3774.2552,附件2.xlsx,小区负载,2,EJ,EJ2,45658,0.96527777777777701,3774.2552000000001
2025-01-01,140,23:20,3883.62,附件2.xlsx,小区负载,2,EK,EK2,45658,0.97222222222222199,3883.62
2025-01-01,141,23:30,3525.14,附件2.xlsx,小区负载,2,EL,EL2,45658,0.97916666666666596,3525.14
2025-01-01,142,23:40,3553.5909,附件2.xlsx,小区负载,2,EM,EM2,45658,0.98611111111111105,3553.5909000000001
2025-01-01,143,23:50,3697.1141,附件2.xlsx,小区负载,2,EN,EN2,45658,0.99305555555555558,3697.1140999999998
2025-01-01,144,0:00+1,3696.7,附件2.xlsx,小区负载,2,EO,EO2,45658,0:00+1,3696.7
2025-01-02,1,0:10,3622.5509,附件2.xlsx,小区负载,3,B,B3,45659,6.9444444444444441E-3,3622.5509000000002
2025-01-02,2,0:20,3622.7611,附件2.xlsx,小区负载,3,C,C3,45659,1.3888888888888888E-2,3622.7611000000002
2025-01-02,3,0:30,3708.23,附件2.xlsx,小区负载,3,D,D3,45659,2.0833333333333301E-2,3708.23
2025-01-02,4,0:40,3750.5226,附件2.xlsx,小区负载,3,E,E3,45659,2.77777777777777E-2,3750.5225999999998
2025-01-02,5,0:50,3684.9038,附件2.xlsx,小区负载,3,F,F3,45659,3.4722222222222203E-2,3684.9038
2025-01-02,6,1:00,3644.14,附件2.xlsx,小区负载,3,G,G3,45659,4.1666666666666602E-2,3644.14
2025-01-02,7,1:10,3809.298,附件2.xlsx,小区负载,3,H,H3,45659,4.8611111111111098E-2,3809.2979999999998
2025-01-02,8,1:20,3855.1226,附件2.xlsx,小区负载,3,I,I3,45659,5.5555555555555497E-2,3855.1226000000001
2025-01-02,9,1:30,3783.78,附件2.xlsx,小区负载,3,J,J3,45659,6.25E-2,3783.78
2025-01-02,10,1:40,3907.3849,附件2.xlsx,小区负载,3,K,K3,45659,6.9444444444444406E-2,3907.3849
2025-01-02,11,1:50,3968.2398,附件2.xlsx,小区负载,3,L,L3,45659,7.6388888888888895E-2,3968.2397999999998
2025-01-02,12,2:00,3886.77,附件2.xlsx,小区负载,3,M,M3,45659,8.3333333333333301E-2,3886.77
2025-01-02,13,2:10,3865.3901,附件2.xlsx,小区负载,3,N,N3,45659,9.0277777777777707E-2,3865.3901000000001
2025-01-02,14,2:20,3931.6861,附件2.xlsx,小区负载,3,O,O3,45659,9.7222222222222293E-2,3931.6860999999999
2025-01-02,15,2:30,4055.98,附件2.xlsx,小区负载,3,P,P3,45659,0.104166666666667,4055.98
2025-01-02,16,2:40,4164.982,附件2.xlsx,小区负载,3,Q,Q3,45659,0.11111111111111099,4164.982
2025-01-02,17,2:50,4067.4326,附件2.xlsx,小区负载,3,R,R3,45659,0.118055555555555,4067.4326000000001
2025-01-02,18,3:00,3919.44,附件2.xlsx,小区负载,3,S,S3,45659,0.125,3919.44
2025-01-02,19,3:10,4068.323,附件2.xlsx,小区负载,3,T,T3,45659,0.131944444444444,4068.3229999999999
2025-01-02,20,3:20,4140.4792,附件2.xlsx,小区负载,3,U,U3,45659,0.13888888888888801,4140.4791999999998
2025-01-02,21,3:30,4061.12,附件2.xlsx,小区负载,3,V,V3,45659,0.14583333333333301,4061.12
2025-01-02,22,3:40,4138.7041,附件2.xlsx,小区负载,3,W,W3,45659,0.15277777777777701,4138.7040999999999
2025-01-02,23,3:50,4283.3011,附件2.xlsx,小区负载,3,X,X3,45659,0.15972222222222199,4283.3010999999997
2025-01-02,24,4:00,4330.98,附件2.xlsx,小区负载,3,Y,Y3,45659,0.16666666666666599,4330.9799999999996
2025-01-02,25,4:10,4225.1585,附件2.xlsx,小区负载,3,Z,Z3,45659,0.17361111111111099,4225.1584999999995
2025-01-02,26,4:20,4201.989,附件2.xlsx,小区负载,3,AA,AA3,45659,0.180555555555555,4201.9889999999996
2025-01-02,27,4:30,4273.9,附件2.xlsx,小区负载,3,AB,AB3,45659,0.1875,4273.8999999999996
2025-01-02,28,4:40,4219.0352,附件2.xlsx,小区负载,3,AC,AC3,45659,0.194444444444444,4219.0352000000003
2025-01-02,29,4:50,4069.3885,附件2.xlsx,小区负载,3,AD,AD3,45659,0.20138888888888801,4069.3885
2025-01-02,30,5:00,4030.95,附件2.xlsx,小区负载,3,AE,AE3,45659,0.20833333333333301,4030.95
2025-01-02,31,5:10,4262.9553,附件2.xlsx,小区负载,3,AF,AF3,45659,0.21527777777777701,4262.9552999999996
2025-01-02,32,5:20,4330.5086,附件2.xlsx,小区负载,3,AG,AG3,45659,0.22222222222222199,4330.5086000000001
2025-01-02,33,5:30,4149.13,附件2.xlsx,小区负载,3,AH,AH3,45659,0.22916666666666599,4149.13
2025-01-02,34,5:40,4130.3346,附件2.xlsx,小区负载,3,AI,AI3,45659,0.23611111111111099,4130.3346000000001
2025-01-02,35,5:50,4641.7286,附件2.xlsx,小区负载,3,AJ,AJ3,45659,0.243055555555555,4641.7286000000004
2025-01-02,36,6:00,5411.59,附件2.xlsx,小区负载,3,AK,AK3,45659,0.25,5411.59
2025-01-02,37,6:10,5738.8011,附件2.xlsx,小区负载,3,AL,AL3,45659,0.25694444444444398,5738.8010999999997
2025-01-02,38,6:20,5695.3891,附件2.xlsx,小区负载,3,AM,AM3,45659,0.26388888888888801,5695.3891000000003
2025-01-02,39,6:30,5537.66,附件2.xlsx,小区负载,3,AN,AN3,45659,0.27083333333333298,5537.66
2025-01-02,40,6:40,5461.5746,附件2.xlsx,小区负载,3,AO,AO3,45659,0.27777777777777701,5461.5745999999999
2025-01-02,41,6:50,5483.6005,附件2.xlsx,小区负载,3,AP,AP3,45659,0.28472222222222199,5483.6004999999996
2025-01-02,42,7:00,5540.88,附件2.xlsx,小区负载,3,AQ,AQ3,45659,0.29166666666666602,5540.88
2025-01-02,43,7:10,5575.3367,附件2.xlsx,小区负载,3,AR,AR3,45659,0.29861111111111099,5575.3366999999998
2025-01-02,44,7:20,5669.9633,附件2.xlsx,小区负载,3,AS,AS3,45659,0.30555555555555503,5669.9633000000003
2025-01-02,45,7:30,5566.66,附件2.xlsx,小区负载,3,AT,AT3,45659,0.3125,5566.66
2025-01-02,46,7:40,5081.9454,附件2.xlsx,小区负载,3,AU,AU3,45659,0.31944444444444398,5081.9453999999996
2025-01-02,47,7:50,5737.5547,附件2.xlsx,小区负载,3,AV,AV3,45659,0.32638888888888801,5737.5546999999997
2025-01-02,48,8:00,7205.75,附件2.xlsx,小区负载,3,AW,AW3,45659,0.33333333333333298,7205.75
2025-01-02,49,8:10,7519.6199,附件2.xlsx,小区负载,3,AX,AX3,45659,0.34027777777777701,7519.6198999999997
2025-01-02,50,8:20,7253.8265,附件2.xlsx,小区负载,3,AY,AY3,45659,0.34722222222222199,7253.8265000000001
2025-01-02,51,8:30,7156.62,附件2.xlsx,小区负载,3,AZ,AZ3,45659,0.35416666666666602,7156.62
2025-01-02,52,8:40,7351.5694,附件2.xlsx,小区负载,3,BA,BA3,45659,0.36111111111111099,7351.5694000000003
2025-01-02,53,8:50,7430.2399,附件2.xlsx,小区负载,3,BB,BB3,45659,0.36805555555555503,7430.2398999999996
2025-01-02,54,9:00,7295.25,附件2.xlsx,小区负载,3,BC,BC3,45659,0.375,7295.25
2025-01-02,55,9:10,7207.6569,附件2.xlsx,小区负载,3,BD,BD3,45659,0.38194444444444398,7207.6569
2025-01-02,56,9:20,7113.8825,附件2.xlsx,小区负载,3,BE,BE3,45659,0.38888888888888801,7113.8824999999997
2025-01-02,57,9:30,7023.12,附件2.xlsx,小区负载,3,BF,BF3,45659,0.39583333333333298,7023.12
2025-01-02,58,9:40,7047.9517,附件2.xlsx,小区负载,3,BG,BG3,45659,0.40277777777777701,7047.9516999999996
2025-01-02,59,9:50,7129.0191,附件2.xlsx,小区负载,3,BH,BH3,45659,0.40972222222222199,7129.0191000000004
2025-01-02,60,10:00,7151.1,附件2.xlsx,小区负载,3,BI,BI3,45659,0.41666666666666602,7151.1
2025-01-02,61,10:10,7053.4551,附件2.xlsx,小区负载,3,BJ,BJ3,45659,0.42361111111111099,7053.4551000000001
2025-01-02,62,10:20,7028.7906,附件2.xlsx,小区负载,3,BK,BK3,45659,0.43055555555555503,7028.7906000000003
2025-01-02,63,10:30,7115.54,附件2.xlsx,小区负载,3,BL,BL3,45659,0.4375,7115.54
2025-01-02,64,10:40,7158.8016,附件2.xlsx,小区负载,3,BM,BM3,45659,0.44444444444444398,7158.8015999999998
2025-01-02,65,10:50,7104.1648,附件2.xlsx,小区负载,3,BN,BN3,45659,0.45138888888888801,7104.1647999999996
2025-01-02,66,11:00,6988.45,附件2.xlsx,小区负载,3,BO,BO3,45659,0.45833333333333298,6988.45
2025-01-02,67,11:10,6905.2356,附件2.xlsx,小区负载,3,BP,BP3,45659,0.46527777777777701,6905.2356
2025-01-02,68,11:20,6918.8526,附件2.xlsx,小区负载,3,BQ,BQ3,45659,0.47222222222222199,6918.8526000000002
2025-01-02,69,11:30,7053.45,附件2.xlsx,小区负载,3,BR,BR3,45659,0.47916666666666602,7053.45
2025-01-02,70,11:40,7224.2372,附件2.xlsx,小区负载,3,BS,BS3,45659,0.48611111111111099,7224.2371999999996
2025-01-02,71,11:50,7061.4737,附件2.xlsx,小区负载,3,BT,BT3,45659,0.49305555555555503,7061.4736999999996
2025-01-02,72,12:00,6627.88,附件2.xlsx,小区负载,3,BU,BU3,45659,0.5,6627.88
2025-01-02,73,12:10,6385.5315,附件2.xlsx,小区负载,3,BV,BV3,45659,0.50694444444444398,6385.5315000000001
2025-01-02,74,12:20,6379.3415,附件2.xlsx,小区负载,3,BW,BW3,45659,0.51388888888888795,6379.3415000000005
2025-01-02,75,12:30,6517.08,附件2.xlsx,小区负载,3,BX,BX3,45659,0.52083333333333304,6517.08
2025-01-02,76,12:40,6677.4158,附件2.xlsx,小区负载,3,BY,BY3,45659,0.52777777777777701,6677.4157999999998
2025-01-02,77,12:50,6740.259,附件2.xlsx,小区负载,3,BZ,BZ3,45659,0.53472222222222199,6740.259
2025-01-02,78,13:00,6776.29,附件2.xlsx,小区负载,3,CA,CA3,45659,0.54166666666666596,6776.29
2025-01-02,79,13:10,6923.5069,附件2.xlsx,小区负载,3,CB,CB3,45659,0.54861111111111105,6923.5069000000003
2025-01-02,80,13:20,6851.0971,附件2.xlsx,小区负载,3,CC,CC3,45659,0.55555555555555503,6851.0971
2025-01-02,81,13:30,6622.15,附件2.xlsx,小区负载,3,CD,CD3,45659,0.5625,6622.15
2025-01-02,82,13:40,6654.8176,附件2.xlsx,小区负载,3,CE,CE3,45659,0.56944444444444398,6654.8176000000003
2025-01-02,83,13:50,6745.2794,附件2.xlsx,小区负载,3,CF,CF3,45659,0.57638888888888795,6745.2794000000004
2025-01-02,84,14:00,6768.73,附件2.xlsx,小区负载,3,CG,CG3,45659,0.58333333333333304,6768.73
