date,slot_id,time_marker_normalized,pv_actual_kw,source_file,source_sheet,source_row,source_column,source_cell,raw_date_value,raw_time_value,raw_value
2025-01-01,48,8:00,1592.2875,附件2.xlsx,光伏发电实际功率,2,AW,AW2,45658,0.33333333333333331,1592.2874999999999
2025-01-01,49,8:10,1937.5212,附件2.xlsx,光伏发电实际功率,2,AX,AX2,45658,0.34027777777777701,1937.5211999999999
2025-01-01,50,8:20,2225.1261,附件2.xlsx,光伏发电实际功率,2,AY,AY2,45658,0.34722222222222199,2225.1261
2025-01-01,51,8:30,2490.1125,附件2.xlsx,光伏发电实际功率,2,AZ,AZ2,45658,0.35416666666666602,2490.1125000000002
2025-01-01,52,8:40,2826.3146,附件2.xlsx,光伏发电实际功率,2,BA,BA2,45658,0.36111111111111099,2826.3146000000002
2025-01-01,53,8:50,3122.1315,附件2.xlsx,光伏发电实际功率,2,BB,BB2,45658,0.36805555555555503,3122.1315
2025-01-01,54,9:00,3350.9625,附件2.xlsx,光伏发电实际功率,2,BC,BC2,45658,0.375,3350.9625000000001
2025-01-01,55,9:10,3601.7977,附件2.xlsx,光伏发电实际功率,2,BD,BD2,45658,0.38194444444444398,3601.7977000000001
2025-01-01,56,9:20,3875.6352,附件2.xlsx,光伏发电实际功率,2,BE,BE2,45658,0.38888888888888801,3875.6352000000002
2025-01-01,57,9:30,4149.825,附件2.xlsx,光伏发电实际功率,2,BF,BF2,45658,0.39583333333333298,4149.8249999999998
2025-01-01,58,9:40,4403.4802,附件2.xlsx,光伏发电实际功率,2,BG,BG2,45658,0.40277777777777701,4403.4802
2025-01-01,59,9:50,4624.7505,附件2.xlsx,光伏发电实际功率,2,BH,BH2,45658,0.40972222222222199,4624.7505000000001
2025-01-01,60,10:00,4836.6375,附件2.xlsx,光伏发电实际功率,2,BI,BI2,45658,0.41666666666666602,4836.6374999999998
2025-01-01,61,10:10,5080.7024,附件2.xlsx,光伏发电实际功率,2,BJ,BJ2,45658,0.42361111111111099,5080.7024000000001
2025-01-01,62,10:20,5338.7528,附件2.xlsx,光伏发电实际功率,2,BK,BK2,45658,0.43055555555555503,5338.7528000000002
2025-01-01,63,10:30,5494.725,附件2.xlsx,光伏发电实际功率,2,BL,BL2,45658,0.4375,5494.7250000000004
2025-01-01,64,10:40,5437.9778,附件2.xlsx,光伏发电实际功率,2,BM,BM2,45658,0.44444444444444398,5437.9777999999997
2025-01-01,65,10:50,5396.2126,附件2.xlsx,光伏发电实际功率,2,BN,BN2,45658,0.45138888888888801,5396.2125999999998
2025-01-01,66,11:00,5372.1,附件2.xlsx,光伏发电实际功率,2,BO,BO2,45658,0.45833333333333298,5372.1
2025-01-01,67,11:10,5182.9722,附件2.xlsx,光伏发电实际功率,2,BP,BP2,45658,0.46527777777777701,5182.9722000000002
2025-01-01,68,11:20,5131.5011,附件2.xlsx,光伏发电实际功率,2,BQ,BQ2,45658,0.47222222222222199,5131.5011000000004
2025-01-01,69,11:30,5294.775,附件2.xlsx,光伏发电实际功率,2,BR,BR2,45658,0.47916666666666602,5294.7749999999996
2025-01-01,70,11:40,5434.7444,附件2.xlsx,光伏发电实际功率,2,BS,BS2,45658,0.48611111111111099,5434.7443999999996
2025-01-01,71,11:50,5455.5011,附件2.xlsx,光伏发电实际功率,2,BT,BT2,45658,0.49305555555555503,5455.5011000000004
2025-01-01,72,12:00,5331.7125,附件2.xlsx,光伏发电实际功率,2,BU,BU2,45658,0.5,5331.7124999999996
2025-01-01,73,12:10,5126.6533,附件2.xlsx,光伏发电实际功率,2,BV,BV2,45658,0.50694444444444398,5126.6532999999999
2025-01-01,74,12:20,5118.4895,附件2.xlsx,光伏发电实际功率,2,BW,BW2,45658,0.51388888888888795,5118.4894999999997
2025-01-01,75,12:30,5302.575,附件2.xlsx,光伏发电实际功率,2,BX,BX2,45658,0.52083333333333304,5302.5749999999998
2025-01-01,76,12:40,5399.7996,附件2.xlsx,光伏发电实际功率,2,BY,BY2,45658,0.52777777777777701,5399.7996000000003
2025-01-01,77,12:50,5377.6488,附件2.xlsx,光伏发电实际功率,2,BZ,BZ2,45658,0.53472222222222199,5377.6487999999999
2025-01-01,78,13:00,5261.8125,附件2.xlsx,光伏发电实际功率,2,CA,CA2,45658,0.54166666666666596,5261.8125
2025-01-01,79,13:10,5097.6164,附件2.xlsx,光伏发电实际功率,2,CB,CB2,45658,0.54861111111111105,5097.6163999999999
2025-01-01,80,13:20,5029.4534,附件2.xlsx,光伏发电实际功率,2,CC,CC2,45658,0.55555555555555503,5029.4534000000003
2025-01-01,81,13:30,5043.8625,附件2.xlsx,光伏发电实际功率,2,CD,CD2,45658,0.5625,5043.8625000000002
2025-01-01,82,13:40,4973.5844,附件2.xlsx,光伏发电实际功率,2,CE,CE2,45658,0.56944444444444398,4973.5843999999997
2025-01-01,83,13:50,4769.7524,附件2.xlsx,光伏发电实际功率,2,CF,CF2,45658,0.57638888888888795,4769.7524000000003
2025-01-01,84,14:00,4478.625,附件2.xlsx,光伏发电实际功率,2,CG,CG2,45658,0.58333333333333304,4478.625
2025-01-01,85,14:10,4209.3909,附件2.xlsx,光伏发电实际功率,2,CH,CH2,45658,0.59027777777777701,4209.3909000000003
2025-01-01,86,14:20,4060.4316,附件2.xlsx,光伏发电实际功率,2,CI,CI2,45658,0.59722222222222199,4060.4315999999999
2025-01-01,87,14:30,3934.425,附件2.xlsx,光伏发电实际功率,2,CJ,CJ2,45658,0.60416666666666596,3934.4250000000002
2025-01-01,88,14:40,3648.1229,附件2.xlsx,光伏发电实际功率,2,CK,CK2,45658,0.61111111111111105,3648.1228999999998
2025-01-01,89,14:50,3431.0164,附件2.xlsx,光伏发电实际功率,2,CL,CL2,45658,0.61805555555555503,3431.0164
2025-01-01,90,15:00,3327.3375,附件2.xlsx,光伏发电实际功率,2,CM,CM2,45658,0.624999999999999,3327.3375000000001
2025-01-01,91,15:10,3139.1175,附件2.xlsx,光伏发电实际功率,2,CN,CN2,45658,0.63194444444444398,3139.1174999999998
2025-01-01,92,15:20,2860.4253,附件2.xlsx,光伏发电实际功率,2,CO,CO2,45658,0.63888888888888795,2860.4252999999999
2025-01-01,93,15:30,2505,附件2.xlsx,光伏发电实际功率,2,CP,CP2,45658,0.64583333333333304,2505
2025-01-01,94,15:40,2089.695,附件2.xlsx,光伏发电实际功率,2,CQ,CQ2,45658,0.65277777777777701,2089.6950000000002
2025-01-01,95,15:50,1762.1562,附件2.xlsx,光伏发电实际功率,2,CR,CR2,45658,0.65972222222222199,1762.1561999999999
2025-01-01,96,16:00,1525.8,附件2.xlsx,光伏发电实际功率,2,CS,CS2,45658,0.66666666666666596,1525.8
2025-01-01,97,16:10,1249.2025,附件2.xlsx,光伏发电实际功率,2,CT,CT2,45658,0.67361111111111105,1249.2025000000001
2025-01-01,98,16:20,968.2219,附件2.xlsx,光伏发电实际功率,2,CU,CU2,45658,0.68055555555555503,968.22190000000001
2025-01-01,99,16:30,706.6125,附件2.xlsx,光伏发电实际功率,2,CV,CV2,45658,0.687499999999999,706.61249999999995
2025-01-01,100,16:40,440.4383,附件2.xlsx,光伏发电实际功率,2,CW,CW2,45658,0.69444444444444398,440.43830000000003
2025-01-01,101,16:50,180.885,附件2.xlsx,光伏发电实际功率,2,CX,CX2,45658,0.70138888888888795,180.88499999999999
2025-01-01,102,17:00,2.9625,附件2.xlsx,光伏发电实际功率,2,CY,CY2,45658,0.70833333333333304,2.9624999999999999
2025-01-01,103,17:10,0,附件2.xlsx,光伏发电实际功率,2,CZ,CZ2,45658,0.71527777777777701,0
2025-01-01,104,17:20,5.9578,附件2.xlsx,光伏发电实际功率,2,DA,DA2,45658,0.72222222222222199,5.9577999999999998
2025-01-01,105,17:30,0,附件2.xlsx,光伏发电实际功率,2,DB,DB2,45658,0.72916666666666596,0
2025-01-01,106,17:40,0,附件2.xlsx,光伏发电实际功率,2,DC,DC2,45658,0.73611111111111105,0
2025-01-01,107,17:50,0.4277,附件2.xlsx,光伏发电实际功率,2,DD,DD2,45658,0.74305555555555503,0.42770000000000002
2025-01-01,108,18:00,0,附件2.xlsx,光伏发电实际功率,2,DE,DE2,45658,0.749999999999999,0
2025-01-01,109,18:10,0,附件2.xlsx,光伏发电实际功率,2,DF,DF2,45658,0.75694444444444398,0
2025-01-01,110,18:20,0.0307,附件2.xlsx,光伏发电实际功率,2,DG,DG2,45658,0.76388888888888795,3.0700000000000002E-2
2025-01-01,111,18:30,0,附件2.xlsx,光伏发电实际功率,2,DH,DH2,45658,0.77083333333333304,0
2025-01-01,112,18:40,0,附件2.xlsx,光伏发电实际功率,2,DI,DI2,45658,0.77777777777777701,0
2025-01-01,113,18:50,0.0022,附件2.xlsx,光伏发电实际功率,2,DJ,DJ2,45658,0.78472222222222199,2.2000000000000001E-3
2025-01-01,114,19:00,0,附件2.xlsx,光伏发电实际功率,2,DK,DK2,45658,0.79166666666666596,0
2025-01-01,115,19:10,0,附件2.xlsx,光伏发电实际功率,2,DL,DL2,45658,0.79861111111111105,0
2025-01-01,116,19:20,0,附件2.xlsx,光伏发电实际功率,2,DM,DM2,45658,0.80555555555555503,0
2025-01-01,117,19:30,0,附件2.xlsx,光伏发电实际功率,2,DN,DN2,45658,0.812499999999999,0
2025-01-01,118,19:40,0,附件2.xlsx,光伏发电实际功率,2,DO,DO2,45658,0.81944444444444398,0
2025-01-01,119,19:50,0,附件2.xlsx,光伏发电实际功率,2,DP,DP2,45658,0.82638888888888795,0
2025-01-01,120,20:00,0,附件2.xlsx,光伏发电实际功率,2,DQ,DQ2,45658,0.83333333333333304,0
2025-01-01,121,20:10,0,附件2.xlsx,光伏发电实际功率,2,DR,DR2,45658,0.84027777777777701,0
2025-01-01,122,20:20,0,附件2.xlsx,光伏发电实际功率,2,DS,DS2,45658,0.84722222222222199,0
2025-01-01,123,20:30,0,附件2.xlsx,光伏发电实际功率,2,DT,DT2,45658,0.85416666666666596,0
2025-01-01,124,20:40,0,附件2.xlsx,光伏发电实际功率,2,DU,DU2,45658,0.86111111111111105,0
2025-01-01,125,20:50,0,附件2.xlsx,光伏发电实际功率,2,DV,DV2,45658,0.86805555555555503,0
2025-01-01,126,21:00,0,附件2.xlsx,光伏发电实际功率,2,DW,DW2,45658,0.874999999999999,0
2025-01-01,127,21:10,0,附件2.xlsx,光伏发电实际功率,2,DX,DX2,45658,0.88194444444444398,0
2025-01-01,128,21:20,0,附件2.xlsx,光伏发电实际功率,2,DY,DY2,45658,0.88888888888888795,0
2025-01-01,129,21:30,0,附件2.xlsx,光伏发电实际功率,2,DZ,DZ2,45658,0.89583333333333304,0
2025-01-01,130,21:40,0,附件2.xlsx,光伏发电实际功率,2,EA,EA2,45658,0.90277777777777701,0
2025-01-01,131,21:50,0,附件2.xlsx,光伏发电实际功率,2,EB,EB2,45658,0.90972222222222199,0
2025-01-01,132,22:00,0,附件2.xlsx,光伏发电实际功率,2,EC,EC2,45658,0.91666666666666596,0
2025-01-01,133,22:10,0,附件2.xlsx,光伏发电实际功率,2,ED,ED2,45658,0.92361111111111105,0
2025-01-01,134,22:20,0,附件2.xlsx,光伏发电实际功率,2,EE,EE2,45658,0.93055555555555503,0
2025-01-01,135,22:30,0,附件2.xlsx,光伏发电实际功率,2,EF,EF2,45658,0.937499999999999,0
2025-01-01,136,22:40,0,附件2.xlsx,光伏发电实际功率,2,EG,EG2,45658,0.94444444444444398,0
2025-01-01,137,22:50,0,附件2.xlsx,光伏发电实际功率,2,EH,EH2,45658,0.95138888888888795,0
2025-01-01,138,23:00,0,附件2.xlsx,光伏发电实际功率,2,EI,EI2,45658,0.95833333333333304,0
2025-01-01,139,23:10,0,附件2.xlsx,光伏发电实际功率,2,EJ,EJ2,45658,0.96527777777777701,0
2025-01-01,140,23:20,0,附件2.xlsx,光伏发电实际功率,2,EK,EK2,45658,0.97222222222222199,0
2025-01-01,141,23:30,0,附件2.xlsx,光伏发电实际功率,2,EL,EL2,45658,0.97916666666666596,0
2025-01-01,142,23:40,0,附件2.xlsx,光伏发电实际功率,2,EM,EM2,45658,0.98611111111111105,0
2025-01-01,143,23:50,0,附件2.xlsx,光伏发电实际功率,2,EN,EN2,45658,0.99305555555555558,0
2025-01-01,144,0:00+1,0,附件2.xlsx,光伏发电实际功率,2,EO,EO2,45658,0:00+1,0
2025-01-02,1,0:10,0,附件2.xlsx,光伏发电实际功率,3,B,B3,45659,6.9444444444444441E-3,0
2025-01-02,2,0:20,0,附件2.xlsx,光伏发电实际功率,3,C,C3,45659,1.3888888888888888E-2,0
2025-01-02,3,0:30,0,附件2.xlsx,光伏发电实际功率,3,D,D3,45659,2.0833333333333301E-2,0
2025-01-02,4,0:40,0,附件2.xlsx,光伏发电实际功率,3,E,E3,45659,2.77777777777777E-2,0
2025-01-02,5,0:50,0,附件2.xlsx,光伏发电实际功率,3,F,F3,45659,3.4722222222222203E-2,0
2025-01-02,6,1:00,0,附件2.xlsx,光伏发电实际功率,3,G,G3,45659,4.1666666666666602E-2,0
2025-01-02,7,1:10,0,附件2.xlsx,光伏发电实际功率,3,H,H3,45659,4.8611111111111098E-2,0
2025-01-02,8,1:20,0,附件2.xlsx,光伏发电实际功率,3,I,I3,45659,5.5555555555555497E-2,0
2025-01-02,9,1:30,0,附件2.xlsx,光伏发电实际功率,3,J,J3,45659,6.25E-2,0
2025-01-02,10,1:40,0,附件2.xlsx,光伏发电实际功率,3,K,K3,45659,6.9444444444444406E-2,0
2025-01-02,11,1:50,0,附件2.xlsx,光伏发电实际功率,3,L,L3,45659,7.6388888888888895E-2,0
2025-01-02,12,2:00,0,附件2.xlsx,光伏发电实际功率,3,M,M3,45659,8.3333333333333301E-2,0
2025-01-02,13,2:10,0,附件2.xlsx,光伏发电实际功率,3,N,N3,45659,9.0277777777777707E-2,0
2025-01-02,14,2:20,0,附件2.xlsx,光伏发电实际功率,3,O,O3,45659,9.7222222222222293E-2,0
2025-01-02,15,2:30,0,附件2.xlsx,光伏发电实际功率,3,P,P3,45659,0.104166666666667,0
2025-01-02,16,2:40,0,附件2.xlsx,光伏发电实际功率,3,Q,Q3,45659,0.11111111111111099,0
2025-01-02,17,2:50,0,附件2.xlsx,光伏发电实际功率,3,R,R3,45659,0.118055555555555,0
2025-01-02,18,3:00,0,附件2.xlsx,光伏发电实际功率,3,S,S3,45659,0.125,0
2025-01-02,19,3:10,0,附件2.xlsx,光伏发电实际功率,3,T,T3,45659,0.131944444444444,0
2025-01-02,20,3:20,0,附件2.xlsx,光伏发电实际功率,3,U,U3,45659,0.13888888888888801,0
2025-01-02,21,3:30,0,附件2.xlsx,光伏发电实际功率,3,V,V3,45659,0.14583333333333301,0
2025-01-02,22,3:40,0,附件2.xlsx,光伏发电实际功率,3,W,W3,45659,0.15277777777777701,0
2025-01-02,23,3:50,0,附件2.xlsx,光伏发电实际功率,3,X,X3,45659,0.15972222222222199,0
2025-01-02,24,4:00,0,附件2.xlsx,光伏发电实际功率,3,Y,Y3,45659,0.16666666666666599,0
2025-01-02,25,4:10,0,附件2.xlsx,光伏发电实际功率,3,Z,Z3,45659,0.17361111111111099,0
2025-01-02,26,4:20,0,附件2.xlsx,光伏发电实际功率,3,AA,AA3,45659,0.180555555555555,0
2025-01-02,27,4:30,0,附件2.xlsx,光伏发电实际功率,3,AB,AB3,45659,0.1875,0
2025-01-02,28,4:40,0,附件2.xlsx,光伏发电实际功率,3,AC,AC3,45659,0.194444444444444,0
2025-01-02,29,4:50,0,附件2.xlsx,光伏发电实际功率,3,AD,AD3,45659,0.20138888888888801,0
2025-01-02,30,5:00,0,附件2.xlsx,光伏发电实际功率,3,AE,AE3,45659,0.20833333333333301,0
2025-01-02,31,5:10,0.0022,附件2.xlsx,光伏发电实际功率,3,AF,AF3,45659,0.21527777777777701,2.2000000000000001E-3
2025-01-02,32,5:20,0,附件2.xlsx,光伏发电实际功率,3,AG,AG3,45659,0.22222222222222199,0
2025-01-02,33,5:30,0,附件2.xlsx,光伏发电实际功率,3,AH,AH3,45659,0.22916666666666599,0
2025-01-02,34,5:40,0.0307,附件2.xlsx,光伏发电实际功率,3,AI,AI3,45659,0.23611111111111099,3.0700000000000002E-2
2025-01-02,35,5:50,0,附件2.xlsx,光伏发电实际功率,3,AJ,AJ3,45659,0.243055555555555,0
2025-01-02,36,6:00,0,附件2.xlsx,光伏发电实际功率,3,AK,AK3,45659,0.25,0
2025-01-02,37,6:10,0.4279,附件2.xlsx,光伏发电实际功率,3,AL,AL3,45659,0.25694444444444398,0.4279
2025-01-02,38,6:20,0,附件2.xlsx,光伏发电实际功率,3,AM,AM3,45659,0.26388888888888801,0
2025-01-02,39,6:30,0,附件2.xlsx,光伏发电实际功率,3,AN,AN3,45659,0.27083333333333298,0
2025-01-02,40,6:40,5.9596,附件2.xlsx,光伏发电实际功率,3,AO,AO3,45659,0.27777777777777701,5.9596
2025-01-02,41,6:50,0,附件2.xlsx,光伏发电实际功率,3,AP,AP3,45659,0.28472222222222199,0
2025-01-02,42,7:00,6.6375,附件2.xlsx,光伏发电实际功率,3,AQ,AQ3,45659,0.29166666666666602,6.6375000000000002
2025-01-02,43,7:10,192.5583,附件2.xlsx,光伏发电实际功率,3,AR,AR3,45659,0.2986111111111111,192.5583
2025-01-02,44,7:20,445.6222,附件2.xlsx,光伏发电实际功率,3,AS,AS3,45659,0.30555555555555503,445.62220000000002
2025-01-02,45,7:30,701.3625,附件2.xlsx,光伏发电实际功率,3,AT,AT3,45659,0.3125,701.36249999999995
2025-01-02,46,7:40,976.5695,附件2.xlsx,光伏发电实际功率,3,AU,AU3,45659,0.31944444444444398,976.56949999999995
2025-01-02,47,7:50,1257.8499,附件2.xlsx,光伏发电实际功率,3,AV,AV3,45659,0.32638888888888801,1257.8498999999999
2025-01-02,48,8:00,1536.3375,附件2.xlsx,光伏发电实际功率,3,AW,AW3,45659,0.33333333333333331,1536.3375000000001
2025-01-02,49,8:10,1820.2924,附件2.xlsx,光伏发电实际功率,3,AX,AX3,45659,0.34027777777777701,1820.2924
2025-01-02,50,8:20,2132.9788,附件2.xlsx,光伏发电实际功率,3,AY,AY3,45659,0.34722222222222199,2132.9787999999999
2025-01-02,51,8:30,2471.7375,附件2.xlsx,光伏发电实际功率,3,AZ,AZ3,45659,0.35416666666666602,2471.7375000000002
2025-01-02,52,8:40,2797.3932,附件2.xlsx,光伏发电实际功率,3,BA,BA3,45659,0.36111111111111099,2797.3932
2025-01-02,53,8:50,3047.7556,附件2.xlsx,光伏发电实际功率,3,BB,BB3,45659,0.36805555555555503,3047.7556
2025-01-02,54,9:00,3267.2625,附件2.xlsx,光伏发电实际功率,3,BC,BC3,45659,0.375,3267.2624999999998
2025-01-02,55,9:10,3546.8485,附件2.xlsx,光伏发电实际功率,3,BD,BD3,45659,0.38194444444444398,3546.8485000000001
2025-01-02,56,9:20,3726.689,附件2.xlsx,光伏发电实际功率,3,BE,BE3,45659,0.38888888888888801,3726.6889999999999
2025-01-02,57,9:30,3844.2375,附件2.xlsx,光伏发电实际功率,3,BF,BF3,45659,0.39583333333333298,3844.2375000000002
2025-01-02,58,9:40,4096.3408,附件2.xlsx,光伏发电实际功率,3,BG,BG3,45659,0.40277777777777701,4096.3407999999999
2025-01-02,59,9:50,4283.6623,附件2.xlsx,光伏发电实际功率,3,BH,BH3,45659,0.40972222222222199,4283.6623
2025-01-02,60,10:00,4356.1125,附件2.xlsx,光伏发电实际功率,3,BI,BI3,45659,0.41666666666666602,4356.1125000000002
2025-01-02,61,10:10,4491.6281,附件2.xlsx,光伏发电实际功率,3,BJ,BJ3,45659,0.42361111111111099,4491.6280999999999
2025-01-02,62,10:20,4766.409,附件2.xlsx,光伏发电实际功率,3,BK,BK3,45659,0.43055555555555503,4766.4089999999997
2025-01-02,63,10:30,5019.45,附件2.xlsx,光伏发电实际功率,3,BL,BL3,45659,0.4375,5019.45
2025-01-02,64,10:40,5019.8625,附件2.xlsx,光伏发电实际功率,3,BM,BM3,45659,0.44444444444444398,5019.8625000000002
2025-01-02,65,10:50,5077.3715,附件2.xlsx,光伏发电实际功率,3,BN,BN3,45659,0.45138888888888801,5077.3715000000002
2025-01-02,66,11:00,5277.5625,附件2.xlsx,光伏发电实际功率,3,BO,BO3,45659,0.45833333333333298,5277.5625
2025-01-02,67,11:10,5389.699,附件2.xlsx,光伏发电实际功率,3,BP,BP3,45659,0.46527777777777701,5389.6989999999996
2025-01-02,68,11:20,5368.919,附件2.xlsx,光伏发电实际功率,3,BQ,BQ3,45659,0.47222222222222199,5368.9189999999999
2025-01-02,69,11:30,5329.9875,附件2.xlsx,光伏发电实际功率,3,BR,BR3,45659,0.47916666666666602,5329.9875000000002
2025-01-02,70,11:40,5412.6331,附件2.xlsx,光伏发电实际功率,3,BS,BS3,45659,0.48611111111111099,5412.6331
2025-01-02,71,11:50,5429.3182,附件2.xlsx,光伏发电实际功率,3,BT,BT3,45659,0.49305555555555503,5429.3181999999997
2025-01-02,72,12:00,5328.3,附件2.xlsx,光伏发电实际功率,3,BU,BU3,45659,0.5,5328.3
2025-01-02,73,12:10,5248.9495,附件2.xlsx,光伏发电实际功率,3,BV,BV3,45659,0.50694444444444398,5248.9494999999997
2025-01-02,74,12:20,5219.2319,附件2.xlsx,光伏发电实际功率,3,BW,BW3,45659,0.51388888888888795,5219.2318999999998
2025-01-02,75,12:30,5222.85,附件2.xlsx,光伏发电实际功率,3,BX,BX3,45659,0.52083333333333304,5222.8500000000004
2025-01-02,76,12:40,5242.2942,附件2.xlsx,光伏发电实际功率,3,BY,BY3,45659,0.52777777777777701,5242.2942000000003
2025-01-02,77,12:50,5308.1571,附件2.xlsx,光伏发电实际功率,3,BZ,BZ3,45659,0.53472222222222199,5308.1571000000004
2025-01-02,78,13:00,5393.2875,附件2.xlsx,光伏发电实际功率,3,CA,CA3,45659,0.54166666666666596,5393.2875000000004
2025-01-02,79,13:10,5413.5261,附件2.xlsx,光伏发电实际功率,3,CB,CB3,45659,0.54861111111111105,5413.5261
2025-01-02,80,13:20,5337.3076,附件2.xlsx,光伏发电实际功率,3,CC,CC3,45659,0.55555555555555503,5337.3076000000001
