date,slot_id,time_marker_normalized,load_kw,pv_actual_kw,load_source_cell,pv_source_cell
2025-01-01,46,7:40,5329.4215,950.8112,AU2,AU2
2025-01-01,47,7:50,6084.1163,1255.5705,AV2,AV2
2025-01-01,48,8:00,7316,1592.2875,AW2,AW2
2025-01-01,49,8:10,7469.4947,1937.5212,AX2,AX2
2025-01-01,50,8:20,7225.691,2225.1261,AY2,AY2
2025-01-01,51,8:30,7216.13,2490.1125,AZ2,AZ2
2025-01-01,52,8:40,7361.7004,2826.3146,BA2,BA2
2025-01-01,53,8:50,7275.513,3122.1315,BB2,BB2
2025-01-01,54,9:00,7077.29,3350.9625,BC2,BC2
2025-01-01,55,9:10,7221.8762,3601.7977,BD2,BD2
2025-01-01,56,9:20,7229.5513,3875.6352,BE2,BE2
2025-01-01,57,9:30,7099.33,4149.825,BF2,BF2
2025-01-01,58,9:40,7297.1521,4403.4802,BG2,BG2
2025-01-01,59,9:50,7313.1756,4624.7505,BH2,BH2
2025-01-01,60,10:00,7099.46,4836.6375,BI2,BI2
2025-01-01,61,10:10,7125.5214,5080.7024,BJ2,BJ2
2025-01-01,62,10:20,7096.3104,5338.7528,BK2,BK2
2025-01-01,63,10:30,6986.17,5494.725,BL2,BL2
2025-01-01,64,10:40,7098.9702,5437.9778,BM2,BM2
2025-01-01,65,10:50,7193.993,5396.2126,BN2,BN2
2025-01-01,66,11:00,7135.18,5372.1,BO2,BO2
2025-01-01,67,11:10,7042.947,5182.9722,BP2,BP2
2025-01-01,68,11:20,7069.1675,5131.5011,BQ2,BQ2
2025-01-01,69,11:30,7129.17,5294.775,BR2,BR2
2025-01-01,70,11:40,6971.0393,5434.7444,BS2,BS2
2025-01-01,71,11:50,6648.4937,5455.5011,BT2,BT2
2025-01-01,72,12:00,6471.29,5331.7125,BU2,BU2
2025-01-01,73,12:10,6681.1855,5126.6533,BV2,BV2
2025-01-01,74,12:20,6585.2714,5118.4895,BW2,BW2
2025-01-01,75,12:30,6283.97,5302.575,BX2,BX2
2025-01-01,76,12:40,6547.9322,5399.7996,BY2,BY2
2025-01-01,77,12:50,6747.6789,5377.6488,BZ2,BZ2
2025-01-01,78,13:00,6682.36,5261.8125,CA2,CA2
2025-01-01,79,13:10,6790.9628,5097.6164,CB2,CB2
2025-01-01,80,13:20,6916.0165,5029.4534,CC2,CC2
2025-01-01,81,13:30,6834.78,5043.8625,CD2,CD2
2025-01-01,82,13:40,6546.5252,4973.5844,CE2,CE2
2025-01-01,83,13:50,6539.873,4769.7524,CF2,CF2
2025-01-01,84,14:00,6773.97,4478.625,CG2,CG2
2025-01-01,85,14:10,6736.8117,4209.3909,CH2,CH2
2025-01-01,86,14:20,6623.3813,4060.4316,CI2,CI2
2025-01-01,87,14:30,6548.98,3934.425,CJ2,CJ2
2025-01-01,88,14:40,6398.5627,3648.1229,CK2,CK2
2025-01-01,89,14:50,6196.5854,3431.0164,CL2,CL2
2025-01-01,90,15:00,6154.69,3327.3375,CM2,CM2
2025-01-01,91,15:10,6459.5818,3139.1175,CN2,CN2
2025-01-01,92,15:20,6622.8857,2860.4253,CO2,CO2
2025-01-01,93,15:30,6493.61,2505,CP2,CP2
2025-01-01,94,15:40,6375.0516,2089.695,CQ2,CQ2
2025-01-01,95,15:50,6354.113,1762.1562,CR2,CR2
2025-01-01,96,16:00,6404.25,1525.8,CS2,CS2
2025-01-01,97,16:10,6444.972,1249.2025,CT2,CT2
2025-01-01,98,16:20,6399.4586,968.2219,CU2,CU2
2025-01-01,99,16:30,6292.15,706.6125,CV2,CV2
2025-01-01,100,16:40,6236.9153,440.4383,CW2,CW2
2025-01-01,101,16:50,6299.9437,180.885,CX2,CX2
2025-01-01,102,17:00,6389.06,2.9625,CY2,CY2
2025-01-01,103,17:10,6325.1833,0,CZ2,CZ2
2025-01-01,104,17:20,6169.4734,5.9578,DA2,DA2
2025-01-01,105,17:30,6191.99,0,DB2,DB2
2025-01-01,106,17:40,6464.5067,0,DC2,DC2
2025-01-01,107,17:50,5764.0309,0.4277,DD2,DD2
2025-01-01,108,18:00,4529.45,0,DE2,DE2
2025-01-01,109,18:10,4490.5328,0,DF2,DF2
2025-01-01,110,18:20,4644.0206,0.0307,DG2,DG2
2025-01-01,111,18:30,4469.21,0,DH2,DH2
2025-01-01,112,18:40,4470.465,0,DI2,DI2
2025-01-01,113,18:50,4510.8756,0.0022,DJ2,DJ2
2025-01-01,114,19:00,4486.17,0,DK2,DK2
2025-01-01,115,19:10,4471.7293,0,DL2,DL2
2025-01-01,116,19:20,4439.8235,0,DM2,DM2
2025-01-01,117,19:30,4387.19,0,DN2,DN2
2025-01-01,118,19:40,4347.9765,0,DO2,DO2
2025-01-01,119,19:50,4300.6345,0,DP2,DP2
2025-01-01,120,20:00,4315.99,0,DQ2,DQ2
2025-01-01,121,20:10,4483.2744,0,DR2,DR2
2025-01-01,122,20:20,4551.706,0,DS2,DS2
2025-01-01,123,20:30,4499.8,0,DT2,DT2
2025-01-01,124,20:40,4535.0935,0,DU2,DU2
2025-01-01,125,20:50,4528.916,0,DV2,DV2
2025-01-01,126,21:00,4483.51,0,DW2,DW2
2025-01-01,127,21:10,4548.2302,0,DX2,DX2
2025-01-01,128,21:20,4595.6841,0,DY2,DY2
2025-01-01,129,21:30,4620.9,0,DZ2,DZ2
2025-01-01,130,21:40,4653.7148,0,EA2,EA2
2025-01-01,131,21:50,4131.9845,0,EB2,EB2
2025-01-01,132,22:00,3363,0,EC2,EC2
2025-01-01,133,22:10,3305.7588,0,ED2,ED2
2025-01-01,134,22:20,3470.932,0,EE2,EE2
2025-01-01,135,22:30,3521.37,0,EF2,EF2
2025-01-01,136,22:40,3561.5279,0,EG2,EG2
2025-01-01,137,22:50,3386.068,0,EH2,EH2
2025-01-01,138,23:00,3289.99,0,EI2,EI2
2025-01-01,139,23:10,3774.2552,0,EJ2,EJ2
2025-01-01,140,23:20,3883.62,0,EK2,EK2
2025-01-01,141,23:30,3525.14,0,EL2,EL2
2025-01-01,142,23:40,3553.5909,0,EM2,EM2
2025-01-01,143,23:50,3697.1141,0,EN2,EN2
2025-01-01,144,0:00+1,3696.7,0,EO2,EO2
2025-01-02,1,0:10,3622.5509,0,B3,B3
2025-01-02,2,0:20,3622.7611,0,C3,C3
2025-01-02,3,0:30,3708.23,0,D3,D3
2025-01-02,4,0:40,3750.5226,0,E3,E3
2025-01-02,5,0:50,3684.9038,0,F3,F3
2025-01-02,6,1:00,3644.14,0,G3,G3
2025-01-02,7,1:10,3809.298,0,H3,H3
2025-01-02,8,1:20,3855.1226,0,I3,I3
2025-01-02,9,1:30,3783.78,0,J3,J3
2025-01-02,10,1:40,3907.3849,0,K3,K3
2025-01-02,11,1:50,3968.2398,0,L3,L3
2025-01-02,12,2:00,3886.77,0,M3,M3
2025-01-02,13,2:10,3865.3901,0,N3,N3
2025-01-02,14,2:20,3931.6861,0,O3,O3
2025-01-02,15,2:30,4055.98,0,P3,P3
2025-01-02,16,2:40,4164.982,0,Q3,Q3
2025-01-02,17,2:50,4067.4326,0,R3,R3
2025-01-02,18,3:00,3919.44,0,S3,S3
2025-01-02,19,3:10,4068.323,0,T3,T3
2025-01-02,20,3:20,4140.4792,0,U3,U3
2025-01-02,21,3:30,4061.12,0,V3,V3
2025-01-02,22,3:40,4138.7041,0,W3,W3
2025-01-02,23,3:50,4283.3011,0,X3,X3
2025-01-02,24,4:00,4330.98,0,Y3,Y3
2025-01-02,25,4:10,4225.1585,0,Z3,Z3
2025-01-02,26,4:20,4201.989,0,AA3,AA3
2025-01-02,27,4:30,4273.9,0,AB3,AB3
2025-01-02,28,4:40,4219.0352,0,AC3,AC3
2025-01-02,29,4:50,4069.3885,0,AD3,AD3
2025-01-02,30,5:00,4030.95,0,AE3,AE3
2025-01-02,31,5:10,4262.9553,0.0022,AF3,AF3
2025-01-02,32,5:20,4330.5086,0,AG3,AG3
2025-01-02,33,5:30,4149.13,0,AH3,AH3
2025-01-02,34,5:40,4130.3346,0.0307,AI3,AI3
2025-01-02,35,5:50,4641.7286,0,AJ3,AJ3
2025-01-02,36,6:00,5411.59,0,AK3,AK3
2025-01-02,37,6:10,5738.8011,0.4279,AL3,AL3
2025-01-02,38,6:20,5695.3891,0,AM3,AM3
2025-01-02,39,6:30,5537.66,0,AN3,AN3
2025-01-02,40,6:40,5461.5746,5.9596,AO3,AO3
2025-01-02,41,6:50,5483.6005,0,AP3,AP3
2025-01-02,42,7:00,5540.88,6.6375,AQ3,AQ3
2025-01-02,43,7:10,5575.3367,192.5583,AR3,AR3
2025-01-02,44,7:20,5669.9633,445.6222,AS3,AS3
2025-01-02,45,7:30,5566.66,701.3625,AT3,AT3
2025-01-02,46,7:40,5081.9454,976.5695,AU3,AU3
2025-01-02,47,7:50,5737.5547,1257.8499,AV3,AV3
2025-01-02,48,8:00,7205.75,1536.3375,AW3,AW3
2025-01-02,49,8:10,7519.6199,1820.2924,AX3,AX3
2025-01-02,50,8:20,7253.8265,2132.9788,AY3,AY3
2025-01-02,51,8:30,7156.62,2471.7375,AZ3,AZ3
2025-01-02,52,8:40,7351.5694,2797.3932,BA3,BA3
2025-01-02,53,8:50,7430.2399,3047.7556,BB3,BB3
2025-01-02,54,9:00,7295.25,3267.2625,BC3,BC3
2025-01-02,55,9:10,7207.6569,3546.8485,BD3,BD3
2025-01-02,56,9:20,7113.8825,3726.689,BE3,BE3
2025-01-02,57,9:30,7023.12,3844.2375,BF3,BF3
2025-01-02,58,9:40,7047.9517,4096.3408,BG3,BG3
2025-01-02,59,9:50,7129.0191,4283.6623,BH3,BH3
2025-01-02,60,10:00,7151.1,4356.1125,BI3,BI3
2025-01-02,61,10:10,7053.4551,4491.6281,BJ3,BJ3
2025-01-02,62,10:20,7028.7906,4766.409,BK3,BK3
2025-01-02,63,10:30,7115.54,5019.45,BL3,BL3
2025-01-02,64,10:40,7158.8016,5019.8625,BM3,BM3
2025-01-02,65,10:50,7104.1648,5077.3715,BN3,BN3
2025-01-02,66,11:00,6988.45,5277.5625,BO3,BO3
2025-01-02,67,11:10,6905.2356,5389.699,BP3,BP3
2025-01-02,68,11:20,6918.8526,5368.919,BQ3,BQ3
2025-01-02,69,11:30,7053.45,5329.9875,BR3,BR3
2025-01-02,70,11:40,7224.2372,5412.6331,BS3,BS3
2025-01-02,71,11:50,7061.4737,5429.3182,BT3,BT3
2025-01-02,72,12:00,6627.88,5328.3,BU3,BU3
2025-01-02,73,12:10,6385.5315,5248.9495,BV3,BV3
2025-01-02,74,12:20,6379.3415,5219.2319,BW3,BW3
2025-01-02,75,12:30,6517.08,5222.85,BX3,BX3
2025-01-02,76,12:40,6677.4158,5242.2942,BY3,BY3
2025-01-02,77,12:50,6740.259,5308.1571,BZ3,BZ3
2025-01-02,78,13:00,6776.29,5393.2875,CA3,CA3
2025-01-02,79,13:10,6923.5069,5413.5261,CB3,CB3
2025-01-02,80,13:20,6851.0971,5337.3076,CC3,CC3
2025-01-02,81,13:30,6622.15,5168.2125,CD3,CD3
2025-01-02,82,13:40,6654.8176,4960.5615,CE3,CE3
2025-01-02,83,13:50,6745.2794,4873.504,CF3,CF3
2025-01-02,84,14:00,6768.73,4791.45,CG3,CG3
2025-01-02,85,14:10,6785.5204,4440.5059,CH3,CH3
2025-01-02,86,14:20,6651.4681,4102.9755,CI3,CI3
2025-01-02,87,14:30,6519.73,3897.7875,CJ3,CJ3
2025-01-02,88,14:40,6699.3894,3672.4272,CK3,CK3
2025-01-02,89,14:50,6745.2289,3411.625,CL3,CL3
2025-01-02,90,15:00,6621.14,3140.175,CM3,CM3
2025-01-02,91,15:10,6686.5383,2878.1578,CN3,CN3
2025-01-02,92,15:20,6510.334,2617.8995,CO3,CO3
2025-01-02,93,15:30,6220.79,2359.9875,CP3,CP3
2025-01-02,94,15:40,6406.2703,2119.3514,CQ3,CQ3
2025-01-02,95,15:50,6474.5982,1904.7231,CR3,CR3
2025-01-02,96,16:00,6290.24,1662.6,CS3,CS3
2025-01-02,97,16:10,6307.331,1326.1056,CT3,CT3
2025-01-02,98,16:20,6312.2172,1011.5001,CU3,CU3
2025-01-02,99,16:30,6239.28,757.725,CV3,CV3
2025-01-02,100,16:40,6276.4877,494.5646,CW3,CW3
2025-01-02,101,16:50,6335.5438,213.8643,CX3,CX3
2025-01-02,102,17:00,6317.75,6.675,CY3,CY3
2025-01-02,103,17:10,6215.7285,0,CZ3,CZ3
2025-01-02,104,17:20,6137.0958,6.7246,DA3,DA3
2025-01-02,105,17:30,6185.23,0,DB3,DB3
2025-01-02,106,17:40,6275.9932,0,DC3,DC3
2025-01-02,107,17:50,5749.3845,0.4828,DD3,DD3
2025-01-02,108,18:00,4825.29,0,DE3,DE3
2025-01-02,109,18:10,4462.7208,0,DF3,DF3
2025-01-02,110,18:20,4487.596,0.0347,DG3,DG3
2025-01-02,111,18:30,4531.35,0,DH3,DH3
2025-01-02,112,18:40,4433.2667,0,DI3,DI3
2025-01-02,113,18:50,4446.1905,0.0025,DJ3,DJ3
2025-01-02,114,19:00,4522.69,0,DK3,DK3
2025-01-02,115,19:10,4365.4081,0,DL3,DL3
2025-01-02,116,19:20,4272.9727,0,DM3,DM3
2025-01-02,117,19:30,4365.74,0,DN3,DN3
2025-01-02,118,19:40,4459.5799,0,DO3,DO3
2025-01-02,119,19:50,4483.9677,0,DP3,DP3
2025-01-02,120,20:00,4509.26,0,DQ3,DQ3
2025-01-02,121,20:10,4622.8615,0,DR3,DR3
2025-01-02,122,20:20,4560.6006,0,DS3,DS3
2025-01-02,123,20:30,4323.46,0,DT3,DT3
2025-01-02,124,20:40,4224.7758,0,DU3,DU3
2025-01-02,125,20:50,4398.0305,0,DV3,DV3
2025-01-02,126,21:00,4648.27,0,DW3,DW3
2025-01-02,127,21:10,4633.6,0,DX3,DX3
2025-01-02,128,21:20,4538.5738,0,DY3,DY3
2025-01-02,129,21:30,4588.87,0,DZ3,DZ3
2025-01-02,130,21:40,4752.9518,0,EA3,EA3
2025-01-02,131,21:50,4388.3683,0,EB3,EB3
2025-01-02,132,22:00,3695.47,0,EC3,EC3
2025-01-02,133,22:10,3549.5286,0,ED3,ED3
2025-01-02,134,22:20,3568.6566,0,EE3,EE3
2025-01-02,135,22:30,3527.23,0,EF3,EF3
2025-01-02,136,22:40,3577.6994,0,EG3,EG3
2025-01-02,137,22:50,3478.244,0,EH3,EH3
2025-01-02,138,23:00,3323.61,0,EI3,EI3
2025-01-02,139,23:10,3478.4063,0,EJ3,EJ3
2025-01-02,140,23:20,3640.9395,0,EK3,EK3
2025-01-02,141,23:30,3700.96,0,EL3,EL3
2025-01-02,142,23:40,3769.729,0,EM3,EM3
2025-01-02,143,23:50,3428.202,0,EN3,EN3
2025-01-02,144,0:00+1,2919.12,0,EO3,EO3
2025-01-03,1,0:10,2954.3509,0,B4,B4
2025-01-03,2,0:20,2960.6102,0,C4,C4
2025-01-03,3,0:30,2756.51,0,D4,D4
2025-01-03,4,0:40,2725.0654,0,E4,E4
2025-01-03,5,0:50,2639.7341,0,F4,F4
2025-01-03,6,1:00,2583.76,0,G4,G4
2025-01-03,7,1:10,2902.6811,0,H4,H4
2025-01-03,8,1:20,3131.051,0,I4,I4
2025-01-03,9,1:30,3056.82,0,J4,J4
2025-01-03,10,1:40,2923.5412,0,K4,K4
2025-01-03,11,1:50,2940.6553,0,L4,L4
2025-01-03,12,2:00,3047.21,0,M4,M4
2025-01-03,13,2:10,3000.6237,0,N4,N4
2025-01-03,14,2:20,2860.5275,0,O4,O4
2025-01-03,15,2:30,2800.1,0,P4,P4
2025-01-03,16,2:40,2953.2923,0,Q4,Q4
2025-01-03,17,2:50,3161.0061,0,R4,R4
2025-01-03,18,3:00,3294,0,S4,S4
2025-01-03,19,3:10,3346.735,0,T4,T4
2025-01-03,20,3:20,3390.5777,0,U4,U4
2025-01-03,21,3:30,3426.62,0,V4,V4
2025-01-03,22,3:40,3375.8805,0,W4,W4
2025-01-03,23,3:50,3204.2096,0,X4,X4
2025-01-03,24,4:00,3155.14,0,Y4,Y4
2025-01-03,25,4:10,3470.3443,0,Z4,Z4
2025-01-03,26,4:20,3371.4266,0,AA4,AA4
2025-01-03,27,4:30,2945.58,0,AB4,AB4
2025-01-03,28,4:40,3074.9809,0,AC4,AC4
2025-01-03,29,4:50,3342.863,0,AD4,AD4
2025-01-03,30,5:00,3341.55,0,AE4,AE4
2025-01-03,31,5:10,3130.4364,0.0019,AF4,AF4
2025-01-03,32,5:20,3224.3627,0,AG4,AG4
2025-01-03,33,5:30,3607.85,0,AH4,AH4
2025-01-03,34,5:40,3733.6991,0.0271,AI4,AI4
2025-01-03,35,5:50,3503.3718,0,AJ4,AJ4
2025-01-03,36,6:00,3256.78,0,AK4,AK4
2025-01-03,37,6:10,3421.25,0.3772,AL4,AL4
2025-01-03,38,6:20,3519.6603,0,AM4,AM4
2025-01-03,39,6:30,3365.9,0,AN4,AN4
2025-01-03,40,6:40,3274.086,5.2535,AO4,AO4
2025-01-03,41,6:50,3462.1699,0,AP4,AP4
2025-01-03,42,7:00,3787.21,10.1625,AQ4,AQ4
2025-01-03,43,7:10,3895.0622,189.0764,AR4,AR4
2025-01-03,44,7:20,3904.9573,442.0453,AS4,AS4
2025-01-03,45,7:30,3913.93,703.4625,AT4,AT4
2025-01-03,46,7:40,3897.2707,972.3564,AU4,AU4
2025-01-03,47,7:50,3918.3208,1241.8825,AV4,AV4
2025-01-03,48,8:00,4025.58,1529.2875,AW4,AW4
2025-01-03,49,8:10,4146.3263,1846.5381,AX4,AX4
2025-01-03,50,8:20,3906.1017,2087.1569,AY4,AY4
2025-01-03,51,8:30,3524.22,2292.9375,AZ4,AZ4
2025-01-03,52,8:40,3689.646,2620.4459,BA4,BA4
2025-01-03,53,8:50,4284.7343,2975.4743,BB4,BB4
2025-01-03,54,9:00,4753.54,3263.25,BC4,BC4
2025-01-03,55,9:10,4591.2578,3471.5364,BD4,BD4
2025-01-03,56,9:20,4391.5782,3661.6122,BE4,BE4
2025-01-03,57,9:30,4496.24,3906,BF4,BF4
2025-01-03,58,9:40,4673.3336,4237.6324,BG4,BG4
2025-01-03,59,9:50,4538.2138,4559.3408,BH4,BH4
2025-01-03,60,10:00,4253.49,4799.25,BI4,BI4
2025-01-03,61,10:10,4355.1198,4933.6175,BJ4,BJ4
2025-01-03,62,10:20,4561.5437,4909.6483,BK4,BK4
2025-01-03,63,10:30,4553.01,4880.7,BL4,BL4
2025-01-03,64,10:40,4289.7362,5076.8898,BM4,BM4
2025-01-03,65,10:50,4146.1721,5196.2418,BN4,BN4
2025-01-03,66,11:00,4247.72,5189.7375,BO4,BO4
2025-01-03,67,11:10,4376.5197,5315.8751,BP4,BP4
2025-01-03,68,11:20,4356.2528,5513.9595,BQ4,BQ4
2025-01-03,69,11:30,4292.25,5731.875,BR4,BR4
2025-01-03,70,11:40,4431.7662,5984.1501,BS4,BS4
2025-01-03,71,11:50,4528.7137,6182.2434,BT4,BT4
2025-01-03,72,12:00,4406.42,6232.0875,BU4,BU4
2025-01-03,73,12:10,4161.4411,6124.346,BV4,BV4
2025-01-03,74,12:20,4175.5384,6089.4288,BW4,BW4
2025-01-03,75,12:30,4332.03,6095.775,BX4,BX4
2025-01-03,76,12:40,4156.8051,5886.2195,BY4,BY4
2025-01-03,77,12:50,3998.4468,5586.2759,BZ4,BZ4
2025-01-03,78,13:00,4008.75,5384.3625,CA4,CA4
2025-01-03,79,13:10,4000.4293,5377.1542,CB4,CB4
2025-01-03,80,13:20,4052.8564,5440.3984,CC4,CC4
2025-01-03,81,13:30,4047.69,5414.175,CD4,CD4
2025-01-03,82,13:40,3788.9507,5218.57,CE4,CE4
2025-01-03,83,13:50,3812.7819,5010.9891,CF4,CF4
2025-01-03,84,14:00,4095.07,4870.5,CG4,CG4
2025-01-03,85,14:10,4064.0778,4735.9305,CH4,CH4
2025-01-03,86,14:20,3932.6141,4538.4948,CI4,CI4
2025-01-03,87,14:30,3892.01,4289.0625,CJ4,CJ4
2025-01-03,88,14:40,3900.8667,4035.8747,CK4,CK4
2025-01-03,89,14:50,3890.6631,3666.7497,CL4,CL4
2025-01-03,90,15:00,3800.74,3262.425,CM4,CM4
2025-01-03,91,15:10,3650.1373,3026.2269,CN4,CN4
2025-01-03,92,15:20,3708.4101,2730.9581,CO4,CO4
2025-01-03,93,15:30,3860.93,2374.575,CP4,CP4
2025-01-03,94,15:40,3736.1478,2171.7749,CQ4,CQ4
2025-01-03,95,15:50,3699.9877,1878.1535,CR4,CR4
2025-01-03,96,16:00,3817.2,1480.1625,CS4,CS4
2025-01-03,97,16:10,3751.9521,1222.9729,CT4,CT4
2025-01-03,98,16:20,3533.1584,995.2058,CU4,CU4
2025-01-03,99,16:30,3406.26,725.3625,CV4,CV4
2025-01-03,100,16:40,3544.1616,461.2553,CW4,CW4
2025-01-03,101,16:50,3385.5316,200.2176,CX4,CX4
2025-01-03,102,17:00,2996.54,9.75,CY4,CY4
2025-01-03,103,17:10,2994.4949,0,CZ4,CZ4
2025-01-03,104,17:20,2976.805,5.7669,DA4,DA4
2025-01-03,105,17:30,2847.22,0,DB4,DB4
2025-01-03,106,17:40,2930.8792,0,DC4,DC4
2025-01-03,107,17:50,2970.7432,0.414,DD4,DD4
2025-01-03,108,18:00,2859.03,0,DE4,DE4
2025-01-03,109,18:10,2767.8666,0,DF4,DF4
2025-01-03,110,18:20,2778.7108,0.0297,DG4,DG4
2025-01-03,111,18:30,2809.88,0,DH4,DH4
2025-01-03,112,18:40,2711.9698,0,DI4,DI4
2025-01-03,113,18:50,2609.4796,0.0021,DJ4,DJ4
2025-01-03,114,19:00,2608.92,0,DK4,DK4
2025-01-03,115,19:10,2689.2879,0,DL4,DL4
2025-01-03,116,19:20,2685.1189,0,DM4,DM4
2025-01-03,117,19:30,2707.6,0,DN4,DN4
2025-01-03,118,19:40,2988.2372,0,DO4,DO4
2025-01-03,119,19:50,3022.4875,0,DP4,DP4
2025-01-03,120,20:00,2798.06,0,DQ4,DQ4
2025-01-03,121,20:10,2801.341,0,DR4,DR4
2025-01-03,122,20:20,2810.0049,0,DS4,DS4
2025-01-03,123,20:30,2766.2,0,DT4,DT4
2025-01-03,124,20:40,2865.7629,0,DU4,DU4
2025-01-03,125,20:50,2932.1172,0,DV4,DV4
2025-01-03,126,21:00,2903.7,0,DW4,DW4
2025-01-03,127,21:10,2876.0861,0,DX4,DX4
2025-01-03,128,21:20,2739.4924,0,DY4,DY4
2025-01-03,129,21:30,2646.76,0,DZ4,DZ4
2025-01-03,130,21:40,2854.3033,0,EA4,EA4
2025-01-03,131,21:50,2801.1854,0,EB4,EB4
2025-01-03,132,22:00,2481.44,0,EC4,EC4
2025-01-03,133,22:10,2453.7519,0,ED4,ED4
2025-01-03,134,22:20,2496.4764,0,EE4,EE4
2025-01-03,135,22:30,2462.06,0,EF4,EF4
2025-01-03,136,22:40,2454.9477,0,EG4,EG4
2025-01-03,137,22:50,2478.41,0,EH4,EH4
2025-01-03,138,23:00,2531.44,0,EI4,EI4
2025-01-03,139,23:10,2618.7584,0,EJ4,EJ4
2025-01-03,140,23:20,2674.9089,0,EK4,EK4
2025-01-03,141,23:30,2688.94,0,EL4,EL4
2025-01-03,142,23:40,2712.3789,0,EM4,EM4
2025-01-03,143,23:50,2755.1168,0,EN4,EN4
2025-01-03,144,0:00+1,2763.54,0,EO4,EO4
2025-01-04,1,0:10,2696.7943,0,B5,B5
2025-01-04,2,0:20,2758.1877,0,C5,C5
2025-01-04,3,0:30,2846.8,0,D5,D5
2025-01-04,4,0:40,2662.8402,0,E5,E5
2025-01-04,5,0:50,2560.2275,0,F5,F5
2025-01-04,6,1:00,2737.71,0,G5,G5
2025-01-04,7,1:10,3010.7018,0,H5,H5
2025-01-04,8,1:20,2977.7182,0,I5,I5
2025-01-04,9,1:30,2777.21,0,J5,J5
2025-01-04,10,1:40,2904.2621,0,K5,K5
2025-01-04,11,1:50,2944.0406,0,L5,L5
2025-01-04,12,2:00,2839.4,0,M5,M5
2025-01-04,13,2:10,2961.5683,0,N5,N5
2025-01-04,14,2:20,3044.5086,0,O5,O5
2025-01-04,15,2:30,3017.52,0,P5,P5
2025-01-04,16,2:40,3088.4171,0,Q5,Q5
2025-01-04,17,2:50,3140.8968,0,R5,R5
2025-01-04,18,3:00,3120.06,0,S5,S5
2025-01-04,19,3:10,3111.9018,0,T5,T5
2025-01-04,20,3:20,3174.4757,0,U5,U5
2025-01-04,21,3:30,3222.83,0,V5,V5
2025-01-04,22,3:40,3140.7512,0,W5,W5
2025-01-04,23,3:50,3203.5176,0,X5,X5
2025-01-04,24,4:00,3305.62,0,Y5,Y5
2025-01-04,25,4:10,3082.9711,0,Z5,Z5
2025-01-04,26,4:20,3029.6183,0,AA5,AA5
2025-01-04,27,4:30,3220.05,0,AB5,AB5
2025-01-04,28,4:40,3240.2096,0,AC5,AC5
2025-01-04,29,4:50,3268.5206,0,AD5,AD5
2025-01-04,30,5:00,3392.42,0,AE5,AE5
2025-01-04,31,5:10,3464.9422,0.0022,AF5,AF5
2025-01-04,32,5:20,3393.7832,0,AG5,AG5
