date,issue_hour,slot,endpoint_minute,previous_kwh,new_kwh,up_kwh,down_kwh,incremental_cost,scenario_dates
2025-02-01,0,48,500,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,49,510,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,50,520,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,51,530,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,52,540,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,53,550,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,54,560,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,55,570,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,56,580,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,57,590,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,58,600,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,59,610,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,60,620,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,61,630,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,62,640,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,63,650,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,64,660,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,65,670,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,66,680,0.0,493.58368171581105,493.58368171581105,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,67,690,0.0,493.58368171581105,493.58368171581105,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,68,700,0.0,493.58368171581105,493.58368171581105,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,69,710,0.0,493.58368171581105,493.58368171581105,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,70,720,0.0,493.58368171581105,493.58368171581105,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,71,730,0.0,493.58368171581105,493.58368171581105,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,72,740,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,73,750,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,74,760,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,75,770,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,76,780,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,77,790,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,78,800,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,79,810,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,80,820,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,81,830,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,82,840,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,83,850,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,84,860,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,85,870,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,86,880,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,87,890,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,88,900,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,89,910,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,90,920,0.0,242.63708579261566,242.63708579261566,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,91,930,0.0,256.83748947928905,256.83748947928905,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,92,940,0.0,306.21713549665736,306.21713549665736,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,93,950,0.0,374.29383523834235,374.29383523834235,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,94,960,0.0,431.8707292044268,431.8707292044268,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,95,970,0.0,445.69892924006285,445.69892924006285,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,96,980,0.0,425.26561510697724,425.26561510697724,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,97,990,0.0,478.5543445908211,478.5543445908211,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,98,1000,0.0,507.2804158458063,507.2804158458063,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,99,1010,0.0,471.32247757278634,471.32247757278634,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,100,1020,0.0,420.8546747858307,420.8546747858307,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,101,1030,0.0,429.4068233312386,429.4068233312386,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,102,1040,0.0,407.7648382217092,407.7648382217092,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,103,1050,0.0,401.1226140079843,401.1226140079843,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,104,1060,0.0,415.9364004679901,415.9364004679901,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,105,1070,0.0,427.0018319831597,427.0018319831597,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,106,1080,0.0,426.3145556962255,426.3145556962255,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,107,1090,0.0,428.1440322124911,428.1440322124911,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,108,1100,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,109,1110,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,110,1120,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,111,1130,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,112,1140,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,113,1150,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,114,1160,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,115,1170,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,116,1180,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,117,1190,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,118,1200,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,119,1210,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,120,1220,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,121,1230,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,122,1240,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,123,1250,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,124,1260,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,125,1270,0.0,0.0,0.0,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,126,1280,0.0,531.5650588585792,531.5650588585792,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,127,1290,0.0,520.0215372521517,520.0215372521517,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,128,1300,0.0,545.5090016962286,545.5090016962286,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,129,1310,0.0,532.4721165831368,532.4721165831368,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,130,1320,0.0,476.1509226961316,476.1509226961316,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,131,1330,0.0,449.8878543266669,449.8878543266669,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,132,1340,0.0,1242.9636437527004,1242.9636437527004,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,133,1350,0.0,1323.4911794208742,1323.4911794208742,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,134,1360,0.0,1310.7775765968413,1310.7775765968413,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,135,1370,0.0,1242.4146014417665,1242.4146014417665,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,136,1380,0.0,1185.6538459474366,1185.6538459474366,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,137,1390,0.0,1183.2873872944158,1183.2873872944158,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,138,1400,0.0,1108.0082260285883,1108.0082260285883,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,139,1410,0.0,1146.930518977631,1146.930518977631,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,140,1420,0.0,1164.7687291113868,1164.7687291113868,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,141,1430,0.0,1317.0643040298355,1317.0643040298355,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,142,1440,0.0,1548.7110468133264,1548.7110468133264,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,0,143,1450,0.0,1628.889012552141,1628.889012552141,0.0,24767.410298546114,2025-01-23;2025-01-31;2025-01-05;2025-01-22;2025-01-13
2025-02-01,6,35,370,282.55860966954987,0.0,0.0,282.55860966954987,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,36,380,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,37,390,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,38,400,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,39,410,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,40,420,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,41,430,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,42,440,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,43,450,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,44,460,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,45,470,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,46,480,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,47,490,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,48,500,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,49,510,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,50,520,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,51,530,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,52,540,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,53,550,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,54,560,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,55,570,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,56,580,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,57,590,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,58,600,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,59,610,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,60,620,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,61,630,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,62,640,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,63,650,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,64,660,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,65,670,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,66,680,493.58368171581105,0.0,0.0,493.58368171581105,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,67,690,493.58368171581105,0.0,0.0,493.58368171581105,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,68,700,493.58368171581105,0.0,0.0,493.58368171581105,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,69,710,493.58368171581105,0.0,0.0,493.58368171581105,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,70,720,493.58368171581105,0.0,0.0,493.58368171581105,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,71,730,493.58368171581105,0.0,0.0,493.58368171581105,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
2025-02-01,6,72,740,0.0,0.0,0.0,0.0,-223.5994167613404,2025-01-02;2025-01-17;2025-01-26;2025-01-15;2025-01-25
