policy_id,a_kwh,cancellation_cost_yuan,charge_bus_kwh,date,discharge_bus_kwh,effective_issue,emergency_cost_yuan,emergency_kwh,g0_kwh,grid_unused_kwh,grid_used_kwh,increase_cost_yuan,load_kw,physical_interval_end,physical_interval_start,price_yuan_per_kwh,pv_actual_kw,pv_curtailment_kwh,retained_cost_yuan,slot_id,soc_end_kwh,soc_roundoff_adjustment_kwh,soc_start_kwh,total_cost_yuan
P3_MAIN_MEAN_ROLLOUT_061218,630.30264999999997,0,30.577516666666611,2025-03-20,0,2025-03-20T00:00:00,0,0,630.30264999999997,-0,630.30264999999997,0,3598.3779,2025-03-20T04:40:00,2025-03-20T04:30:00,0.43930000000000002,0.027099999999999999,0,276.891954145,28,9419.3185607407413,0,9391.7987957407422,276.891954145
P3_MAIN_MEAN_ROLLOUT_061218,643.49436666666668,0,26.755049999999983,2025-03-20,0,2025-03-20T00:00:00,0,0,643.49436666666668,-0,643.49436666666668,0,3700.4358999999999,2025-03-20T04:50:00,2025-03-20T04:40:00,0.44219999999999998,0,0,284.55320893999999,29,9443.3981057407418,0,9419.3185607407413,284.55320893999999
P3_MAIN_MEAN_ROLLOUT_061218,629.07000000000005,0,3.4750000000000227,2025-03-20,0,2025-03-20T00:00:00,0,0,629.07000000000005,-0,629.07000000000005,0,3753.5700000000002,2025-03-20T05:00:00,2025-03-20T04:50:00,0.4395,0,0,276.47626500000001,30,9446.5256057407423,0,9443.3981057407418,276.47626500000001
P3_MAIN_MEAN_ROLLOUT_061218,626.30904999999996,0,6.8751333333333378,2025-03-20,0,2025-03-20T00:00:00,0,0,626.30904999999996,-0,626.30904999999996,0,3716.9811,2025-03-20T05:10:00,2025-03-20T05:00:00,0.43330000000000002,0.37759999999999999,0,271.37971136499999,31,9452.7132257407429,0,9446.5256057407423,271.37971136499999
P3_MAIN_MEAN_ROLLOUT_061218,618.1196666666666,0,0.27526666666653909,2025-03-20,0,2025-03-20T00:00:00,0,0,618.1196666666666,-0,618.1196666666666,0,3707.0664000000002,2025-03-20T05:20:00,2025-03-20T05:10:00,0.44390000000000002,0,0,274.38332003333329,32,9452.9609657407436,0,9452.7132257407429,274.38332003333329
P3_MAIN_MEAN_ROLLOUT_061218,1448.3833333333332,0,833.33333333333337,2025-03-20,0,2025-03-20T00:00:00,0,0,1448.3833333333332,7.9349999999999454,1440.4483333333333,0,3642.6900000000001,2025-03-20T05:30:00,2025-03-20T05:20:00,0.43009999999999998,0,0,622.94967166666663,33,10202.960965740744,0,9452.9609657407436,622.94967166666663
P3_MAIN_MEAN_ROLLOUT_061218,1437.8719166666667,0,663.37670473250705,2025-03-20,0,2025-03-20T00:00:00,0,0,1437.8719166666667,199.06514526749311,1238.8067713991736,0,3457.8398000000002,2025-03-20T05:40:00,2025-03-20T05:30:00,0.37130000000000002,5.2594000000000003,0,533.88184265833343,34,10800,0,10202.960965740744,533.88184265833343
P3_MAIN_MEAN_ROLLOUT_061218,699.55496666666659,0,0,2025-03-20,-0,2025-03-20T00:00:00,0,0,699.55496666666659,28.091849999999909,671.46311666666668,0,4028.7786999999998,2025-03-20T05:50:00,2025-03-20T05:40:00,0.57079999999999997,0,0,399.30597497333326,35,10800,0,10800,399.30597497333326
P3_MAIN_MEAN_ROLLOUT_061218,12.205000000000041,0,0,2025-03-20,814.80999999999995,2025-03-20T00:00:00,0,0,12.205000000000041,-0,12.205000000000041,0,4962.0900000000001,2025-03-20T06:00:00,2025-03-20T05:50:00,0.90990000000000004,0,0,11.105329500000037,36,9894.6555555555551,0,10800,11.105329500000037
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,791.94993333333343,2025-03-20T06:00:00,0,0,0,0,0,0,4905.1198000000004,2025-03-20T06:10:00,2025-03-20T06:00:00,0.93679999999999997,153.42019999999999,-0,0,37,9014.7111851851841,0,9894.6555555555551,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,709.96331666666674,2025-03-20T06:00:00,0,0,0,0,0,0,4660.8239000000003,2025-03-20T06:20:00,2025-03-20T06:10:00,0.87580000000000002,401.04399999999998,-0,0,38,8225.8630555555537,0,9014.7111851851841,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,671.37083333333339,2025-03-20T06:00:00,0,0,0,0,0,0,4703.75,2025-03-20T06:30:00,2025-03-20T06:20:00,0.87590000000000001,675.52499999999998,-0,0,39,7479.8954629629607,0,8225.8630555555537,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,629.04486666666674,2025-03-20T06:00:00,0,0,0,0,0,0,4726.9008000000003,2025-03-20T06:40:00,2025-03-20T06:30:00,0.86009999999999998,952.63160000000005,-0,0,40,6780.9567222222195,0,7479.8954629629607,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,586.1559166666666,2025-03-20T06:00:00,0,0,0,0,0,0,4819.4732999999997,2025-03-20T06:50:00,2025-03-20T06:40:00,0.84419999999999995,1302.5378000000001,-0,0,41,6129.6723703703674,0,6780.9567222222195,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,531.18208333333337,2025-03-20T06:00:00,0,0,0,0,0,0,4880.3299999999999,2025-03-20T07:00:00,2025-03-20T06:50:00,0.83340000000000003,1693.2375,-0,0,42,5539.4700555555528,0,6129.6723703703674,0
P3_MAIN_MEAN_ROLLOUT_061218,136.65555185754016,0,0,2025-03-20,309.91994814245993,2025-03-20T06:00:00,0,0,0,-0,136.65555185754016,165.87250884468224,4689.3761000000004,2025-03-20T07:10:00,2025-03-20T07:00:00,0.80920000000000003,2009.9231,0,0,43,5195.1145576194858,0,5539.4700555555528,165.87250884468224
P3_MAIN_MEAN_ROLLOUT_061218,452.60663174263516,0,51.365015075968586,2025-03-20,0,2025-03-20T06:00:00,0,0,337.28250138888808,-0,452.60663174263516,137.90459507701075,4713.3645999999999,2025-03-20T07:20:00,2025-03-20T07:10:00,0.79720000000000002,2305.9149000000002,0,268.8816101072216,44,5241.3430711878573,0,5195.1145576194858,406.78620518423236
P3_MAIN_MEAN_ROLLOUT_061218,410.41418736436987,0,40.837104031036574,2025-03-20,0,2025-03-20T06:00:00,0,0,400.56646388888885,-0,410.41418736436987,11.291399736986534,4827.1999999999998,2025-03-20T07:30:00,2025-03-20T07:20:00,0.76439999999999997,2609.7375000000002,0,306.19300499666662,45,5278.0964648157906,0,5241.3430711878573,317.48440473365315
P3_MAIN_MEAN_ROLLOUT_061218,302.55788324572285,0,21.867683245722901,2025-03-20,0,2025-03-20T06:00:00,0,0,292.24526944444449,-0,302.55788324572285,10.672008392252911,4578.1559999999999,2025-03-20T07:40:00,2025-03-20T07:30:00,0.68989999999999996,2894.0147999999999,0,201.62001138972224,46,5297.7773797369409,0,5278.0964648157906,212.29201978197514
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,334.57806666666659,2025-03-20T06:00:00,0,0,0,0,0,0,5187.0367999999999,2025-03-20T07:50:00,2025-03-20T07:40:00,0.85999999999999999,3179.5684000000001,-0,0,47,4926.0239723295335,0,5297.7773797369409,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,488.17958333333343,2025-03-20T06:00:00,0,0,0,0,0,0,6405.5900000000001,2025-03-20T08:00:00,2025-03-20T07:50:00,1.1617,3476.5124999999998,-0,0,48,4383.602213070274,0,4926.0239723295335,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,482.80385000000012,2025-03-20T06:00:00,0,0,0,0,0,0,6658.0486000000001,2025-03-20T08:10:00,2025-03-20T08:00:00,1.1682999999999999,3761.2255,-0,0,49,3847.1534908480517,0,4383.602213070274,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,438.37139999999988,2025-03-20T06:00:00,0,0,0,0,0,0,6606.6000999999997,2025-03-20T08:20:00,2025-03-20T08:10:00,1.0955999999999999,3976.3717000000001,-0,0,50,3360.0741575147185,0,3847.1534908480517,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,411.15750000000014,2025-03-20T06:00:00,0,0,0,0,0,0,6687.2700000000004,2025-03-20T08:30:00,2025-03-20T08:20:00,1.0849,4220.3249999999998,-0,0,51,2903.2324908480518,0,3360.0741575147185,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,332.67218333333335,2025-03-20T06:00:00,0,0,0,0,0,0,6649.7759999999998,2025-03-20T08:40:00,2025-03-20T08:30:00,1.0609999999999999,4653.7429000000002,-0,0,52,2533.5967315887924,0,2903.2324908480518,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,278.00513333333322,2025-03-20T06:00:00,0,0,0,0,0,0,6705.5334999999995,2025-03-20T08:50:00,2025-03-20T08:40:00,1.0429999999999999,5037.5027,-0,0,53,2224.7021389962001,0,2533.5967315887924,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,262.8204166666668,2025-03-20T06:00:00,0,0,0,0,0,0,6757.8100000000004,2025-03-20T09:00:00,2025-03-20T08:50:00,1.036,5180.8874999999998,-0,0,54,1932.6794538110148,0,2224.7021389962001,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,221.28376666666657,2025-03-20T06:00:00,0,0,0,0,0,0,6494.2003999999997,2025-03-20T09:10:00,2025-03-20T09:00:00,1.0146999999999999,5166.4978000000001,-0,0,55,1686.8086019591631,0,1932.6794538110148,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,150.51836666666657,2025-03-20T06:00:00,0,0,0,0,0,0,6436.4391999999998,2025-03-20T09:20:00,2025-03-20T09:10:00,0.99219999999999997,5533.3289999999997,-0,0,56,1519.5659723295335,0,1686.8086019591631,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,77.185416666666583,2025-03-20T06:00:00,0,0,0,0,0,0,6570.8500000000004,2025-03-20T09:30:00,2025-03-20T09:20:00,0.96999999999999997,6107.7375000000002,-0,0,57,1433.8043982554595,0,1519.5659723295335,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,36.094749999999976,2025-03-20T06:00:00,0,0,0,0,0,0,6399.3635000000004,2025-03-20T09:40:00,2025-03-20T09:30:00,0.94220000000000004,6182.7950000000001,-0,0,58,1393.6991204776818,0,1433.8043982554595,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,41.25734999999986,2025-03-20T06:00:00,0,0,0,0,0,0,6445.9300999999996,2025-03-20T09:50:00,2025-03-20T09:40:00,0.95689999999999997,6198.3860000000004,-0,0,59,1347.8576204776821,0,1393.6991204776818,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,0,2025-03-20,45.207083333333458,2025-03-20T06:00:00,0,0,0,0,0,0,6697.4300000000003,2025-03-20T10:00:00,2025-03-20T09:50:00,0.99770000000000003,6426.1875,-0,0,60,1297.6275278850894,0,1347.8576204776821,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,16.208750000000009,2025-03-20,0,2025-03-20T06:00:00,0,0,0,0,0,0,6577.9956000000002,2025-03-20T10:10:00,2025-03-20T10:00:00,0.9919,6675.2480999999998,-0,0,61,1312.2154028850894,0,1297.6275278850894,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,54.787799999999834,2025-03-20,0,2025-03-20T06:00:00,0,0,0,0,0,0,6445.2772000000004,2025-03-20T10:20:00,2025-03-20T10:10:00,0.95879999999999999,6774.0039999999999,-0,0,62,1361.5244228850893,0,1312.2154028850894,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,67.5775000000001,2025-03-20,0,2025-03-20T06:00:00,0,0,0,0,0,0,6473.6099999999997,2025-03-20T10:30:00,2025-03-20T10:20:00,0.95489999999999997,6879.0749999999998,-0,0,63,1422.3441728850894,0,1361.5244228850893,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,135.71306666666669,2025-03-20,0,2025-03-20T06:00:00,0,0,0,0,0,0,6454.2353000000003,2025-03-20T10:40:00,2025-03-20T10:30:00,0.9839,7268.5137000000004,-0,0,64,1544.4859328850894,0,1422.3441728850894,0
P3_MAIN_MEAN_ROLLOUT_061218,0,0,183.83656666666661,2025-03-20,0,2025-03-20T06:00:00,0,0,0,0,0,0,6352.3360000000002,2025-03-20T10:50:00,2025-03-20T10:40:00,0.79900000000000004,7455.3554000000004,-0,0,65,1709.9388428850893,0,1544.4859328850894,0
P3_MAIN_MEAN_ROLLOUT_061218,597.89515244954407,14.880386019968766,761.74515244954432,2025-03-20,0,2025-03-20T06:00:00,2.8563817977556024e-13,1.1368683772161603e-13,657.12056944444464,0,597.89515244954407,0,6279.8999999999996,2025-03-20T11:00:00,2025-03-20T10:50:00,0.50249999999999995,7263,0,300.44231410589589,66,2395.5094800896795,0,1709.9388428850893,315.32270012586491
P3_MAIN_MEAN_ROLLOUT_061218,617.56872638888865,0,727.50610972222194,2025-03-20,0,2025-03-20T06:00:00,0,0,617.56872638888865,1.1368683772161603e-13,617.56872638888854,0,6362.0436,2025-03-20T11:10:00,2025-03-20T11:00:00,0.4662,7021.6679000000004,0,287.91054024249991,67,3050.2649788396793,0,2395.5094800896795,287.91054024249991
P3_MAIN_MEAN_ROLLOUT_061218,573.07721249999975,0,682.91836249999983,2025-03-20,0,2025-03-20T06:00:00,2.8461499823606576e-13,1.1368683772161603e-13,573.07721249999975,0,573.07721249999975,0,6393.8373000000001,2025-03-20T11:20:00,2025-03-20T11:10:00,0.50070000000000003,7052.8842000000004,0,286.93976029874989,68,3664.8915050896794,0,3050.2649788396793,286.93976029875017
P3_MAIN_MEAN_ROLLOUT_061218,582.61053194444446,0,742.18761527777792,2025-03-20,0,2025-03-20T06:00:00,2.7438318284112029e-13,1.1368683772161603e-13,582.61053194444446,0,582.61053194444446,0,6360.1000000000004,2025-03-20T11:30:00,2025-03-20T11:20:00,0.48270000000000002,7317.5625,0,281.22610376958335,69,4332.86035883968,0,3664.8915050896794,281.22610376958363
P3_MAIN_MEAN_ROLLOUT_061218,585.3624791666665,0,765.63009583333314,2025-03-20,0,2025-03-20T06:00:00,0,0,585.3624791666665,1.1368683772161603e-13,585.36247916666639,0,6424.0276000000003,2025-03-20T11:40:00,2025-03-20T11:30:00,0.47849999999999998,7505.6333000000004,0,280.09594628124989,70,5021.9274450896801,0,4332.86035883968,280.09594628124989
P3_MAIN_MEAN_ROLLOUT_061218,600.41378458659176,2.7133118741154183,809.6489012532586,2025-03-20,0,2025-03-20T06:00:00,2.6500401872908696e-13,1.1368683772161603e-13,612.05390416666648,0,600.41378458659176,0,6379.6216000000004,2025-03-20T11:50:00,2025-03-20T11:40:00,0.4662,7635.0322999999999,0,279.91290637426908,71,5750.6114562176126,0,5021.9274450896801,282.62621824838476
P3_MAIN_MEAN_ROLLOUT_061218,541.72504555119383,11.489588882522115,816.74671221786048,2025-03-20,0,2025-03-20T06:00:00,0,0,593.57337083333334,1.1368683772161603e-13,541.72504555119372,0,6168.3199999999997,2025-03-20T12:00:00,2025-03-20T11:50:00,0.44319999999999998,7818.4499999999998,0,240.09254018828909,72,6485.6834972136867,0,5750.6114562176126,251.58212907081122
P3_MAIN_MEAN_ROLLOUT_061218,499.14167533223701,23.729801182905621,833.33333333333337,2025-03-20,0,2025-03-20T06:00:00,0,0,606.73542361111083,19.829658665570378,479.31201666666664,0,5958.8116,2025-03-20T12:10:00,2025-03-20T12:00:00,0.44109999999999999,8082.9395000000004,0,220.17139298904974,73,7235.6834972136867,0,6485.6834972136867,243.90119417195535
P3_MAIN_MEAN_ROLLOUT_061218,502.83474941388738,35.211073859619937,833.33333333333337,2025-03-20,0,2025-03-20T06:00:00,0,0,657.57469166666669,42.058216080554075,460.7765333333333,0,5855.2299000000003,2025-03-20T12:20:00,2025-03-20T12:10:00,0.4551,8090.5707000000002,0,228.84009445826015,74,7985.6834972136867,0,7235.6834972136867,264.05116831788007
P3_MAIN_MEAN_ROLLOUT_061218,525.63563602782972,43.704278359973102,829.91938602782977,2025-03-20,0,2025-03-20T06:00:00,2.5369217837578617e-13,1.1368683772161603e-13,721.48720833333323,0,525.63563602782972,0,5883.6599999999999,2025-03-20T12:30:00,2025-03-20T12:20:00,0.44629999999999997,7709.3625000000002,0,234.59118435922039,75,8732.6109446387327,0,7985.6834972136867,278.29546271919372
P3_MAIN_MEAN_ROLLOUT_061218,506.59443274722082,51.420852081159047,706.42386608055415,2025-03-20,0,2025-03-20T06:00:00,2.3379698177450334e-13,1.1368683772161603e-13,756.63504583333338,0,506.59443274722082,0,6006.2794000000004,2025-03-20T12:40:00,2025-03-20T12:30:00,0.4113,7205.2560000000003,0,208.36229018893192,76,9368.3924241112309,0,8732.6109446387327,259.78314227009122
P3_MAIN_MEAN_ROLLOUT_061218,0,205.09829904666702,173.09823333333316,2025-03-20,0,2025-03-20T06:00:00,0,0,721.92291111111228,0,0,0,6168.3548000000001,2025-03-20T12:50:00,2025-03-20T12:40:00,0.56820000000000004,7206.9441999999999,-0,0,77,9524.1808341112301,0,9368.3924241112309,205.09829904666702
P3_MAIN_MEAN_ROLLOUT_061218,0,29.295479521250002,195.73666666666668,2025-03-20,0,2025-03-20T06:00:00,0,0,70.770575000000008,0,0,0,6351.3800000000001,2025-03-20T13:00:00,2025-03-20T12:50:00,0.82789999999999997,7525.8000000000002,-0,0,78,9700.3438341112305,0,9524.1808341112301,29.295479521250002
P3_MAIN_MEAN_ROLLOUT_061218,0,70.747832603055414,138.07556666666642,2025-03-20,0,2025-03-20T06:00:00,0,0,163.84398472222188,0,0,0,6510.6216000000004,2025-03-20T13:10:00,2025-03-20T13:00:00,0.86360000000000003,7339.0749999999998,-0,0,79,9824.6118441112303,0,9700.3438341112305,70.747832603055414
